Ca_ID,XLOC_ID,1356_AFL_C,1356_AFL_S,1356_AFR_C,1356_AFR_S,1356_BFL_C,1356_BFL_S,1356_BFR_C,1356_BFR_S
Ca_00129,XLOC_000239,10.6529,5.44011,21.6116,23.5405,7.82216,7.30049,7.1079,9.55989
Ca_00132,XLOC_000242,69.478,26.8515,78.8543,76.4483,41.9081,50.9597,17.3586,29.2769
Ca_00133,XLOC_001849,18.9283,12.7654,0.0,31.97,22.0798,33.1893,33.2501,44.1254
Ca_00136,XLOC_000243,29.8243,12.6158,48.3012,11.4518,10.8926,19.2292,2.12739,3.83828
Ca_00160,XLOC_001863,34.0016,11.5246,0.0,0.0,35.9178,6.65203,45.141,11.5766
Ca_00165,XLOC_001866,1.59911,2.26843,0.0,100.245,1.57461,1.24145,29.7524,37.2144
Ca_00169,XLOC_000262,5.66678,10.637,58.0966,21.3497,3.61856,6.58994,7.50598,5.94962
Ca_00175,XLOC_001871,34.6614,36.0264,71.8115,98.8033,35.727,71.0623,25.7544,80.1902
Ca_00180,XLOC_000270,1.10263,1.58963,0.0,0.0,2.08456,6.7802,0.0,0.0
Ca_00186,XLOC_000274,0.0,0.0,47.9244,0.0,0.0,0.0,16.0498,4.87924
Ca_00195,XLOC_000281,0.0,0.0,0.0,0.0,0.0,0.0,19.8836,1.20513
Ca_00196,XLOC_000282,1156.88,0.0,0.0,0.0,7.09723,21.2709,0.0,0.0
Ca_00214,XLOC_000294,2.83613,1.49811,0.0,6.52039,3.05161,3.28259,0.0,4.57951
Ca_00216,XLOC_001888,11.49,0.0,173.464,39.1796,1.00107,7.01688,287.574,479.288
Ca_00224,XLOC_000298,19.3718,16.0393,44.4811,10.7111,13.8566,21.6124,19.2798,26.7065
Ca_00229,XLOC_000302,3.32054,0.0,0.0,0.0,3.14462,0.0,3.44963,1.76299
Ca_00232,XLOC_001896,1.63792,0.0,0.0,0.0,1.45885,2.27672,0.0,0.0
Ca_00246,XLOC_000309,7.29022,9.21596,6.28475,10.3841,6.71674,8.0012,5.78349,6.85617
Ca_00252,XLOC_000310,13.5602,2.01522,0.0,0.0,2.16343,1.24134,2.71298,0.0
Ca_00255,XLOC_000313,74.1949,12.6335,0.0,0.0,38.6376,15.9761,2.74558,2.51751
Ca_00256,XLOC_001908,34.1373,4.94176,21.0521,27.0174,8.14891,5.80856,15.7499,14.0147
Ca_00270,XLOC_001915,7.17829,4.73945,0.0,0.0,4.11501,6.69335,2.36701,1.24255
Ca_00276,XLOC_000320,11.6787,26.5358,70.7356,22.4142,19.5575,40.3676,34.7363,27.6565
Ca_00277,XLOC_000320,11.6787,26.5358,70.7356,22.4142,19.5575,40.3676,34.7363,27.6565
Ca_00278,XLOC_001918,49.1368,0.0,0.0,6.93903,1.80248,1.31234,4.48906,2.23203
Ca_00286,XLOC_000323,934.788,126.769,86.5332,168.981,294.634,269.745,109.358,242.533
Ca_00290,XLOC_000325,27.1411,27.4128,21.6736,21.1955,27.9404,35.4165,30.5235,38.8871
Ca_00291,XLOC_000326,4.92793,1.97984,0.0,0.0,5.18016,5.15117,0.0,0.0
Ca_00292,XLOC_000327,1.26001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00295,XLOC_000329,22.0193,24.7195,54.4181,0.0,4.81593,1.79507,4.95733,4.53836
Ca_00297,XLOC_000331,158.951,86.5129,146.437,219.563,155.914,148.954,179.755,171.9
Ca_00303,XLOC_001931,13.9731,7.55578,0.0,0.0,19.6935,7.1574,13.4249,8.66819
Ca_00304,XLOC_000336,4.42761,2.57523,0.0,10.8483,4.58321,10.5074,2.0007,1.6599
Ca_00307,XLOC_000337,20.1013,19.6574,0.0,91.0062,26.555,16.8012,16.1601,18.8005
Ca_00317,XLOC_000346,32.8259,271.121,0.0,28.9022,71.2078,135.61,0.0,0.0
Ca_00318,XLOC_000347,0.0,1.09479,37.096,10.684,1.31026,1.79914,4.03615,4.56815
Ca_00320,XLOC_000348,15.9963,9.51868,0.0,0.0,28.5057,22.6808,0.0,0.0
Ca_00326,XLOC_000354,0.0,0.0,0.0,25.2983,0.0,3.62159,4.49125,17.478
Ca_00327,XLOC_001943,26.8751,4.31588,128.754,123.127,12.8733,14.0526,41.7893,90.4614
Ca_00347,XLOC_001955,2.19297,1.69799,0.0,0.0,3.26263,0.0,1.51333,1.09159
Ca_00347,XLOC_001956,7.17106,8.40325,0.0,11.4871,8.58266,6.35488,10.6546,8.51625
Ca_00353,XLOC_000367,17.8486,13.1493,0.0,0.0,25.0522,22.8247,5.22444,14.0826
Ca_00359,XLOC_000371,22.8436,0.0,0.0,0.0,1.58929,0.0,3.31117,8.9464
Ca_00363,XLOC_001964,9.59405,1.55424,16.1302,0.0,1.81475,5.07642,2.24882,5.92041
Ca_00367,XLOC_000376,9.53669,21.1903,23.1251,7.16759,17.9108,34.9684,9.67075,5.07847
Ca_00368,XLOC_000377,15.2269,23.7857,0.0,57.9581,6.90566,14.8303,8.31395,5.03163
Ca_00370,XLOC_000378,2.04233,6.8725,0.0,12.9225,12.7936,1.63577,0.0,0.0
Ca_00374,XLOC_000382,7.30803,5.43938,93.5252,45.138,5.82854,5.46346,55.341,24.7446
Ca_00375,XLOC_000383,11.6456,7.1417,71.875,58.9739,12.1807,10.008,43.1549,34.1025
Ca_00383,XLOC_000386,739.398,1134.95,123.192,54.4689,1043.22,986.379,29.4026,23.2348
Ca_00384,XLOC_000387,2.02809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00385,XLOC_001974,8.46439,13.7157,0.0,0.0,16.085,12.039,0.0,2.91102
Ca_00387,XLOC_001976,0.0,0.0,0.0,0.0,0.0,0.0,2.68548,3.90554
Ca_00391,XLOC_000391,23.1097,4.16167,0.0,0.0,24.3009,16.3072,11.0679,4.63941
Ca_00392,XLOC_001977,2.10815,1.4473,79.4825,0.0,1.25826,2.93723,7.65768,2.30483
Ca_00412,XLOC_000402,14.0487,12.8157,0.0,0.0,26.7059,11.8614,6.84601,0.0
Ca_00414,XLOC_001990,20.303,22.7338,0.0,317.585,13.6203,13.2933,61.0218,59.8175
Ca_00415,XLOC_000403,13.1678,14.5731,0.0,0.0,10.8085,13.1926,4.93346,3.42414
Ca_00420,XLOC_000405,5.97332,2.15697,60.1708,109.081,6.02611,2.32414,156.624,159.489
Ca_00425,XLOC_000409,12.8906,7.53304,8.02296,77.4531,11.5236,17.2071,9.56733,56.3432
Ca_00432,XLOC_002001,0.0,4.51424,0.0,0.0,0.0,1.80745,1.64023,0.0
Ca_00435,XLOC_000414,35.9311,8.28325,0.0,11.4255,12.0766,1.52938,0.0,0.0
Ca_00441,XLOC_000417,5.77523,16.7652,9.56235,5.94929,4.26053,20.9496,4.83469,8.04129
Ca_00444,XLOC_000420,30.8828,29.3759,35.0,65.8032,21.189,26.1195,25.3587,30.1226
Ca_00445,XLOC_000421,7.90525,5.76129,0.0,0.0,9.68792,5.34265,0.0,0.0
Ca_00449,XLOC_002008,15.4104,12.0374,0.0,14.5557,15.7784,8.957,0.0,0.0
Ca_00452,XLOC_000423,47.1153,0.0,0.0,0.0,7.97761,2.00593,1.30584,6.42222
Ca_00464,XLOC_000429,28.6744,1.95017,18.5982,11.4946,10.8039,24.1628,10.9537,8.41247
Ca_00467,XLOC_002016,18.7019,18.8569,47.7083,18.3154,20.6163,14.4139,19.2545,21.993
Ca_00471,XLOC_000434,127.524,116.786,69.1833,16.4435,245.889,195.113,36.4276,34.2675
Ca_00475,XLOC_000437,1.51311,4.8142,0.0,0.0,1.14612,1.35883,0.0,0.0
Ca_00480,XLOC_000440,1.65215,4.30973,0.0,0.0,2.13257,1.86722,0.0,0.0
Ca_00486,XLOC_000444,4.49992,3.96555,51.1522,7.03164,3.7198,4.17158,8.10573,5.75402
Ca_00488,XLOC_002026,3.17428,0.0,0.0,0.0,5.63887,3.3292,13.0518,6.52481
Ca_00490,XLOC_000446,2.09371,1.39946,0.0,0.0,0.0,4.07485,0.0,0.0
Ca_00497,XLOC_002030,17.3281,1.10506,0.0,0.0,2.40265,0.0,2.36426,0.0
Ca_00508,XLOC_002036,5.87477,4.73614,16.7793,10.5383,1.14407,2.57755,6.58387,7.24374
Ca_00512,XLOC_000461,7.42765,16.5182,9.06121,13.2884,8.78542,11.3019,6.41882,6.10475
Ca_00520,XLOC_002041,29.2891,30.4714,0.0,0.0,47.5957,47.3249,0.0,1.00119
Ca_00528,XLOC_002045,9.26437,15.3069,0.0,0.0,9.34574,13.0197,8.55314,8.94191
Ca_00535,XLOC_000473,80.8368,4.43262,9.74163,69.1532,10.7255,29.0244,14.8361,41.0319
Ca_00536,XLOC_002051,26.7972,15.7831,0.0,10.2833,32.3625,20.3623,11.3146,16.4612
Ca_00551,XLOC_000480,8.87335,0.0,0.0,6.85057,0.0,0.0,16.0191,8.56145
Ca_00565,XLOC_002066,10.0088,35.2367,0.0,0.0,15.6498,80.0378,6.55435,5.80923
Ca_00580,XLOC_002077,927.641,1582.16,294.08,345.76,1490.56,2159.93,76.5724,43.7662
Ca_00587,XLOC_000493,6.40255,4.7522,14.0781,17.0788,10.3159,5.25359,13.9878,17.3945
Ca_00589,XLOC_000494,26.8294,1.55283,0.0,0.0,4.37619,3.17634,2.94213,1.84343
Ca_00602,XLOC_002090,2.70615,4.9595,0.0,0.0,4.7789,44.7026,0.0,0.0
Ca_00605,XLOC_002093,89.3784,426.666,0.0,55.1971,173.211,504.119,4.94881,1.9233
Ca_00606,XLOC_002094,9.22475,17.2127,0.0,33.6159,9.27708,13.331,15.6213,13.6849
Ca_00611,XLOC_000503,77.139,7.72033,35.4141,93.0849,4.06821,6.25489,42.2087,68.5274
Ca_00612,XLOC_002098,29.807,19.1702,0.0,0.0,12.176,30.9364,33.361,29.237
Ca_00616,XLOC_000506,2.32758,6.25531,15.0681,3.80296,6.76687,6.43191,4.07889,3.4761
Ca_00619,XLOC_002103,1.00514,0.0,0.0,0.0,1.10567,1.22696,26.8989,7.31299
Ca_00620,XLOC_002099,5.51014,1.32672,0.0,0.0,13.0901,3.79641,14.5006,9.0724
Ca_00624,XLOC_000511,39.572,32.1249,30.8422,35.4822,38.0953,40.0244,36.4927,26.7919
Ca_00630,XLOC_000515,17.9015,24.6914,0.0,0.0,13.5894,16.882,5.54318,15.0168
Ca_00636,XLOC_000521,67.8698,54.9013,10.6003,44.6821,110.669,144.869,21.365,39.8796
Ca_00641,XLOC_002109,1.56268,5.10885,0.0,0.0,1.86773,4.13822,2.08419,2.79206
Ca_00643,XLOC_000525,63.1696,317.428,54.0903,94.9384,31.8241,489.824,45.3196,81.1297
Ca_00646,XLOC_000528,9.17076,3.59853,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00656,XLOC_002115,22.8577,6.28938,26.7577,101.505,9.76091,13.5824,23.9259,56.0386
Ca_00666,XLOC_002120,30.7811,32.6628,21.7826,12.3586,40.8795,49.8132,21.8811,22.4072
Ca_00668,XLOC_002122,1.97778,5.56631,0.0,11.7741,2.05787,6.75813,1.17181,0.0
Ca_00669,XLOC_000540,55.3103,53.5212,79.2574,35.5929,77.8991,47.4806,59.4868,54.7742
Ca_00670,XLOC_002123,16.4997,13.7605,61.0219,15.1796,16.9386,18.1011,22.985,23.3755
Ca_00679,XLOC_002129,41.0739,16.8651,26.4248,0.0,66.1704,14.0152,22.7027,12.7709
Ca_00690,XLOC_000548,39.9206,31.2818,0.0,0.0,37.7498,44.7682,12.8795,2.8428
Ca_00693,XLOC_002137,22.2164,25.2353,0.0,0.0,21.3366,29.7838,8.07094,7.78422
Ca_00695,XLOC_002139,41.6442,46.6544,76.2338,20.0188,45.4118,45.4829,45.9083,22.6902
Ca_00701,XLOC_002141,40.8317,30.2945,34.3029,184.854,23.9962,47.4716,41.6988,190.473
Ca_00704,XLOC_007153,12.6029,12.7883,13.9285,4.58899,11.6515,5.53149,4.75211,1.92759
Ca_00710,XLOC_007156,29.3692,15.8314,15.1027,61.0365,23.0053,37.8975,34.0463,71.0459
Ca_00712,XLOC_007158,4.82436,1.35963,0.0,0.0,7.46167,3.2986,0.0,0.0
Ca_00713,XLOC_007159,7.91735,9.76577,23.3752,12.1696,11.9486,10.6705,8.01576,9.68764
Ca_00716,XLOC_007162,1.34307,8.49887,0.0,0.0,1.86858,8.62822,1.47949,1.875
Ca_00717,XLOC_007162,1.34307,8.49887,0.0,0.0,1.86858,8.62822,1.47949,1.875
Ca_00719,XLOC_008642,0.0,2.82671,0.0,0.0,1.34106,1.66589,3.10895,1.78976
Ca_00730,XLOC_007172,9.72988,2.04764,0.0,0.0,8.04179,9.03367,17.8592,26.9314
Ca_00731,XLOC_008649,6.08553,6.76559,37.2982,8.80769,6.88557,5.57106,8.5951,4.83376
Ca_00732,XLOC_008649,6.08553,6.76559,37.2982,8.80769,6.88557,5.57106,8.5951,4.83376
Ca_00740,XLOC_007176,2.39098,5.22337,0.0,0.0,1.47522,2.48495,0.0,0.0
Ca_00741,XLOC_007177,11.3771,10.9538,30.2594,4.99416,10.1335,11.4719,11.0907,15.3869
Ca_00742,XLOC_008654,6.61662,5.88908,29.7577,6.40219,9.12868,5.00244,6.02026,6.56442
Ca_00749,XLOC_007183,238.648,386.303,81.6762,73.6438,283.573,300.143,225.469,209.87
Ca_00754,XLOC_008661,6.90145,13.4659,29.3294,4.66603,5.46611,4.91135,11.3064,4.2044
Ca_00758,XLOC_007187,16.9243,34.0593,0.0,0.0,32.2896,31.9368,4.86201,3.20167
Ca_00763,XLOC_008664,40.0918,63.0168,0.0,20.4937,42.067,62.5747,51.0501,61.7141
Ca_00766,XLOC_007193,8.33225,1.76161,0.0,0.0,4.73612,3.12786,2.79179,2.7898
Ca_00771,XLOC_008669,191.927,271.942,401.246,71.3187,269.697,372.012,143.122,185.719
Ca_00772,XLOC_007197,1.96456,5.46812,0.0,9.48542,0.0,3.83227,1.3666,0.0
Ca_00779,XLOC_008674,5.04713,6.58464,6.5205,26.9453,7.42206,10.5504,10.3387,9.6705
Ca_00781,XLOC_008675,8.63201,16.6386,0.0,13.3951,6.82753,8.81331,10.441,13.4373
Ca_00785,XLOC_008678,19.3428,8.3658,0.0,0.0,25.5489,5.27458,0.0,0.0
Ca_00796,XLOC_007209,126.3,108.151,0.0,17.8484,115.366,124.393,103.771,77.2674
Ca_00801,XLOC_007212,26.104,20.3949,12.9846,0.0,37.1117,23.0739,4.18381,5.70603
Ca_00803,XLOC_007213,2.12761,8.48981,0.0,0.0,1.14221,3.90794,1.92519,0.0
Ca_00808,XLOC_008689,93.8556,149.776,8.20543,39.3536,137.96,133.155,11.4966,10.444
Ca_00810,XLOC_007215,7.41943,10.5405,0.0,0.0,4.74628,11.4142,5.528,1.92545
Ca_00812,XLOC_007216,1.34365,7.14153,0.0,0.0,0.0,2.75248,1.46563,1.01385
Ca_00825,XLOC_007226,5.78504,12.9839,6.37218,18.1516,10.1742,15.0805,10.2286,14.0795
Ca_00826,XLOC_008697,0.0,6.84942,0.0,0.0,1.33878,4.98398,0.0,0.0
Ca_00834,XLOC_007231,6.79177,13.4107,19.322,2.8823,7.22563,8.984,10.2256,8.73296
Ca_00839,XLOC_008702,0.0,0.0,106.058,23.0272,0.0,6.47242,3.17023,3.00748
Ca_00843,XLOC_008705,45.5001,5.12376,29.6183,412.979,5.33393,22.9908,67.4898,369.648
Ca_00859,XLOC_007241,43.651,10.7754,15.5705,65.3221,44.5074,28.4821,11.8474,19.0383
Ca_00869,XLOC_007247,3.14203,3.97196,12.5396,3.81841,3.48892,3.19627,3.13897,3.41707
Ca_00881,XLOC_008725,2.70588,12.1123,10.5244,0.0,2.66568,3.9,1.67314,2.31015
Ca_00882,XLOC_008726,25.2631,35.2798,6.64831,0.0,47.9377,135.689,0.0,0.0
Ca_00884,XLOC_007254,4.20744,9.68672,23.0927,4.74616,2.84716,7.98106,3.57276,2.35727
Ca_00885,XLOC_008727,0.0,1.82208,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00885,XLOC_007254,4.20744,9.68672,23.0927,4.74616,2.84716,7.98106,3.57276,2.35727
Ca_00890,XLOC_008731,26.9567,0.0,42.8451,64.2534,10.2792,1.70446,11.6401,56.0128
Ca_00891,XLOC_008731,26.9567,0.0,42.8451,64.2534,10.2792,1.70446,11.6401,56.0128
Ca_00892,XLOC_008732,38.309,52.701,48.2504,6.14841,62.1503,59.5564,21.1976,22.4163
Ca_00893,XLOC_008733,1.38768,1.20675,0.0,0.0,1.72724,2.53274,0.0,0.0
Ca_00912,XLOC_008745,38.3353,48.1638,52.0585,63.8434,48.5568,44.0828,43.5685,36.2817
Ca_00927,XLOC_008755,54.3917,39.2173,50.237,10.0693,40.3649,43.4996,46.8554,21.9771
Ca_00940,XLOC_007276,229.805,274.596,98.0223,45.9546,267.96,292.14,193.245,187.603
Ca_00942,XLOC_007277,6.03882,6.37778,18.3813,0.0,8.5608,7.46059,6.87376,7.09328
Ca_00950,XLOC_007280,11.5363,3.90883,314.612,262.535,11.1881,6.79012,120.432,162.864
Ca_00955,XLOC_007285,1.02942,0.0,0.0,0.0,0.0,2.16883,0.0,0.0
Ca_00961,XLOC_008775,21.6511,5.11963,18.2204,24.0823,9.54295,5.84422,7.4533,11.1565
Ca_00962,XLOC_007290,174.722,89.6254,0.0,61.8113,217.326,159.248,34.808,17.0838
Ca_00969,XLOC_007292,299.371,367.131,0.0,402.788,128.724,478.431,73.969,690.944
Ca_00975,XLOC_007295,29.233,48.3634,0.0,0.0,46.6527,195.754,1.2192,3.15823
Ca_00978,XLOC_007297,5.14398,19.306,6.69736,0.0,5.9948,7.94492,2.01933,1.39695
Ca_00979,XLOC_008787,38.2783,9.06656,49.8486,11.9299,21.8561,11.1356,40.1089,34.1051
Ca_00990,XLOC_007302,8.94794,8.54002,38.8551,12.8874,7.1741,8.46979,6.98795,11.8971
Ca_00991,XLOC_007302,8.94794,8.54002,38.8551,12.8874,7.1741,8.46979,6.98795,11.8971
Ca_00994,XLOC_008795,1.09235,1.45095,0.0,0.0,2.33694,21.7858,0.0,0.0
Ca_00997,XLOC_008797,28.4428,61.7601,85.5678,50.5036,41.0317,66.6656,36.0974,22.6142
Ca_00999,XLOC_008799,12.3979,1.17709,38.7148,55.7169,15.3298,50.1144,16.7666,152.411
Ca_01002,XLOC_008801,4.76052,13.6943,0.0,6.26713,3.09835,5.50586,3.24404,2.32077
Ca_01010,XLOC_007312,4.19567,6.50099,0.0,0.0,6.3447,13.5292,7.6562,9.54482
Ca_01011,XLOC_007313,5.49535,5.16321,0.0,0.0,13.9024,16.4384,1.6365,1.36979
Ca_01015,XLOC_007315,16.9754,20.0422,69.6387,15.9288,22.4676,17.8014,21.0714,22.3454
Ca_01018,XLOC_007318,9.13875,6.11407,0.0,94.7259,4.89773,6.27444,9.60306,21.0775
Ca_01023,XLOC_008811,4.46964,13.9115,30.1604,0.0,14.0168,22.088,0.0,1.78802
Ca_01024,XLOC_008811,4.46964,13.9115,30.1604,0.0,14.0168,22.088,0.0,1.78802
Ca_01026,XLOC_008813,2.58544,3.08297,20.3663,0.0,2.3663,15.5922,9.00112,2.22543
Ca_01036,XLOC_008818,10.8124,19.7414,23.0742,10.8179,12.796,17.6539,9.68622,10.389
Ca_01037,XLOC_007327,0.0,1.03946,0.0,0.0,0.0,1.10115,0.0,0.0
Ca_01041,XLOC_007330,36.422,41.0986,0.0,0.0,60.4133,227.772,0.0,0.0
Ca_01042,XLOC_007330,36.422,41.0986,0.0,0.0,60.4133,227.772,0.0,0.0
Ca_01044,XLOC_008820,8.73008,3.25555,0.0,5.31814,10.4494,5.79902,9.66472,5.27456
Ca_01050,XLOC_008822,10.157,1.52239,13.2839,25.8102,2.24283,3.82383,8.03731,9.74941
Ca_01052,XLOC_008823,6.72162,0.0,0.0,0.0,0.0,3.22083,0.0,0.0
Ca_01053,XLOC_007337,6.03701,0.0,0.0,0.0,4.53465,0.0,0.0,0.0
Ca_01055,XLOC_007338,6.81724,5.16117,0.0,0.0,5.2819,2.41099,0.0,0.0
Ca_01056,XLOC_007339,10.859,8.64711,0.0,29.1727,14.5104,16.8326,0.0,3.84761
Ca_01062,XLOC_007340,146.729,37.3714,187.594,35.9167,111.121,55.4672,117.709,141.675
Ca_01062,XLOC_008829,277.319,49.727,383.968,95.7765,175.525,78.2535,210.044,238.282
Ca_01063,XLOC_008829,277.319,49.727,383.968,95.7765,175.525,78.2535,210.044,238.282
Ca_01068,XLOC_007343,11.958,1.81769,0.0,12.2814,3.08538,3.53254,1.84179,1.25342
Ca_01069,XLOC_007343,11.958,1.81769,0.0,12.2814,3.08538,3.53254,1.84179,1.25342
Ca_01070,XLOC_007344,3.25479,1.35112,0.0,78.0107,1.80588,2.28324,38.2672,87.2765
Ca_01072,XLOC_008833,2.4833,1.162,0.0,0.0,2.57612,1.37935,2.20533,0.0
Ca_01073,XLOC_007347,155.351,274.308,27.2565,388.121,213.217,392.308,60.7795,78.9229
Ca_01084,XLOC_007354,33.1573,45.8587,75.8633,59.8065,56.3498,51.7142,53.4994,53.7668
Ca_01087,XLOC_008839,14.0256,17.4496,56.0957,9.93963,18.1656,20.7636,8.01717,15.2985
Ca_01097,XLOC_008845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01098,XLOC_008846,0.0,1.05665,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01114,XLOC_007371,22.6475,22.8161,49.593,8.95573,23.7387,18.7627,29.8662,32.575
Ca_01116,XLOC_007373,20.9317,4.19031,0.0,0.0,6.98084,9.31851,1.91502,1.77167
Ca_01123,XLOC_007378,0.0,1.1849,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01127,XLOC_007380,32.118,34.4698,15.5439,27.4356,10.7561,47.696,75.3448,111.365
Ca_01130,XLOC_007384,4.75686,10.3325,0.0,0.0,17.9744,73.3037,0.0,0.0
Ca_01131,XLOC_007386,218.929,74.246,20.8516,105.435,98.7699,100.845,79.4038,69.3977
Ca_01138,XLOC_008859,128.658,160.981,0.0,137.451,119.602,140.33,96.2237,117.592
Ca_01140,XLOC_007392,26.1505,10.2506,71.5641,84.1562,28.656,39.6423,100.323,134.281
Ca_01142,XLOC_007393,3.99429,6.66511,19.6783,31.6182,7.24118,8.92099,3.1576,5.8549
Ca_01149,XLOC_008870,110.694,82.4818,115.974,38.6816,132.316,104.443,26.6249,23.6692
Ca_01153,XLOC_008874,18.8728,16.137,98.1944,95.2681,14.3484,22.7778,16.364,19.4693
Ca_01154,XLOC_007394,9.56209,18.73,26.5987,37.668,5.69153,12.2819,4.34633,5.56791
Ca_01159,XLOC_008878,3.31007,4.52014,23.2625,4.55887,3.41936,4.48122,4.93827,4.49377
Ca_01162,XLOC_008881,15.4512,27.0994,29.6406,5.88146,16.7696,13.603,15.315,6.43892
Ca_01165,XLOC_008882,1.36619,7.25398,17.0601,0.0,2.02114,1.26856,1.67079,1.32332
Ca_01180,XLOC_008895,20.6483,5.33833,0.0,44.899,7.19646,14.6953,15.8515,58.7205
Ca_01191,XLOC_008901,14.2406,18.6998,0.0,10.3495,27.6855,28.8101,1.21968,1.64683
Ca_01192,XLOC_008902,174.135,39.7655,31.8573,89.2267,31.4183,53.4624,59.6152,170.557
Ca_01194,XLOC_007405,68.5342,167.735,0.0,0.0,46.3912,83.0828,79.9458,77.4996
Ca_01210,XLOC_007413,7.99227,4.50331,68.1596,29.754,10.0863,19.7452,101.502,152.291
Ca_01212,XLOC_007413,7.99227,4.50331,68.1596,29.754,10.0863,19.7452,101.502,152.291
Ca_01216,XLOC_008918,18.7307,18.6964,41.3814,47.9191,15.1345,22.5555,20.5417,24.9859
Ca_01219,XLOC_008920,16.1435,11.8471,25.6073,4.95966,12.4856,13.4983,10.7675,6.00452
Ca_01224,XLOC_007418,30.2516,34.343,18.4501,17.0516,39.6504,46.1136,2.22771,2.31412
Ca_01227,XLOC_008925,7.92132,9.32095,0.0,4.34944,9.1975,6.68768,7.7969,7.35736
Ca_01230,XLOC_008927,17.3491,10.5077,17.3375,52.5441,16.8036,12.7794,23.6829,39.9649
Ca_01234,XLOC_007422,42.8935,19.2949,87.4289,112.8,8.17501,21.6536,48.8641,235.82
Ca_01237,XLOC_007424,402.067,9.13637,31.1314,62.8065,5.50961,7.2303,36.0264,53.6425
Ca_01238,XLOC_007424,402.067,9.13637,31.1314,62.8065,5.50961,7.2303,36.0264,53.6425
Ca_01241,XLOC_008931,0.0,7.11953,0.0,0.0,2.9556,14.7311,0.0,0.0
Ca_01243,XLOC_008932,8.81914,8.29835,31.9211,5.34133,10.4416,5.2218,0.0,1.11322
Ca_01247,XLOC_007430,7.965,12.8614,0.0,0.0,5.81997,11.8552,1.02792,0.0
