Ca ids,ICC2861_Control,ICC2861_Stress,ICC283_Control,ICC283_Stress
Ca_00233,294.0,286.3333333333333,200.0,193.0
Ca_00235,21.333333333333332,21.333333333333332,25.333333333333332,19.0
Ca_00236,19.333333333333332,21.666666666666668,29.666666666666668,16.666666666666668
Ca_00237,63.333333333333336,64.66666666666667,46.666666666666664,75.0
Ca_00238,49.666666666666664,35.0,23.333333333333332,27.333333333333332
Ca_00239,0.0,0.0,0.0,0.3333333333333333
Ca_00240,286.3333333333333,225.66666666666666,268.6666666666667,312.0
Ca_00241,195.33333333333334,173.0,141.66666666666666,182.33333333333334
Ca_00242,195.33333333333334,173.0,141.66666666666666,182.33333333333334
Ca_00243,738.6666666666666,578.6666666666666,755.3333333333334,778.3333333333334
Ca_00244,282.3333333333333,190.66666666666666,185.33333333333334,183.33333333333334
Ca_00245,0.0,0.0,5.333333333333333,0.3333333333333333
Ca_00246,251.33333333333334,209.33333333333334,192.0,244.66666666666666
Ca_00247,3.0,3.6666666666666665,2.6666666666666665,3.3333333333333335
Ca_00248,583.6666666666666,564.0,544.0,681.3333333333334
Ca_00249,22.0,15.666666666666666,20.666666666666668,20.666666666666668
Ca_00250,520.6666666666666,527.3333333333334,470.0,679.6666666666666
Ca_00251,1223.3333333333333,1091.3333333333333,421.6666666666667,866.3333333333334
Ca_00252,114.33333333333333,74.33333333333333,145.0,60.666666666666664
Ca_00253,298.0,155.0,190.66666666666666,199.0
Ca_00254,234.0,202.33333333333334,202.0,207.0
Ca_00255,126.33333333333333,94.33333333333333,40.666666666666664,80.0
Ca_00256,124.33333333333333,114.0,77.0,89.66666666666667
Ca_00257,6.666666666666667,5.666666666666667,6.333333333333333,4.333333333333333
Ca_00258,202.66666666666666,133.66666666666666,105.66666666666667,102.66666666666667
Ca_00259,124.33333333333333,114.0,77.0,89.66666666666667
Ca_00260,213.66666666666666,124.33333333333333,73.33333333333333,68.66666666666667
Ca_00261,0.3333333333333333,0.3333333333333333,12.0,13.0
Ca_00262,124.33333333333333,114.0,77.0,89.66666666666667
Ca_00263,87.33333333333333,57.333333333333336,110.66666666666667,121.33333333333333
Ca_00264,87.33333333333333,57.333333333333336,110.66666666666667,121.33333333333333
Ca_00265,208.0,191.33333333333334,187.0,204.66666666666666
Ca_00266,65.33333333333333,54.0,67.33333333333333,37.666666666666664
Ca_00267,258.0,196.66666666666666,159.66666666666666,189.0
Ca_00268,235.66666666666666,162.0,100.33333333333333,115.66666666666667
Ca_00269,0.0,0.0,0.0,0.0
Ca_00270,88.33333333333333,71.66666666666667,49.0,47.666666666666664
Ca_00271,0.3333333333333333,0.0,0.0,0.0
Ca_00273,383.3333333333333,365.0,291.0,271.0
Ca_00274,600.3333333333334,457.0,427.3333333333333,507.0
Ca_00275,0.0,0.3333333333333333,0.0,0.0
Ca_00276,438.0,316.6666666666667,511.3333333333333,292.0
Ca_00277,0.0,0.3333333333333333,1.0,1.0
Ca_00278,7.666666666666667,5.0,17.333333333333332,15.666666666666666
Ca_00279,329.0,303.6666666666667,177.66666666666666,307.6666666666667
Ca_00280,129.33333333333334,107.33333333333333,147.33333333333334,79.66666666666667
Ca_00281,51.666666666666664,72.0,59.333333333333336,109.0
Ca_00282,11.666666666666666,6.0,26.666666666666668,26.333333333333332
Ca_00283,375.6666666666667,300.0,168.66666666666666,231.33333333333334
Ca_00284,375.6666666666667,300.0,168.66666666666666,231.33333333333334
Ca_00285,386.0,341.0,249.33333333333334,315.3333333333333
Ca_00286,983.3333333333334,1002.6666666666666,757.0,960.6666666666666
Ca_00287,136.0,79.33333333333333,108.0,112.33333333333333
Ca_00288,103.66666666666667,90.0,136.33333333333334,201.66666666666666
Ca_00289,9.0,6.333333333333333,10.0,11.0
Ca_00290,571.6666666666666,486.0,468.0,637.6666666666666
Ca_00291,64.33333333333333,81.0,24.333333333333332,23.333333333333332
