Gene_identifier,Root-Control,Root-SS,Shoot-Control,Shoot-SS
Ca_00518,36.0642,44.0047,30.1692,43.9642
Ca_00519,30.835,20.6052,24.6197,24.0955
Ca_00520,5.16166,3.09663,3.34367,3.31676
Ca_00521,0.0,0.0,0.0,0.0
Ca_00522,97.3189,57.4633,24.5987,22.3955
Ca_00523,3.20549,4.52886,5.46228,3.10137
Ca_00524,47.7451,45.6426,41.7705,41.6646
Ca_00525,13.5416,30.1739,4.01335,5.6582
Ca_00526,95.03,103.946,116.093,138.976
Ca_00527,95.03,103.946,116.093,138.976
Ca_00528,0.0825645,0.0637255,0.0,0.0655531
Ca_00529,0.967436,4.83796,0.0340535,0.173296
Ca_00530,0.156096,0.0793252,0.0,0.0
Ca_00531,0.0,0.0,0.0479091,0.144671
Ca_00532,136.349,73.5453,112.779,109.412
Ca_00533,2.15316,8.0267,4.11014,6.06343
Ca_00534,56.3033,22.8096,5.25991,31.1001
Ca_00535,36.8382,29.2616,51.0369,50.4544
Ca_00536,0.480515,0.783571,1.74422,0.47262
Ca_00537,1.61647,2.29107,3.48632,1.91802
Ca_00538,15.5943,18.7284,14.8492,14.6691
Ca_00539,27.13,38.0527,13.37,15.2502
Ca_00540,12.2986,13.746,29.6005,14.8344
Ca_00541,3.66849,5.01957,18.5742,6.45497
Ca_00542,64.3997,50.7997,112.276,59.8182
Ca_00543,5.5758,12.8875,6.49939,13.3375
Ca_00544,13.3439,22.5996,10.2655,9.47554
Ca_00545,4.69121,11.6784,23.8361,37.3965
Ca_00546,38.2389,41.9578,34.1526,45.6009
Ca_00547,2.00734,1.32162,1.47027,1.14031
Ca_00548,120.533,63.5001,69.987,67.4901
Ca_00549,30.2966,38.754,18.7838,23.8584
Ca_00550,9.78366,11.2469,14.9538,8.26271
Ca_00551,0.0,0.0,0.0,0.0
Ca_00552,13.099,26.3756,9.71143,17.2208
Ca_00553,3.64781,8.75377,5.88543,8.90804
Ca_00554,10.7422,21.9978,5.70279,9.68741
Ca_00555,589.357,114.553,0.190646,0.580686
Ca_00556,0.0,0.0,0.0321619,0.0
Ca_00557,0.363463,0.139785,0.323963,0.0
Ca_00558,2.1261,1.93104,2.11372,1.49337
Ca_00559,41.0515,25.8379,38.2101,22.7512
Ca_00560,1.67789,0.989016,1.45552,1.16473
Ca_00561,15.2964,24.7476,34.6566,30.6099
Ca_00562,46.0388,40.6377,18.6192,18.0978
Ca_00563,17.9597,19.0717,8.39609,6.76845
Ca_00564,8.1418,18.0541,8.19312,5.23826
Ca_00565,11.193,24.8562,10.6172,16.1327
Ca_00566,264.22,175.11,383.965,237.165
Ca_00567,99.5524,41.6861,29.866,35.9486
Ca_00568,61.2394,37.0343,38.3203,42.2134
Ca_00569,3.57247,26.0006,0.278043,0.603026
Ca_00570,0.0,0.0,0.0,0.0
Ca_00571,5.55771,1.48241,0.113965,0.143123
Ca_00572,36.0953,44.0335,45.6243,76.2217
Ca_00573,41.6465,42.5585,51.7265,60.4139
Ca_00574,21.9919,18.3827,20.458,25.9749
Ca_00575,0.141359,0.890726,0.48779,1.97929
Ca_00576,0.0,0.101608,0.10207,0.61221
Ca_00577,7.18518,9.67383,7.16159,7.19183
Ca_00578,0.0,0.0,0.0,0.0
Ca_00579,8.8804,20.4007,9.17715,12.9675
Ca_00580,11.8426,12.2416,20.4581,27.1915
Ca_00581,0.448108,1.10575,9.81719,12.3524
Ca_00582,2.64014,6.71564,1.79809,2.97068
Ca_00583,10.4864,17.0176,3.04471,13.3557
Ca_00584,5.94387,8.48807,8.59152,9.77721
Ca_00585,13.7145,12.8972,6.84439,7.95783
Ca_00586,0.227352,0.395043,0.0,0.0
Ca_00587,8.23811,15.8358,9.86728,12.6505
Ca_00588,2.49176,1.86265,4.39898,2.63112
Ca_00589,3.01513,72.1798,0.190741,0.804038
Ca_00590,0.0200318,0.0159031,0.0317789,0.394293
Ca_00591,0.931789,2.09248,54.6178,66.2058
Ca_00592,9.84607,15.4881,13.6519,15.1633
Ca_00593,241.464,163.376,286.597,275.566
Ca_00594,34.0277,47.9872,11.8377,6.76375
Ca_00595,5.98031,12.9519,8.72604,11.2156
Ca_00596,0.222719,5.31878,0.294621,0.130541
Ca_00597,0.0,6.68823,0.0829802,0.340544
Ca_00598,7.65044,6.28122,5.90448,4.32726
Ca_00599,14.6195,32.4926,18.9005,21.4944
Ca_00600,28.2198,133.244,8.56583,6.46478
Ca_00601,20.6186,15.0944,30.4968,30.8682
Ca_00602,99.2231,71.8987,40.8416,47.5369
Ca_00603,1.73252,1.39807,2.42818,1.68756
Ca_00604,12.1496,5.10508,22.0076,13.4233
Ca_00605,7.08137,1.34867,2.61397,0.817934
Ca_00606,5.35039,7.38434,10.6755,6.73803
Ca_00607,0.0,0.0,0.104054,0.0
Ca_00608,46.1578,32.0237,40.8944,48.9266
Ca_00609,0.418196,0.525486,0.520434,0.695735
Ca_00610,11.6178,17.5785,11.1225,11.3698
Ca_00611,4.60633,5.55567,1.62656,1.76507
Ca_00612,6.51947,3.35379,8.41926,5.11724
Ca_00613,14.6123,16.8543,19.5102,21.7612
Ca_00614,386.731,120.077,107.87,224.124
Ca_00615,0.0,0.0,0.0,0.0
Ca_00616,17.626,17.0576,20.8024,12.2469
Ca_00617,0.0,0.0,0.0,0.0
Ca_00618,0.128287,0.0,0.0977665,0.0992165
Ca_00619,68.0955,75.8218,71.2427,88.9972
Ca_00620,41.9667,31.7039,12.883,21.4384
Ca_00621,30.4184,92.5877,21.0359,48.793
Ca_00622,32.5495,23.8707,41.2215,39.3254
Ca_00623,32.5495,23.8707,41.2215,39.3254
Ca_00624,16.2353,16.6806,16.8753,17.827
Ca_00625,0.196916,0.201359,0.396051,0.553225
Ca_00626,253.713,109.052,271.255,178.312
Ca_00627,90.9482,105.663,8.78307,20.1977
Ca_00628,9.18542,3.32254,6.57679,3.59151
Ca_00629,7.75254,12.7143,11.7042,7.31215
Ca_00630,47.9197,47.6939,5.82375,10.2599
Ca_00631,2.83789,5.35376,0.0681826,0.0
Ca_00632,20.208,34.9118,18.2755,18.667
Ca_00633,109.343,39.1123,105.086,139.328
Ca_00634,3.24088,12.442,5.34976,100.97
Ca_00635,13.4179,19.3156,17.043,18.9409
Ca_00636,6.55738,3.43119,7.39923,5.04755
Ca_00637,21.0675,44.9301,21.8667,33.213
Ca_00638,41.9243,28.5643,45.6615,35.9486
Ca_00639,0.282901,0.837277,3.73065,4.83249
Ca_00640,16.0782,17.2533,16.1548,14.2478
Ca_00641,9.11887,8.20012,4.09853,6.26339
Ca_00642,32.0354,88.631,11.1177,29.8613
Ca_00643,6.15946,15.6641,16.8775,52.1842
Ca_00644,1235.25,215.654,0.0,0.111961
Ca_00645,388.678,324.382,61.6773,155.368
Ca_00646,2.56505,2.42795,1.17742,0.516015
Ca_00647,13.996,8.58785,577.629,425.3
Ca_00648,15.2546,16.8886,15.0288,20.218
Ca_00649,86.7873,33.2245,90.881,66.5156
Ca_00650,7.13014,9.03469,18.0336,16.8496
Ca_00651,0.966655,0.721796,0.369491,0.236143
Ca_00652,23.5556,20.6815,28.1323,30.1165
Ca_00653,73.8294,394.61,14.4619,180.044
Ca_00654,77.4364,52.9265,34.128,36.0346
Ca_00655,114.098,106.3,32.1178,43.7873
Ca_00656,51.1991,50.1298,36.052,52.122
Ca_00657,2.27128,1.10529,2.59551,1.46477
Ca_00658,5.60412,32.4534,2.87751,3.81098
Ca_00659,0.0322319,0.282172,0.464534,0.818817
Ca_00659,1.46558,4.05667,1.10166,1.24964
Ca_00660,1.08442,2.14471,1.38647,1.46018
Ca_00661,0.490206,1.83843,1.5749,1.3109
Ca_00662,90.2432,60.5747,39.8787,20.484
Ca_00663,13.0876,14.9652,10.5269,10.502
Ca_00664,5.01025,8.82031,14.9263,10.4255
Ca_00665,32.7934,69.0482,8.49715,10.7519
Ca_00666,0.390368,0.0,0.0,0.14639
Ca_00667,1.02195,0.517596,0.0,2.34701
Ca_00668,0.0,0.425973,0.482941,0.0967886
Ca_00669,111.453,29.3524,30.8996,25.1295
Ca_00670,17.0604,20.8729,8.92608,10.3911
Ca_00671,20.7752,22.7984,14.1076,14.1393
Ca_00672,128.829,68.7618,19.0936,23.3603
Ca_00673,0.0,0.0,0.718616,0.351998
Ca_00674,1.76432,1.12335,1.75518,1.41253
Ca_00675,56.5966,141.131,14.5985,21.5206
Ca_00676,20.2394,20.4684,25.4487,32.2996
Ca_00677,20.2394,20.4684,25.4487,32.2996
Ca_00678,3.79945,2.72348,4.71007,3.06332
Ca_00679,3.60507,3.60327,4.87476,4.80185
Ca_00680,6.00219,7.12483,22.2098,14.8543
Ca_00681,2.31049,1.37988,55.2732,34.1046
Ca_00682,4.54585,7.66141,16.6633,16.0396
Ca_00683,29.0906,36.6848,10.7306,16.414
Ca_00684,8.20931,8.74509,89.3572,38.6002
Ca_00685,11.5948,6.89511,11.8055,10.8696
Ca_00686,9.79975,5.18996,6.04354,7.03815
Ca_00687,0.145258,0.451064,0.172188,2.30579
Ca_00688,0.485449,0.182699,0.0,0.0
Ca_00689,2.02743,3.52535,11.2743,7.96157
Ca_00690,91.3116,71.769,95.2163,66.8406
Ca_00691,3.39688,4.86185,2.31903,2.64141
Ca_00692,0.186288,0.246321,0.348139,0.144976
Ca_00693,24.5973,24.7916,48.6476,73.6711
Ca_00694,58.8798,37.3901,67.8901,34.6424
Ca_00695,10.0512,14.9901,18.6882,21.875
Ca_00696,15.0332,17.012,23.0599,19.6151
Ca_00697,15.0332,17.012,23.0599,19.6151
Ca_00698,0.0,0.0,0.0,0.0
Ca_00699,32.1408,28.6496,59.3677,86.443
Ca_00700,205.362,121.01,121.136,139.75
Ca_00701,0.131028,0.0988305,0.101184,0.152936
Ca_00702,96.8167,72.0266,76.6786,87.0747
Ca_00703,15.2227,14.6217,22.3798,16.2708
Ca_00704,185.261,98.4991,15.0438,18.9763
Ca_00705,30.8851,25.7258,18.1829,17.7744
Ca_00706,4.38791,8.86718,10.5021,5.81715
Ca_00707,8.49612,171.37,0.331345,0.327983
Ca_00708,0.140215,0.0240039,0.0563557,0.0319486
Ca_00709,4.82707,4.91586,8.16778,5.38113
Ca_00710,4.82707,4.91586,8.16778,5.38113
Ca_00711,0.0,0.115442,0.0,0.0295049
Ca_00712,0.0,0.0,0.0,0.0
Ca_00713,50.7184,43.6874,47.8838,65.194
Ca_00714,12.1309,27.881,11.9105,9.07749
Ca_00715,7.86836,6.55208,15.3275,12.2068
Ca_00716,20.0154,15.2736,11.7475,13.7422
Ca_00717,0.0890546,0.199522,0.40924,0.0693813
Ca_00718,5.76248,3.63545,8.37252,3.91132
Ca_00719,2.44267,1.32249,2.38491,1.65029
Ca_00720,149.129,170.37,42.6701,45.8627
Ca_00721,1.01292,12.2415,0.0,0.0
Ca_00722,4.50825,12.7148,6.47617,13.5221
Ca_00723,14.6508,228.794,0.0,0.0346877
Ca_00724,10.7923,6.0691,6.16291,3.75222
Ca_00725,3.84901,11.6547,4.39004,2.81316
Ca_00726,5.42506,2.79865,13.4206,6.71845
Ca_00727,10.4831,8.8663,0.386952,0.617484
Ca_00728,31.5685,25.808,17.9456,16.519
Ca_00729,35.3713,31.797,58.8922,74.0657
Ca_00730,0.120463,1.02283,0.0463354,0.347026
Ca_00731,1.98485,2.72777,0.095726,0.781238
Ca_00732,0.370458,0.903296,0.445805,2.44604
Ca_00733,0.164453,0.898294,0.0319643,0.161395
Ca_00734,17.7604,75.6361,0.661389,1.16184
Ca_00735,49.4621,136.784,3.14356,3.32685
Ca_00736,45.4025,35.7461,24.5587,28.2334
Ca_00737,2.31467,2.36951,5.25822,2.12833
Ca_00738,6.06863,10.5633,4.35306,5.33753
Ca_00739,2.00088,2.2881,0.903841,0.470971
Ca_00740,10.8569,5.11858,11.9628,8.30207
Ca_00741,3.61142,1.26501,37.6857,34.0861
Ca_00742,14.7331,17.1343,17.5313,15.7398
Ca_00743,32.2216,91.3651,13.1576,16.9192
Ca_00744,18.8127,14.8561,14.2357,12.7006
Ca_00745,0.193649,127.778,0.621915,4.92664
Ca_00746,12.8377,14.3963,110.24,149.229
Ca_00747,304.982,206.436,334.409,195.741
Ca_00748,15.3646,22.9626,19.4006,13.4305
Ca_00749,4.82926,4.41088,5.52321,4.60479
Ca_00750,111.855,84.6129,71.0568,81.9449
Ca_00751,3.29937,2.3359,15.581,5.84979
Ca_00752,5.8197,0.109597,0.0,0.0
Ca_00753,21.7404,24.3978,139.534,96.3926
Ca_00754,1.51292,5.4791,0.899631,0.575876
Ca_00755,10.2666,4.32814,14.0388,11.5167
Ca_00756,8.96172,12.3847,18.7237,16.2131
Ca_00757,100.231,21.5371,45.1777,42.5401
Ca_00758,1.95919,0.321572,4.34372,4.2512
Ca_00759,0.0171858,0.0507344,0.171,0.195202
Ca_00760,13.5008,20.6894,73.9044,81.2346
Ca_00761,168.536,193.28,45.887,42.6448
Ca_00762,224.57,161.42,210.723,124.166
Ca_00763,11.2717,23.1165,12.1606,14.1341
Ca_00764,0.0,0.0,0.0,0.253701
Ca_00765,3.71394,7.3199,4.17811,4.40921
Ca_00766,4.08267,6.34286,4.6388,4.60525
Ca_00767,50.528,77.7199,52.5042,66.0799
Ca_00768,2.55235,3.13648,7.04942,3.05097
Ca_00769,2.14624,0.196318,0.21731,0.178306
Ca_00770,0.750979,0.729365,1.39904,0.578767
Ca_00771,0.567971,0.711564,7.43674,5.22668
Ca_00772,7.36981,11.8929,7.50669,8.16539
Ca_00773,9.32287,4.93486,5.39274,3.57231
Ca_00774,0.0,0.0,0.0,0.0
Ca_00775,0.0,0.0,0.0320681,0.0
Ca_00776,10.8847,14.9393,10.6431,12.8157
Ca_00777,27.1909,48.0183,1.57544,1.42844
Ca_00778,2.03689,1.19123,9.25584,5.61553
Ca_00779,30.9934,48.0971,21.1966,36.1277
Ca_00780,4.89049,2.59052,11.3634,10.9846
Ca_00781,9.24198,83.0004,1.3931,1.28428
Ca_00782,8.72981,11.6009,14.7947,9.35659
Ca_00783,60.9229,72.6571,39.4958,68.8093
Ca_00784,60.9229,72.6571,39.4958,68.8093
Ca_00785,12.9046,10.7703,0.0,0.0
Ca_00786,1.45517,0.12665,0.328862,0.152588
Ca_00787,0.0,0.0,56.1762,29.9873
Ca_00788,2.69951,3.23365,3.25064,4.5473
Ca_00789,0.327259,0.125897,0.0,0.0
Ca_00790,256.253,150.075,284.7,202.803
Ca_00791,24.3723,14.552,32.6849,20.9471
Ca_00792,0.065641,0.0257573,4.36218,6.60889
Ca_00793,3.75067,3.5499,16.1898,11.211
Ca_00794,36.7155,26.8283,18.2986,33.2629
Ca_00795,46.8308,179.62,49.5213,34.7865
Ca_00796,431.274,310.712,494.409,361.218
Ca_00797,3.0075,0.135591,4.87461,4.51993
Ca_00798,5.68027,37.9329,8.53615,18.3281
Ca_00799,69.526,42.1808,1.66536,3.97359
Ca_00800,0.195163,0.0371743,0.0,0.0
Ca_00801,0.0,0.0712736,0.0,0.0
Ca_00802,4.49148,7.5203,2.57963,1.16106
Ca_00803,0.406082,2.73587,0.0767107,0.0
Ca_00804,0.197298,1.71825,1.21072,0.615436
Ca_00805,2.94929,76.9973,2.03423,2.35594
Ca_00806,3.85202,1.94323,0.839591,0.928789
Ca_00807,43.0219,17.0578,18.0546,4.38121
Ca_00808,34.4267,17.2383,25.4342,16.0229
Ca_00809,8.81216,2.55947,29.8158,23.0539
Ca_00810,0.421097,0.719023,0.878691,0.729392
Ca_00811,10.8614,21.2396,14.4289,17.1357
Ca_00812,2.29758,7.10992,8.59848,3.87393
Ca_00813,0.808197,0.983267,2.28611,2.98817
Ca_00814,71.1595,94.005,27.8734,69.1295
Ca_00815,4.43115,8.15218,10.4373,11.0143
Ca_00816,0.0634394,0.198012,0.420479,0.124116
Ca_00817,0.0471801,0.0,37.6663,20.3656
Ca_00818,4.08888,12.4504,8.03695,13.7146
Ca_00819,5.80584,9.7342,5.70259,5.71236
Ca_00820,95.9824,73.4899,62.7334,76.2983
Ca_00821,20.6963,56.915,11.7298,14.8523
Ca_00822,8.80704,5.61902,29.9143,13.6221
Ca_00823,14.168,21.8618,11.4675,17.9561
Ca_00824,22.8254,17.3193,15.0233,12.7368
Ca_00825,2.53152,9.53188,0.541265,0.199967
Ca_00826,15.3736,15.5932,0.906948,0.863442
Ca_00827,7.97252,18.8844,8.92927,6.15371
Ca_00828,14.5481,35.2174,15.6967,13.1659
Ca_00829,0.126179,0.0,0.0,0.0
Ca_00830,5.0151,10.5076,9.60055,4.08271
Ca_00831,0.857207,0.767829,1.64725,0.497208
Ca_00832,0.652649,1.9947,0.459478,0.253105
Ca_00833,1.435,4.1446,8.37012,6.99641
Ca_00834,1.435,4.1446,8.37012,6.99641
Ca_00835,9.9514,16.2688,7.84937,7.59576
Ca_00836,5.71003,0.69953,7.95687,6.94276
Ca_00837,0.0,0.0789386,0.317568,0.0824777
Ca_00838,161.369,34.0447,7.63234,6.41326
Ca_00839,385.217,23.2149,13.7517,7.93617
Ca_00840,25.5605,17.031,46.553,46.8358
Ca_00841,112.318,253.822,50.2645,96.837
Ca_00842,20.1374,21.2975,20.2974,21.8068
Ca_00843,4.90795,5.1061,7.46191,8.24235
Ca_00844,29.9189,149.878,4.19115,6.68428
Ca_00845,0.783796,3.53172,0.742079,0.564664
Ca_00846,3.99513,4.90487,3.8367,10.9094
Ca_00847,26.184,32.7208,22.5801,23.8692
Ca_00848,30.0803,22.197,15.534,19.6068
Ca_00849,21.9201,16.4557,56.0244,50.6986
Ca_00850,0.0,0.0,0.485933,0.268614
Ca_00851,0.0,0.0,2.34026,0.543529
Ca_00852,22.6256,28.0255,11.5421,30.3429
Ca_00853,0.0819146,0.88825,1.25495,1.21145
Ca_00854,26.3665,55.6421,16.6711,66.1944
Ca_00855,3.9262,2.94001,212.06,289.752
Ca_00856,8.10199,4.78658,4.61274,5.92424
Ca_00857,0.0,0.0,2.96236,3.00215
Ca_00858,0.0,0.0,0.0,0.0
Ca_00859,0.59809,1.14446,0.191867,0.174299
Ca_00860,11.8059,43.9944,2.58777,7.45685
Ca_00861,72.7233,80.42,42.2388,62.7721
Ca_00862,0.287989,0.302277,1.57245,0.847891
Ca_00863,3.30162,0.671775,7.96314,2.4093
Ca_00864,33.7818,32.8733,22.6907,25.0676
Ca_00865,5.04076,3.90814,11.0426,7.40748
Ca_00866,23.5941,22.5157,30.0754,21.1511
Ca_00867,83.6463,249.954,17.0287,35.643
Ca_00868,9.95962,12.221,11.7038,7.98288
Ca_00869,79.7942,111.939,23.9471,47.062
Ca_00870,28.1125,20.1142,33.4343,15.8171
Ca_00871,0.0638652,0.0581268,0.101671,0.116238
Ca_00872,46.4823,43.5284,23.63,29.2175
Ca_00873,18.7601,15.557,51.9344,14.1873
Ca_00874,15.5842,10.5117,25.1183,29.3339
Ca_00875,0.0,0.0,0.0,0.0
Ca_00876,13.7775,14.2359,13.7176,8.73124
Ca_00877,13.7775,14.2359,13.7176,8.73124
Ca_00878,30.4623,35.0755,28.2029,40.3046
Ca_00879,1.88008,6.9517,2.49247,2.59923
Ca_00880,12.1489,4.95365,0.982896,0.612658
Ca_00881,29.9687,62.6322,21.8593,35.9779
Ca_00882,29.9687,62.6322,21.8593,35.9779
Ca_00883,146.166,96.9925,32.5433,30.1549
Ca_00884,0.505775,1.63345,2.89145,2.14523
Ca_00885,1.06673,1.62413,0.571545,1.16188
Ca_00886,39.325,34.5173,32.4932,28.9748
Ca_00887,7.0743,9.62789,8.57184,9.90208
Ca_00888,8.0327,3.24094,17.1805,13.6031
Ca_00889,0.0687696,0.527583,0.211176,0.555513
Ca_00890,18.8935,27.8852,80.9102,103.712
Ca_00891,18.8935,27.8852,80.9102,103.712
Ca_00892,0.064865,0.0,0.101918,0.255999
Ca_00893,0.0267601,0.130249,3.39146,3.29752
Ca_00894,4.44182,13.4995,1.05623,0.991354
Ca_00895,312.117,189.888,153.466,161.654
Ca_00896,312.117,189.888,153.466,161.654
Ca_00897,0.0769894,0.117811,0.296118,4.28193
Ca_00898,5.09439,4.60226,4.89668,4.13409
Ca_00899,106.553,35.5526,14.0403,21.7177
Ca_00900,8.13215,11.8941,1.32976,2.23884
Ca_00901,0.0,0.0,0.0,0.0
Ca_00902,0.0,0.0,0.0,0.0
Ca_00903,0.0,0.0,0.0,0.0
Ca_00904,68.2238,45.8299,60.6927,60.497
Ca_00905,9.41346,15.9999,8.76936,51.2576
Ca_00906,7.63883,10.7632,6.6405,9.73603
Ca_00907,15.9529,27.5529,18.9365,23.4301
Ca_00908,13.8285,19.7847,24.2008,19.0487
Ca_00909,43.2468,55.5932,52.858,57.5288
Ca_00910,2.28048,0.882027,7.85748,5.31764
Ca_00911,21.2949,17.945,42.2522,29.8875
Ca_00912,7.44069,16.2961,9.16085,18.0354
Ca_00913,1.58918,1.57433,2.29485,1.2872
Ca_00914,11.419,21.5973,11.9185,22.2397
Ca_00915,20.2318,29.1654,14.4854,23.0409
Ca_00916,1.39386,12.0619,24.7965,31.3485
Ca_00917,6.94422,6.92194,12.554,11.6732
Ca_00918,6.08418,7.99715,8.91595,6.80444
Ca_00919,0.540453,0.492741,0.293075,0.800288
Ca_00920,9.06184,25.6685,5.85869,15.5387
Ca_00921,9.06184,25.6685,5.85869,15.5387
Ca_00922,0.0,0.0,0.0,0.0
Ca_00923,3.97758,4.13568,6.39837,4.76702
Ca_00924,7.08168,2.18297,8.7088,7.39412
Ca_00925,0.0,0.0969929,0.0,0.0
Ca_00926,13.7631,9.33702,2.78678,3.39712
Ca_00927,8.1413,7.25396,9.65228,10.0793
Ca_00928,1.87608,2.27762,73.3721,65.8202
Ca_00929,12.7525,36.6759,16.3553,32.3421
Ca_00930,8.30119,11.9245,18.7713,18.4964
Ca_00931,0.820492,1.39727,2.68924,4.01377
Ca_00932,36.4442,43.1655,60.5681,58.6575
Ca_00933,26.7538,26.4121,20.8245,26.9177
Ca_00934,0.0,1.39268,0.100787,0.0
Ca_00935,140.873,230.069,272.662,116.691
Ca_00936,3.41965,5.33957,3.64473,3.99243
Ca_00937,0.250129,2.80589,0.935484,1.97115
Ca_00938,12.5379,1.91148,4.1625,1.4778
Ca_00939,0.0,0.0,6.66564,2.76681
Ca_00940,0.867562,0.618938,0.368644,0.279041
Ca_00941,0.573146,0.262423,19.0828,29.8177
Ca_00942,267.125,179.437,383.601,211.198
Ca_00943,0.0,0.0,0.0,0.0
Ca_00944,0.0,0.0,0.0,0.0
Ca_00945,0.0,0.0,0.0,0.0
Ca_00946,0.0,0.0,0.0,0.0
Ca_00947,0.0,0.0,0.0,0.0
Ca_00948,0.0,0.0,0.0,0.0
Ca_00949,0.0,0.0,0.0,0.0
Ca_00950,0.0,0.0,0.0,0.0
Ca_00951,0.0,0.0,0.0,0.0
Ca_00952,0.0,0.0,0.0,0.0
Ca_00953,0.0,0.0,0.0,0.0
Ca_00954,0.0,0.0,0.0,0.0
Ca_00955,0.0,0.0,0.0,0.0
Ca_00956,0.0,0.0,0.0,0.0
Ca_00957,0.0,0.0,0.0,0.0
Ca_00958,0.0,0.0,0.0,0.0
Ca_00959,0.0,0.27019,4.53529,7.53195
Ca_00960,0.0,0.0266996,0.325485,0.244757
Ca_00961,11.36,24.0617,13.3454,17.199
Ca_00962,0.0,0.0,0.0,0.0
Ca_00963,0.0,3.43692,0.137152,0.842935
Ca_00964,25.291,39.649,15.1001,14.9786
Ca_00965,26.3346,360.675,14.2789,20.5765
Ca_00966,276.891,259.204,452.553,412.017
Ca_00967,276.891,259.204,452.553,412.017
Ca_00968,0.0,0.0,0.0,0.0
Ca_00969,11.4492,8.40725,1189.36,1486.53
Ca_00970,1.50748,0.414401,1.62887,1.95115
Ca_00971,0.0983222,0.14891,0.0766796,0.0773536
Ca_00972,44.9475,46.3268,91.0987,77.6583
Ca_00973,58.1743,64.0908,45.611,37.3829
Ca_00974,34.7901,29.2024,23.7056,21.5171
Ca_00975,47.2985,27.1158,55.5714,37.7598
Ca_00976,169.463,39.7032,260.454,117.146
Ca_00977,0.897635,0.248392,5.11661,4.9624
Ca_00978,18.7886,25.1623,43.5394,61.4299
Ca_00979,1.81792,10.4718,0.91588,1.12053
Ca_00980,5.23298,5.12262,5.87805,7.43254
Ca_00981,16.4548,15.3125,11.7797,15.0023
Ca_00982,0.305507,0.437814,2.56039,2.66339
Ca_00983,1.63701,1.65603,3.13122,6.22072
Ca_00984,17.2861,10.5673,7.4288,8.87049
Ca_00985,1.67111,3.53389,4.08735,2.27149
Ca_00986,4.70292,4.30843,3.73229,3.10107
Ca_00987,12.0451,4.29248,5.41659,6.62699
Ca_00988,8.86699,2.68345,12.7364,6.93422
Ca_00989,6.15469,3.30527,6.77668,7.77537
Ca_00990,5.97672,2.09319,2.50705,4.04163
Ca_00991,47.9959,56.6469,87.8581,91.02
Ca_00992,24.7469,29.9615,17.2157,18.8158
Ca_00993,55.6039,254.009,21.0969,31.6195
Ca_00994,8.81823,13.9605,7.78866,8.22268
Ca_00995,16.4706,21.7633,29.06,28.3659
Ca_00996,10.7571,10.7528,21.093,37.4522
Ca_00997,30.9361,27.0221,101.041,140.599
Ca_00998,32.0583,16.5792,38.7007,27.1967
Ca_00999,4.92276,8.80548,24.5774,11.3444
Ca_01000,10.6887,2.91534,16.856,5.56859
Ca_01001,443.068,1328.55,194.725,199.059
Ca_01002,2.80521,3.70686,11.1685,5.40868
Ca_01003,2.19211,1.38289,9.94611,7.94984
Ca_01004,4.52673,3.0115,5.4377,8.92749
Ca_01005,8.73514,9.51061,11.6092,17.5862
Ca_01006,0.0244344,0.154107,0.485093,0.502849
Ca_01007,0.0,0.0,0.0,0.0
Ca_01008,6.17502,4.82411,6.70019,6.428
Ca_01009,0.286378,0.261299,0.572026,0.129209
Ca_01010,43.3155,26.6639,55.8794,24.85
Ca_01011,80.3106,59.9374,65.5078,66.4548
Ca_01012,24.8473,34.8825,8.95909,5.08362
Ca_01013,74.5084,30.7754,65.8337,58.3233
Ca_01014,12.875,17.6754,12.32,10.7874
Ca_01015,0.0537458,0.041355,3.04205,1.86922
Ca_01016,0.234657,2.31844,0.271451,1.01294
Ca_01017,5.4466,76.6403,37.2775,91.1987
Ca_01018,0.0,0.0,0.0,0.0
Ca_01019,2.03174,1.52857,1.29875,1.39667
Ca_01020,4.87003,5.04597,6.98437,5.33163
Ca_01021,17.9303,7.80895,50.2307,46.4431
Ca_01022,0.355386,0.278372,1.55131,2.3407
Ca_01022,7.64608,4.71375,45.1872,37.6717
Ca_01023,7.64608,4.71375,45.1872,37.6717
Ca_01024,41.9302,43.0976,57.331,44.6373
Ca_01025,0.0,0.0,0.0,0.0
Ca_01026,0.0,0.0,0.0,0.0
Ca_01027,0.0,0.0,0.0,0.0
Ca_01028,234.736,169.221,219.258,212.208
Ca_01029,113.553,63.0224,69.0929,77.635
Ca_01030,4.27867,4.86354,17.6844,6.22948
Ca_01031,0.0,0.0,0.0,0.0
Ca_01032,23.5252,17.3885,20.3507,23.9589
Ca_01033,17.3673,12.4757,14.8119,20.3334
Ca_01034,0.673767,1.18872,0.342196,0.172217
Ca_01035,9.01448,6.83417,13.9492,11.8789
Ca_01036,1.47704,9.22287,4.67989,22.5646
Ca_01037,16.4223,11.0141,11.2061,8.06613
Ca_01038,19.4372,12.8399,111.664,96.5062
Ca_01039,34.9957,28.6009,43.1819,42.7092
Ca_01040,0.367644,1.25065,0.0,0.632161
Ca_01041,62.49,42.6298,55.2345,39.8358
Ca_01042,49.2043,41.5229,36.4331,50.0741
Ca_01043,174.372,131.258,192.708,188.669
Ca_01044,10.6141,6.69138,32.7898,32.0586
Ca_01045,10.3554,15.0864,3.12861,3.09888
Ca_01046,0.222089,0.0564774,2.70679,1.16713
Ca_01047,20.2232,9.13013,8.79856,8.09006
