Test-id,Gene,FPKM-SS-C,FPKM-SS-S,FPKM-ST-C,FPKM-ST-S
XLOC_000356,Ca_00407,4.09353,3.56332,3.53716,4.02395
XLOC_000357,Ca_00408,7.65661,8.38236,7.82491,9.02221
XLOC_001940,Ca_00409,0.0,0.0,3.4911,3.59666
XLOC_001941,Ca_00410,1.2543,1.55343,2.43919,3.60955
XLOC_001942,Ca_00411,24.4854,23.094,37.7493,52.468
XLOC_001943,Ca_00412,49.6985,46.7096,41.0478,40.7634
XLOC_001944,Ca_00413,8.44309,7.82649,10.884,10.4659
XLOC_001945,Ca_00414,635.194,623.633,471.325,682.587
XLOC_000358,Ca_00415,43.7674,44.5567,47.8842,51.173
XLOC_001946,Ca_00416,65.0792,72.9054,64.2124,71.4304
XLOC_001947,Ca_00417,3.35285,4.22822,3.25473,4.55912
XLOC_000359,Ca_00418,13.018,14.6842,12.0026,14.4173
XLOC_001948,Ca_00419,31.4996,31.2757,20.943,21.8679
XLOC_000360,Ca_00420,223.074,251.312,146.352,192.392
XLOC_001949,Ca_00421,0.324228,0.326504,0.69888,0.391384
XLOC_000361,Ca_00422,24.1352,25.8465,55.9218,75.2993
XLOC_000362,Ca_00423,8.50288,7.10427,9.25865,8.32239
XLOC_000363,Ca_00424,120.937,121.907,120.18,128.876
XLOC_000364,Ca_00425,50.0184,36.1561,83.926,135.823
XLOC_000365,Ca_00426,0.0,0.0,0.0761261,0.0
XLOC_001950,Ca_00427,0.0,0.0,0.0,0.0
XLOC_001951,Ca_00428,1.77407,1.88915,2.0943,2.20723
XLOC_001952,Ca_00429,0.0,0.0,0.0,0.0
XLOC_000366,Ca_00430,2.00826,1.69083,2.84258,2.06481
XLOC_001953,Ca_00431,28.2439,28.3135,23.465,25.3037
XLOC_001954,Ca_00432,6.11859,5.50216,5.90717,4.24301
XLOC_000367,Ca_00433,154.856,163.109,116.507,155.91
XLOC_000368,Ca_00434,0.0,0.0,0.0,0.103733
XLOC_000369,Ca_00435,0.0,0.0,0.0,0.0
XLOC_000370,Ca_00436,0.0,0.0,0.0,0.0
XLOC_000371,Ca_00437,3.67537,4.92804,1.93227,4.6649
XLOC_001955,Ca_00438,20.3918,17.9703,15.9852,18.7381
XLOC_001956,Ca_00439,67.1272,61.1779,61.3163,61.9116
XLOC_001956,Ca_00440,67.1272,61.1779,61.3163,61.9116
XLOC_000372,Ca_00441,22.3868,18.7751,28.9696,32.6865
XLOC_000373,Ca_00442,0.0288789,0.0,0.0,0.0348389
XLOC_000374,Ca_00443,0.0,0.0,0.0,0.0
XLOC_000375,Ca_00444,53.1644,48.1874,48.5172,55.1937
XLOC_000376,Ca_00445,0.0787115,0.0899202,0.113487,0.0
XLOC_001957,Ca_00446,0.0526231,0.0597025,0.0528789,0.113488
XLOC_001958,Ca_00447,0.0,0.0,0.0,0.0
XLOC_001959,Ca_00448,0.0,0.0,0.0,0.0
XLOC_001960,Ca_00449,0.281924,0.127774,0.216564,0.569958
XLOC_001961,Ca_00450,15.0639,20.0562,15.2665,14.9686
XLOC_000377,Ca_00451,0.721263,0.528282,1.26487,0.759107
XLOC_000378,Ca_00452,7.21094,6.07166,6.467,6.22659
XLOC_000379,Ca_00453,71.735,67.4928,78.13,83.8599
XLOC_001962,Ca_00454,123.003,130.32,118.03,125.309
XLOC_001963,Ca_00455,55.3251,64.3363,64.0275,69.8678
XLOC_001964,Ca_00456,25.8636,25.2964,31.5688,29.5975
XLOC_000380,Ca_00457,0.023629,0.0714929,0.0426154,0.0848701
XLOC_001965,Ca_00458,0.0,0.760767,0.0,0.726815
XLOC_000381,Ca_00459,0.0,0.0,0.011478,0.0136237
XLOC_000382,Ca_00460,0.0,0.151196,0.0,0.0
XLOC_000383,Ca_00461,0.322335,0.267788,0.412602,0.806647
XLOC_001966,Ca_00462,0.0364313,0.0409218,0.209426,0.0687032
XLOC_001967,Ca_00463,1.8334,2.09457,1.87682,2.29523
XLOC_000384,Ca_00464,1.15183,0.893281,0.401567,0.795402
XLOC_000385,Ca_00465,17.6056,19.2292,18.716,18.6949
XLOC_000386,Ca_00466,16.2183,16.6575,41.1471,52.6374
XLOC_001969,Ca_00467,30.1514,35.2445,30.3288,34.4339
XLOC_001970,Ca_00468,5.98486,6.76014,8.09399,7.99421
XLOC_000387,Ca_00469,0.0,0.0,0.0,0.0
XLOC_000388,Ca_00470,32.859,34.0519,30.3001,32.2984
XLOC_000389,Ca_00471,40.9628,40.3423,43.1709,48.7167
XLOC_001971,Ca_00472,8.3453,7.54777,5.8547,7.10842
XLOC_000390,Ca_00473,12.9583,12.8915,12.179,12.335
XLOC_000391,Ca_00474,27.0274,27.1305,17.8266,19.8667
XLOC_000392,Ca_00475,2.03499,1.24708,1.94829,1.59318
XLOC_001972,Ca_00476,1.48022,1.14705,1.26773,0.99967
XLOC_000393,Ca_00477,18.035,18.1293,16.4,17.1298
XLOC_000394,Ca_00478,9.17525,10.0918,8.90305,10.428
XLOC_001973,Ca_00479,1.26228,1.74412,0.259973,0.559422
XLOC_001974,Ca_00480,2.83857,1.92551,2.28951,1.80541
XLOC_001975,Ca_00481,76.8471,66.7246,75.4987,73.2493
XLOC_000395,Ca_00482,35.3606,30.2872,36.4469,37.936
XLOC_001976,Ca_00483,53.9232,49.6579,48.7218,48.2191
XLOC_001977,Ca_00484,17.1544,15.121,16.2479,13.8115
XLOC_000396,Ca_00485,2.00636,1.89959,1.99351,1.86161
XLOC_000397,Ca_00486,35.8514,40.0099,35.0048,45.3565
XLOC_001978,Ca_00487,4.58408,7.18327,4.37051,5.75437
XLOC_001979,Ca_00488,0.760247,4.55376,1.73887,3.79948
XLOC_000398,Ca_00489,0.0884775,0.103013,0.0465459,0.0451932
XLOC_001981,Ca_00490,18.178,19.0932,17.0604,18.7631
XLOC_000399,Ca_00491,33.656,37.6345,37.7116,40.2869
XLOC_000400,Ca_00492,367.527,400.814,412.333,415.382
XLOC_001982,Ca_00493,60.8022,55.4594,56.9954,57.5395
XLOC_000401,Ca_00494,0.349015,0.450377,0.556311,1.28551
XLOC_000402,Ca_00495,3.39493,2.01004,2.62024,2.66302
XLOC_000403,Ca_00496,1.33942,1.38889,0.96624,1.48038
XLOC_001983,Ca_00497,2.90241,2.12674,3.92329,1.72139
XLOC_000404,Ca_00498,1.55705,1.18266,1.62734,1.12358
XLOC_000405,Ca_00499,2.32843,2.01502,2.22905,1.37564
XLOC_001985,Ca_00500,4.45984,4.05679,3.34277,3.78519
XLOC_001986,Ca_00501,1.0176,0.0,0.69218,0.461235
XLOC_000406,Ca_00502,45.4378,42.8265,42.9043,46.2397
XLOC_001987,Ca_00503,0.28357,0.324139,0.413664,0.415934
XLOC_000407,Ca_00504,46.7319,44.9838,59.6337,54.0022
XLOC_001988,Ca_00505,0.330491,0.463734,0.857823,0.819808
XLOC_000408,Ca_00506,380.305,416.218,337.535,392.53
XLOC_000409,Ca_00507,20.6285,27.3173,15.7626,21.4597
XLOC_001989,Ca_00508,46.305,37.3421,31.068,43.592
XLOC_001990,Ca_00509,354.21,348.021,422.809,402.159
XLOC_000410,Ca_00510,656.899,665.189,735.222,665.203
XLOC_000411,Ca_00511,0.0,0.0,0.0,0.0
XLOC_000412,Ca_00512,18.3974,20.4187,19.3624,23.2923
XLOC_000413,Ca_00513,0.0,0.0,0.0,0.0
XLOC_001991,Ca_00514,0.234176,0.174134,0.396726,0.0
XLOC_001992,Ca_00515,7.919,8.09284,8.13418,8.73878
XLOC_000414,Ca_00516,17.0178,22.6265,18.6191,19.1379
XLOC_000415,Ca_00517,16.6136,15.3579,16.8909,16.2447
XLOC_001993,Ca_00518,0.0,0.0,0.0,0.0
XLOC_001994,Ca_00519,9.67009,8.27672,8.85896,9.54556
XLOC_001995,Ca_00520,1.19959,1.85439,0.0,1.34546
XLOC_000416,Ca_00521,0.816587,0.0,0.710637,0.882331
XLOC_000417,Ca_00522,45.1411,44.0199,45.7297,50.4258
XLOC_001996,Ca_00523,25.5984,22.2897,25.2208,27.109
XLOC_000418,Ca_00524,32.9303,35.2001,29.1278,29.022
XLOC_001997,Ca_00525,0.0,0.0,0.0,0.0
XLOC_001998,Ca_00526,0.0,0.0,0.0,0.0
XLOC_000419,Ca_00527,65.47,65.4693,57.8586,66.9398
XLOC_000420,Ca_00528,169.743,170.067,176.36,180.988
XLOC_000421,Ca_00529,217.179,228.797,242.848,229.135
XLOC_001999,Ca_00530,3.44111,3.70922,3.42139,3.13864
XLOC_001984,Ca_00531,4.72998,4.37145,7.18098,6.14582
XLOC_002000,Ca_00532,2.73867,3.68357,2.87149,3.69855
XLOC_002001,Ca_00533,9.74632,9.922,7.41879,9.43017
XLOC_000422,Ca_00534,12.9341,12.3647,12.6166,14.2282
XLOC_000423,Ca_00535,100.983,74.1418,48.6515,65.4639
XLOC_002002,Ca_00536,28.9731,30.373,22.2643,27.0049
XLOC_002003,Ca_00537,3.04021,1.87724,2.32212,1.89719
XLOC_000424,Ca_00538,0.0,0.0,0.0,0.0
XLOC_000425,Ca_00539,555.212,638.437,617.721,603.39
XLOC_002004,Ca_00540,60.7906,66.5852,78.0205,80.4414
XLOC_002005,Ca_00541,6.03032,4.92657,6.4203,5.42028
XLOC_000426,Ca_00542,12.3053,12.7788,12.3842,12.3984
XLOC_000427,Ca_00543,6.6441,6.10168,7.69309,6.55634
XLOC_002006,Ca_00544,1.33029,1.01821,1.52462,0.863996
XLOC_000428,Ca_00545,0.0,0.0,0.159821,0.0
XLOC_002007,Ca_00546,11.0796,10.5165,12.0385,10.3591
XLOC_002008,Ca_00547,0.0,0.0,0.0,0.0673099
XLOC_002009,Ca_00548,33.2729,29.7301,28.7111,26.8876
XLOC_002010,Ca_00549,0.525289,0.420045,0.465297,0.432408
XLOC_000429,Ca_00550,26.2492,24.3598,24.8571,23.0623
XLOC_000430,Ca_00551,47.6803,15.473,27.1125,11.2781
XLOC_000431,Ca_00552,28.0475,22.0231,40.8072,24.4975
XLOC_000432,Ca_00553,0.300039,0.42412,0.815414,0.782923
XLOC_002011,Ca_00554,444.238,482.998,437.832,478.378
XLOC_002012,Ca_00555,28.3018,30.4237,25.1076,30.9109
XLOC_002013,Ca_00556,0.0,0.0695387,0.0,0.0
XLOC_002014,Ca_00557,0.0,0.544953,0.0,0.557774
XLOC_002015,Ca_00558,0.0,0.0,0.0,0.0
XLOC_000433,Ca_00559,36.0147,34.9794,24.795,26.0559
XLOC_000434,Ca_00560,21.8648,19.8658,18.6324,12.2841
XLOC_002016,Ca_00561,2.88309,3.95191,3.56337,4.46804
XLOC_002017,Ca_00562,28.9434,23.8012,26.239,25.3681
XLOC_000435,Ca_00563,28.1308,23.0405,22.8155,19.6999
XLOC_000435,Ca_00564,28.1308,23.0405,22.8155,19.6999
XLOC_002018,Ca_00565,16.5586,17.965,15.2237,13.276
XLOC_000435,Ca_00566,28.1308,23.0405,22.8155,19.6999
XLOC_002019,Ca_00567,5.72832,5.24372,6.74801,6.01173
XLOC_002020,Ca_00568,0.367724,0.703585,0.128878,0.277751
XLOC_002021,Ca_00569,26.0658,26.8377,26.8872,29.9164
XLOC_000436,Ca_00570,35.0064,37.8405,34.557,34.6842
XLOC_000437,Ca_00571,29.3832,30.6599,24.3697,25.4801
XLOC_002022,Ca_00572,312.55,301.541,289.668,322.598
XLOC_002023,Ca_00573,14.324,16.39,11.6963,17.0792
XLOC_002024,Ca_00574,49.3373,56.0913,56.3525,71.2727
XLOC_000439,Ca_00575,12.7849,9.8737,9.99721,9.26289
XLOC_002025,Ca_00576,0.702432,0.541035,0.520844,0.43894
XLOC_002026,Ca_00577,12.9814,11.9261,11.4775,10.6336
XLOC_002027,Ca_00578,2.39273,1.8416,1.97947,1.51844
XLOC_002028,Ca_00579,7.14468,7.5511,6.64965,6.42134
XLOC_002029,Ca_00580,216.299,217.194,148.266,196.345
XLOC_000440,Ca_00581,0.0,0.0,0.0,0.0
XLOC_000441,Ca_00582,8.21828,8.03379,9.65025,12.293
XLOC_000442,Ca_00583,0.0388334,0.0,0.113718,0.0
XLOC_002030,Ca_00584,3.46315,3.95584,3.27424,4.43368
XLOC_002031,Ca_00585,29.9418,33.1862,31.4689,41.5768
XLOC_002032,Ca_00586,24.9915,23.3708,24.8499,24.4615
XLOC_000443,Ca_00587,25.9494,22.421,25.5494,23.9839
XLOC_002033,Ca_00588,4.22506,6.01192,3.60874,5.11588
XLOC_000444,Ca_00589,39.2733,35.625,15.4972,11.8983
XLOC_002034,Ca_00590,2.31345,2.86232,2.81027,2.54497
XLOC_002035,Ca_00591,23.2935,25.4752,18.9763,18.1043
XLOC_000445,Ca_00592,24.6812,26.7192,21.3335,23.332
XLOC_002036,Ca_00593,209.175,232.191,220.916,241.911
XLOC_000446,Ca_00594,203.178,179.57,164.856,180.04
XLOC_000447,Ca_00595,22.5935,23.1878,25.2553,23.9526
XLOC_002037,Ca_00596,19.627,21.992,21.9962,21.5065
XLOC_000448,Ca_00597,91.5315,84.0534,70.2198,83.7989
XLOC_002038,Ca_00598,0.0393218,0.148061,0.268474,0.32274
XLOC_002039,Ca_00599,14.6931,18.6267,20.1394,36.7643
XLOC_000449,Ca_00600,13.745,14.3727,14.2002,17.6129
XLOC_002040,Ca_00601,67.3022,55.9905,54.3436,56.2263
XLOC_002041,Ca_00602,0.036735,0.0,0.0,0.115541
XLOC_002042,Ca_00603,0.0634336,0.156402,0.0655712,0.15578
XLOC_002043,Ca_00604,169.665,183.749,196.129,193.509
XLOC_000451,Ca_00604,130.706,134.345,132.641,121.428
XLOC_002044,Ca_00605,33.6876,34.4718,31.261,31.1815
XLOC_002045,Ca_00606,42.8018,37.5362,33.1329,36.4178
XLOC_002046,Ca_00607,7.43043,6.14498,6.95704,6.50013
XLOC_000452,Ca_00608,11.9302,13.3877,12.3998,13.6747
XLOC_002047,Ca_00609,865.968,1008.07,744.529,834.542
XLOC_000453,Ca_00610,35.6142,39.8433,44.3988,39.4647
XLOC_000454,Ca_00611,77.0171,90.7986,61.8807,144.637
XLOC_002048,Ca_00612,143.68,181.152,73.582,155.926
XLOC_000455,Ca_00613,8.79845,8.94513,4.87695,5.91868
XLOC_002049,Ca_00614,2.07712,2.69131,14.5432,10.8908
XLOC_000456,Ca_00615,0.0,0.0,0.0,0.0
XLOC_002050,Ca_00616,41.207,45.2615,40.3727,44.3107
XLOC_002051,Ca_00617,37.9465,33.3291,37.3006,40.5114
XLOC_000457,Ca_00618,30.8485,29.2237,27.5554,25.782
XLOC_002052,Ca_00619,5.8208,16.9948,6.49323,10.2232
XLOC_002053,Ca_00620,62.4247,61.0068,56.1975,63.3811
XLOC_000458,Ca_00621,12.8082,15.4952,7.42966,12.8883
XLOC_000459,Ca_00622,0.0,0.0,0.43517,0.299948
XLOC_000460,Ca_00623,6.75465,7.52463,8.35028,9.77128
XLOC_000461,Ca_00624,65.7107,67.6247,59.6166,66.4749
XLOC_000462,Ca_00625,0.0,0.0,0.0,0.0
XLOC_002054,Ca_00626,9.79085,11.0979,1.85845,8.31985
XLOC_000463,Ca_00627,0.0,0.457942,0.0,0.0
XLOC_000464,Ca_00628,68.8257,71.3635,37.1166,48.2446
XLOC_002055,Ca_00629,0.816143,0.727717,1.13489,1.29643
XLOC_000465,Ca_00630,50.1856,59.3385,48.6728,47.2362
XLOC_000467,Ca_00631,0.0,0.087915,0.0,0.0
XLOC_000466,Ca_00632,15.0416,13.1855,12.4525,13.6602
XLOC_000468,Ca_00633,0.0835841,0.0,0.0425294,0.0
XLOC_000469,Ca_00634,5.97659,5.62683,5.79897,5.36143
XLOC_000470,Ca_00635,3.5448,5.2444,2.54812,3.33061
XLOC_000471,Ca_00636,26.3725,21.8423,23.7152,24.0126
XLOC_002056,Ca_00637,0.0,0.0,0.0,0.0
XLOC_000472,Ca_00638,0.0,0.0,0.0,0.0
XLOC_000473,Ca_00639,0.0,0.0,0.0,0.0
XLOC_000474,Ca_00640,118.905,117.521,108.932,89.085
XLOC_002058,Ca_00641,5.17951,4.95552,4.36036,6.04856
XLOC_002057,Ca_00642,565.313,602.842,487.418,558.29
XLOC_000475,Ca_00643,115.191,113.78,104.397,90.9565
XLOC_000476,Ca_00644,57.879,53.8498,51.6663,55.7412
XLOC_000477,Ca_00645,0.0,0.0960613,0.0,0.102494
XLOC_000478,Ca_00646,0.0,0.0,0.0,0.0
XLOC_000479,Ca_00647,7.20341,6.48155,4.13819,4.33906
XLOC_002059,Ca_00648,14.6924,10.6335,17.0211,29.4818
XLOC_002060,Ca_00649,4.18989,4.25865,4.55239,5.79889
XLOC_000480,Ca_00650,142.987,149.204,123.937,125.991
XLOC_000481,Ca_00651,4.93929,2.55588,5.93138,8.09422
XLOC_000482,Ca_00652,30.0631,15.4532,32.5461,24.5088
XLOC_000482,Ca_00653,30.0631,15.4532,32.5461,24.5088
XLOC_002061,Ca_00654,3.28548,4.17934,4.57556,4.52578
XLOC_002062,Ca_00655,42.8607,42.8092,39.5496,38.3299
XLOC_002063,Ca_00656,80.7846,68.6531,82.9895,99.4379
XLOC_000483,Ca_00657,2.9426,2.43008,1.94685,2.8574
XLOC_002064,Ca_00658,0.182824,0.213692,0.50592,0.204324
XLOC_000484,Ca_00659,33.6911,30.1533,29.7577,30.8149
XLOC_000485,Ca_00660,0.278648,0.295177,0.415427,0.422406
XLOC_000486,Ca_00661,0.0,0.0,0.0,0.14083
XLOC_002065,Ca_00662,13.3678,11.4796,13.6586,11.8716
XLOC_002066,Ca_00663,0.200473,0.105967,0.0440149,0.0262365
XLOC_002067,Ca_00664,34.6045,26.4005,25.7142,21.9966
XLOC_000487,Ca_00665,3.79535,5.99152,5.58716,3.38328
XLOC_002068,Ca_00666,51.2039,42.2569,43.3261,42.425
XLOC_002069,Ca_00667,28.5053,23.7803,28.7539,28.2285
XLOC_002070,Ca_00668,3.42945,4.09782,2.6278,5.37
XLOC_000489,Ca_00669,54.9231,55.3304,59.2805,59.119
XLOC_002071,Ca_00670,52.8042,54.0562,52.417,51.8428
XLOC_002072,Ca_00671,8.25603,7.27502,9.55279,7.55715
XLOC_002073,Ca_00672,12.026,12.1034,10.2135,10.9896
XLOC_002074,Ca_00673,82.8504,77.6873,89.2447,76.9628
XLOC_002075,Ca_00674,0.0,0.0,0.0,0.0
XLOC_000490,Ca_00675,1.11685,0.582496,0.700937,0.365639
XLOC_000491,Ca_00676,16.7287,16.8902,12.7327,15.6885
XLOC_000492,Ca_00677,295.038,392.332,286.587,260.594
XLOC_002076,Ca_00678,0.11278,0.266849,0.0363684,0.042402
XLOC_002077,Ca_00679,66.86,67.1029,73.35,62.8824
XLOC_000493,Ca_00680,12.8407,11.0916,11.7361,11.3381
XLOC_000494,Ca_00681,12.4706,10.2015,14.7689,12.0333
XLOC_002078,Ca_00682,15.6813,17.9624,15.0379,17.4037
XLOC_002079,Ca_00683,55.8853,60.9923,46.9377,44.0914
XLOC_000495,Ca_00684,481.079,485.042,368.277,403.564
XLOC_002080,Ca_00685,34.9436,31.4185,29.6402,32.7959
XLOC_002081,Ca_00686,0.0174611,0.0,0.0276995,0.0202764
XLOC_002082,Ca_00687,0.0,0.0,0.0,0.0
XLOC_000496,Ca_00688,28.7104,25.0389,25.8824,25.9141
XLOC_002083,Ca_00689,57.2662,67.0638,51.6107,57.8708
XLOC_000497,Ca_00690,23.4297,30.0051,27.3053,31.1142
XLOC_002084,Ca_00691,41.8593,35.3062,35.19,39.0113
XLOC_000498,Ca_00692,205.189,222.572,216.339,194.586
XLOC_002085,Ca_00693,17.8821,15.1739,20.6809,18.7497
XLOC_000499,Ca_00694,2212.85,1244.27,1351.44,1260.56
XLOC_002086,Ca_00695,2.62346,1.11261,2.61376,1.31311
XLOC_002087,Ca_00696,26.2582,24.0483,29.0942,35.3915
XLOC_000500,Ca_00697,300.387,294.47,342.968,318.581
XLOC_002088,Ca_00698,48.2041,74.3809,60.7696,100.644
XLOC_000501,Ca_00698,170.323,229.468,188.044,369.716
XLOC_000502,Ca_00699,83.6714,69.7619,72.8986,73.045
XLOC_000503,Ca_00700,265.981,258.219,273.815,297.281
XLOC_002089,Ca_00701,132.529,124.352,219.663,311.843
XLOC_008414,Ca_00702,31.5542,30.4704,29.5029,32.0023
XLOC_008415,Ca_00703,21.9479,26.1911,36.9586,39.5467
XLOC_007005,Ca_00704,60.4419,60.3708,64.5947,63.244
XLOC_008416,Ca_00705,20.785,25.2867,16.8791,25.6058
XLOC_008417,Ca_00706,27.1608,24.053,27.6618,26.5825
XLOC_007006,Ca_00707,8.01529,9.17049,6.17394,6.25102
XLOC_008419,Ca_00708,4.78773,3.93996,4.63612,4.10718
XLOC_007007,Ca_00709,78.0753,77.8872,74.525,75.7077
XLOC_007009,Ca_00710,1.98056,1.45197,2.07916,1.63393
XLOC_008420,Ca_00711,0.159305,0.139063,0.272353,0.190654
XLOC_007012,Ca_00712,0.323263,0.626174,0.236937,0.287057
XLOC_007013,Ca_00713,18.9399,17.584,16.2354,15.6759
XLOC_007014,Ca_00714,62.3837,81.943,69.7798,76.1168
XLOC_007015,Ca_00715,0.0,0.490972,0.0,0.0
XLOC_007016,Ca_00716,11.0499,7.09727,5.38181,4.48942
XLOC_007017,Ca_00717,1.79919,1.85813,2.77513,3.10425
XLOC_008421,Ca_00718,0.238682,0.0,0.1748,0.144772
XLOC_008422,Ca_00719,11.5239,10.3791,11.7652,14.1138
XLOC_008423,Ca_00720,0.0,0.0,0.0,0.0
XLOC_007018,Ca_00721,63.2249,65.6837,60.1123,62.3329
XLOC_007019,Ca_00722,118.776,128.888,123.5,122.211
XLOC_008424,Ca_00723,7552.94,7917.61,6370.45,6906.45
XLOC_007020,Ca_00724,0.913249,1.5431,1.35263,0.868998
XLOC_007021,Ca_00725,9.5124,9.75349,12.4915,11.813
XLOC_007022,Ca_00726,6.81187,6.42921,13.1422,10.0055
XLOC_007023,Ca_00727,13.9805,12.72,8.26512,5.68975
XLOC_007024,Ca_00728,4.07646,7.38929,3.78911,4.92908
XLOC_007025,Ca_00729,4.81557,3.86836,4.89056,4.01292
XLOC_008425,Ca_00729,0.476107,0.273933,0.542155,0.272428
XLOC_007026,Ca_00730,31.2238,33.1995,26.471,25.5667
XLOC_008428,Ca_00731,1.86463,2.10828,1.03631,1.65132
XLOC_008429,Ca_00732,18.6374,14.8366,22.1735,19.999
XLOC_008429,Ca_00733,18.6374,14.8366,22.1735,19.999
XLOC_008430,Ca_00734,33.3791,31.0749,26.9752,22.9757
XLOC_008431,Ca_00735,9.76271,6.98612,10.2833,6.93274
XLOC_007027,Ca_00736,101.085,102.204,94.0751,108.786
XLOC_008432,Ca_00737,10.0404,7.58874,11.5139,6.84937
XLOC_007028,Ca_00738,4.81378,7.48894,5.99196,6.24588
XLOC_007029,Ca_00739,7.86442,7.30201,8.63341,9.47394
XLOC_007030,Ca_00740,0.0998687,0.0835845,0.131309,0.260543
XLOC_007031,Ca_00741,29.7709,27.0176,29.0634,30.9614
XLOC_008433,Ca_00742,7.85974,7.32897,9.29584,8.23939
XLOC_008434,Ca_00743,4.71517,5.93602,3.96861,5.34399
XLOC_007032,Ca_00744,83.2216,88.5573,82.199,72.5302
XLOC_008435,Ca_00745,22.4109,20.5936,19.0743,21.7086
XLOC_007033,Ca_00746,2.05962,2.06006,2.00431,1.79089
XLOC_007034,Ca_00747,0.176009,0.105441,0.205055,0.10354
XLOC_007035,Ca_00748,147.946,93.2708,96.5143,95.2063
XLOC_007036,Ca_00749,394.652,400.736,430.301,411.05
XLOC_008436,Ca_00750,0.0,0.0,0.0,0.0
XLOC_008437,Ca_00751,27.3595,30.3217,28.9225,31.3349
XLOC_007037,Ca_00752,15.9746,14.2331,17.6468,23.9476
XLOC_008438,Ca_00753,155.726,175.225,160.452,168.467
XLOC_008439,Ca_00754,37.4866,37.6614,32.1083,43.4253
XLOC_007038,Ca_00755,39.6174,39.6505,30.7754,34.2245
XLOC_008440,Ca_00756,9.17016,9.27201,7.44335,8.408
XLOC_007039,Ca_00757,0.881751,1.55446,0.911135,0.8096
XLOC_007040,Ca_00758,14.5472,14.2495,12.8505,13.2749
XLOC_007041,Ca_00759,1.50458,1.70461,1.63231,1.67633
XLOC_008441,Ca_00760,88.6482,95.3505,93.1241,103.05
XLOC_007042,Ca_00761,2270.95,2632.44,2095.06,2395.13
XLOC_007043,Ca_00762,87.2108,84.8029,83.5577,82.1695
XLOC_008442,Ca_00763,104.154,100.03,95.9185,101.863
XLOC_007044,Ca_00764,23.9487,22.1238,23.1513,22.1129
XLOC_007045,Ca_00765,97.6186,113.411,66.7886,80.5415
XLOC_007046,Ca_00766,4.97275,4.44458,3.79096,4.71202
XLOC_007047,Ca_00767,4.55697,0.790456,2.5314,4.0991
XLOC_007048,Ca_00768,1.44079,0.952995,0.635791,1.71132
XLOC_008444,Ca_00769,14.1592,15.7286,15.1191,15.6534
XLOC_008445,Ca_00770,0.0436228,0.0,0.0431648,0.049826
XLOC_008446,Ca_00771,215.929,186.653,191.828,200.666
XLOC_007049,Ca_00772,6.267,4.71302,6.80861,5.61524
XLOC_008447,Ca_00773,15.5981,15.4196,15.1628,18.0453
XLOC_007050,Ca_00774,0.0,0.0,0.0,0.0
XLOC_008448,Ca_00775,0.120001,0.0,0.0,0.13113
XLOC_008449,Ca_00776,12.5427,8.4682,15.6844,9.93943
XLOC_008450,Ca_00777,7.06347,6.4066,7.00628,7.38989
XLOC_007051,Ca_00778,0.917524,0.842062,1.09744,0.655975
XLOC_008451,Ca_00779,31.7115,33.3215,32.6231,28.5357
XLOC_007052,Ca_00780,0.689988,0.822576,0.353668,0.509266
XLOC_008451,Ca_00781,31.7115,33.3215,32.6231,28.5357
XLOC_008452,Ca_00782,106.67,107.266,93.7879,88.073
XLOC_008453,Ca_00783,30.0885,25.3245,31.838,25.8034
XLOC_007053,Ca_00784,313.616,318.885,265.885,339.716
XLOC_008454,Ca_00785,14.4424,16.9501,7.82826,8.55608
XLOC_008455,Ca_00786,12.7132,13.1715,13.6589,11.8476
XLOC_007054,Ca_00787,0.124667,0.0,0.137486,0.0
XLOC_007055,Ca_00788,0.0977933,0.244618,0.18689,0.240513
XLOC_007057,Ca_00789,72.1866,70.4333,69.1057,73.5605
XLOC_008456,Ca_00790,168.081,175.032,192.343,166.669
XLOC_007058,Ca_00791,4.64322,5.34403,5.44788,7.86766
XLOC_008457,Ca_00792,1.01553,1.60631,1.72899,2.07494
XLOC_007059,Ca_00793,17.0218,18.7185,17.1267,20.6241
XLOC_007060,Ca_00794,1.03101,0.167903,1.8461,0.804594
XLOC_008458,Ca_00795,39.5101,37.605,33.3463,39.1126
XLOC_007061,Ca_00796,823.226,794.529,853.273,698.891
XLOC_007062,Ca_00797,68.9298,70.9051,55.574,63.694
XLOC_008459,Ca_00798,41.2506,41.3888,40.8244,38.8092
XLOC_007063,Ca_00799,29.7081,30.0217,27.0089,23.7577
XLOC_008460,Ca_00800,4.42839,4.49869,3.77907,3.64531
XLOC_007064,Ca_00801,9.00012,7.80266,4.54388,6.82347
XLOC_008461,Ca_00802,16.9991,19.0357,8.29244,11.8882
XLOC_007065,Ca_00803,11.11,9.44965,11.6716,9.68147
XLOC_008462,Ca_00804,51.7454,54.0106,59.7774,83.497
XLOC_007066,Ca_00805,21.3719,23.2296,18.7707,21.6572
XLOC_008463,Ca_00806,19.3322,18.5501,19.4126,19.3755
XLOC_008464,Ca_00807,1.12234,3.82706,1.6327,2.10829
XLOC_008465,Ca_00808,25.3549,28.677,24.3783,27.3082
XLOC_008466,Ca_00809,33.1442,33.4393,34.6945,38.1051
XLOC_008467,Ca_00810,716.646,682.657,747.096,670.682
XLOC_008468,Ca_00811,0.785183,0.496264,0.351113,0.324283
XLOC_007067,Ca_00812,9.03988,7.2279,10.0017,8.04713
