Ca_ID,XLOC_ID,4567_AFL_C,4567_AFL_S,4567_AFR_C,4567_AFR_S,4567_BFL_C,4567_BFL_S,4567_BFR_C,4567_BFR_S
Ca_00420,XLOC_000405,3.98634,2.13043,108.898,127.557,7.52423,3.96154,132.04,461.917
Ca_00425,XLOC_000409,11.8615,10.1774,49.4216,17.0222,11.8673,25.7478,53.3266,11.7174
Ca_00432,XLOC_002001,2.37505,3.37222,1.0343,0.0,0.0,2.72152,0.0,0.0
Ca_00435,XLOC_000414,0.0,0.0,0.0,0.0,1.43942,0.0,0.0,0.0
Ca_00441,XLOC_000417,5.03192,30.4046,7.78415,0.0,4.51546,7.42675,7.14228,7.62757
Ca_00444,XLOC_000420,23.0249,41.9394,23.3829,15.7421,21.9031,22.3691,20.3503,28.4091
Ca_00445,XLOC_000421,5.58316,0.0,0.0,0.0,5.47991,1.83208,0.0,0.0
Ca_00449,XLOC_002008,16.9029,6.74521,0.0,0.0,13.3953,11.8947,0.0,0.0
Ca_00452,XLOC_000423,4.68539,1.70289,1.52625,0.0,5.27665,2.6388,2.94216,5.0047
Ca_00464,XLOC_000429,7.18817,0.0,10.8427,0.0,14.1078,24.9038,10.6403,19.6198
Ca_00467,XLOC_002016,20.3998,14.7831,11.5644,0.0,19.0928,18.7718,13.2189,19.0952
Ca_00471,XLOC_000434,231.331,195.343,42.2114,16.1653,193.098,186.689,38.1959,17.3512
Ca_00475,XLOC_000437,0.0,4.28868,0.0,0.0,2.46062,5.49196,0.0,0.0
Ca_00480,XLOC_000440,3.41368,7.31341,0.0,0.0,2.78181,4.75296,0.0,0.0
Ca_00486,XLOC_000444,2.80694,2.69336,9.78013,0.0,4.33741,3.43953,8.76667,9.11112
Ca_00488,XLOC_002026,4.38265,0.0,3.13765,0.0,3.17913,3.22913,2.58614,14.122
Ca_00490,XLOC_000446,2.2013,5.03439,0.0,0.0,3.68799,1.91399,0.0,0.0
Ca_00497,XLOC_002030,4.94065,0.0,2.27262,0.0,3.53903,0.0,1.65117,0.0
Ca_00508,XLOC_002036,2.28291,7.16903,6.35101,19.3245,2.47006,2.41353,8.40922,9.89945
Ca_00512,XLOC_000461,8.97674,25.3234,6.97052,10.8396,7.9835,14.3458,7.3624,6.5662
Ca_00520,XLOC_002041,37.6639,12.9112,0.0,0.0,32.0316,15.9261,0.0,0.0
Ca_00528,XLOC_002045,14.9038,40.0839,4.99256,0.0,6.46045,25.5868,7.70889,13.0189
Ca_00535,XLOC_000473,7.38642,2.25928,17.7802,9.56266,8.50099,16.1397,17.2867,29.1333
Ca_00536,XLOC_002051,28.2992,13.78,9.42911,18.0069,31.2195,19.3133,9.73572,16.1391
Ca_00551,XLOC_000480,0.0,0.0,6.98687,6.51101,0.0,1.30411,7.14871,6.77037
Ca_00565,XLOC_002066,15.4915,47.9082,5.30785,0.0,15.7708,39.2682,8.7075,10.9129
Ca_00580,XLOC_002077,2128.31,3521.68,53.3658,16.1908,1415.94,1634.9,59.4974,43.2295
Ca_00587,XLOC_000493,8.5673,3.59258,12.5,5.98418,8.84052,6.29368,13.1307,11.0231
Ca_00589,XLOC_000494,5.43157,3.58841,1.5114,0.0,4.6843,2.65721,2.39895,4.68098
Ca_00602,XLOC_002090,2.31992,0.0,0.0,0.0,1.08015,13.1575,0.0,0.0
Ca_00605,XLOC_002093,228.104,343.129,2.66123,0.0,131.922,35.8073,1.29754,1.85232
Ca_00606,XLOC_002094,16.9538,24.4987,12.8383,0.0,13.5206,17.1038,12.7546,18.0057
Ca_00611,XLOC_000503,5.13939,7.66249,18.0066,104.493,2.69542,13.2164,13.7647,63.1402
Ca_00612,XLOC_002098,15.1539,10.2526,9.5487,32.8238,11.2521,13.2049,6.47419,38.1983
Ca_00616,XLOC_000506,4.82072,12.2602,3.67679,0.0,2.88492,5.32816,2.42057,2.79872
Ca_00619,XLOC_002103,0.0,1.04657,20.2064,0.0,0.0,0.0,23.6636,11.9904
Ca_00620,XLOC_002099,6.11264,0.0,10.1962,0.0,15.3205,3.58689,8.9943,17.8309
Ca_00624,XLOC_000511,37.8879,35.0191,37.1699,47.4731,42.363,25.6105,36.0818,30.4853
Ca_00630,XLOC_000515,1.78861,6.77737,6.36508,0.0,5.66288,1.94946,3.37526,1.73999
Ca_00636,XLOC_000521,99.1321,89.4522,25.991,31.0497,119.741,145.92,28.9062,38.284
Ca_00641,XLOC_002109,3.65254,7.40599,1.26887,0.0,3.00711,3.5114,0.0,1.28263
Ca_00643,XLOC_000525,36.7175,364.762,40.4545,13.0252,33.7793,307.964,38.2931,69.6588
Ca_00646,XLOC_000528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00656,XLOC_002115,10.4731,9.36252,35.4067,61.3002,11.7013,33.4218,39.2535,59.3384
Ca_00666,XLOC_002120,50.4001,43.9498,15.3826,17.3667,43.6651,41.1507,18.473,23.4108
Ca_00668,XLOC_002122,1.31658,2.98411,0.0,0.0,4.35235,3.00309,0.0,0.0
Ca_00669,XLOC_000540,79.7114,72.8332,40.9721,20.1303,83.7715,57.4512,41.1621,58.1527
Ca_00670,XLOC_002123,7.15102,7.38779,10.7413,0.0,12.2673,10.0003,10.1449,12.4446
Ca_00679,XLOC_002129,51.6864,18.4471,22.465,18.1571,59.7308,18.9732,21.6427,19.8368
Ca_00690,XLOC_000548,58.4199,41.7901,8.27615,0.0,37.7027,29.8934,8.03884,2.07503
Ca_00693,XLOC_002137,24.3985,53.273,3.60723,0.0,16.6051,26.0942,4.78524,7.81693
Ca_00695,XLOC_002139,36.4084,32.434,21.2195,32.2905,39.0621,27.85,19.1577,17.5005
Ca_00701,XLOC_002141,29.771,69.0415,107.81,13.9333,29.2581,109.431,112.234,38.0877
Ca_00704,XLOC_007153,11.987,15.304,2.1692,0.0,6.61203,9.97995,1.33739,0.0
Ca_00710,XLOC_007156,31.2115,43.2861,38.5547,26.4609,29.1404,46.6284,33.9341,95.8093
Ca_00712,XLOC_007158,4.69277,1.9136,0.0,0.0,6.73593,2.59441,0.0,0.0
Ca_00713,XLOC_007159,14.4596,10.6733,5.93208,12.8614,14.1812,11.6816,6.6067,11.2765
Ca_00716,XLOC_007162,3.88867,12.8585,1.97617,99.3428,4.30737,9.16113,0.0,0.0
Ca_00717,XLOC_007162,3.88867,12.8585,1.97617,99.3428,4.30737,9.16113,0.0,0.0
Ca_00719,XLOC_008642,1.69683,3.22176,1.57236,0.0,1.1233,1.62017,1.23911,0.0
Ca_00730,XLOC_007172,1.86012,0.0,18.5371,10.2338,8.12303,11.2526,21.5267,47.1567
Ca_00731,XLOC_008649,7.42516,5.57317,5.82727,12.6,6.86876,6.17195,6.65797,6.35062
Ca_00732,XLOC_008649,7.42516,5.57317,5.82727,12.6,6.86876,6.17195,6.65797,6.35062
Ca_00740,XLOC_007176,2.49773,4.42205,0.0,0.0,1.10233,1.18505,0.0,0.0
Ca_00741,XLOC_007177,12.5386,10.9067,11.144,18.7116,10.8749,11.8256,11.0635,14.0379
Ca_00742,XLOC_008654,6.78277,6.70751,4.84662,5.38873,9.50508,4.3274,3.72751,4.22377
Ca_00749,XLOC_007183,423.513,578.13,182.017,0.0,277.411,440.355,186.252,287.032
Ca_00754,XLOC_008661,9.17682,5.98503,4.90518,0.0,7.67836,9.79472,6.28717,2.68681
Ca_00758,XLOC_007187,34.4709,20.6357,3.29959,0.0,28.7289,19.358,2.03446,1.02802
Ca_00763,XLOC_008664,56.0749,86.509,40.7299,17.2926,47.9469,74.2735,40.0115,64.5195
Ca_00766,XLOC_007193,3.73736,1.03136,2.23556,0.0,4.8345,1.29689,3.76968,2.96119
Ca_00771,XLOC_008669,423.33,323.633,146.37,131.397,316.492,203.375,161.99,191.227
Ca_00772,XLOC_007197,1.54375,12.1701,0.0,0.0,2.75218,3.56141,0.0,0.0
Ca_00779,XLOC_008674,9.24149,10.2482,7.83301,6.60221,7.96773,11.6428,6.67885,11.0687
Ca_00781,XLOC_008675,9.18637,33.4543,8.94687,0.0,7.98628,16.1342,8.72019,4.7849
Ca_00785,XLOC_008678,19.8717,8.38127,0.0,0.0,19.3934,4.56031,0.0,0.0
Ca_00796,XLOC_007209,139.69,187.549,80.9353,294.803,114.543,148.628,77.5537,100.243
Ca_00801,XLOC_007212,28.3973,24.4252,4.30396,0.0,39.1491,20.7571,3.88366,9.80772
Ca_00803,XLOC_007213,2.17711,6.98923,0.0,0.0,1.65829,8.11725,1.34994,0.0
Ca_00808,XLOC_008689,183.005,231.369,8.06384,31.5033,130.44,123.135,8.69535,11.3318
Ca_00810,XLOC_007215,11.6614,18.3625,2.01329,0.0,13.4048,12.3217,1.87058,5.70647
Ca_00812,XLOC_007216,2.24446,8.22038,0.0,0.0,2.91732,6.19291,1.01131,0.0
Ca_00825,XLOC_007226,10.354,15.9462,13.2655,28.015,11.0483,16.7949,14.905,18.1853
Ca_00826,XLOC_008697,3.01241,13.9209,0.0,0.0,2.23068,1.96821,0.0,0.0
Ca_00834,XLOC_007231,11.185,7.5084,7.7048,0.0,8.80039,9.59639,10.7626,13.1057
Ca_00839,XLOC_008702,3.98856,1.39062,0.0,0.0,0.0,0.0,2.42235,1.62341
Ca_00843,XLOC_008705,8.32917,14.1349,193.628,73.1241,7.26174,60.7091,259.762,131.552
Ca_00859,XLOC_007241,30.7142,1.6156,12.5824,21.2541,41.2326,23.46,11.7205,16.8058
Ca_00869,XLOC_007247,3.86121,3.27643,3.44636,6.46847,3.88025,3.13171,2.70738,3.55497
Ca_00881,XLOC_008725,6.45373,25.3995,0.0,0.0,4.71208,13.3523,1.41132,0.0
Ca_00882,XLOC_008726,46.9974,22.1024,0.0,12.8357,38.7831,31.6056,0.0,0.0
Ca_00884,XLOC_007254,7.3282,10.1381,1.82781,0.0,4.67181,11.592,1.75173,3.0884
Ca_00885,XLOC_008727,0.0,3.79286,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00885,XLOC_007254,7.3282,10.1381,1.82781,0.0,4.67181,11.592,1.75173,3.0884
Ca_00890,XLOC_008731,3.94901,0.0,4.13352,41.4843,4.57259,14.8569,5.18365,100.869
Ca_00891,XLOC_008731,3.94901,0.0,4.13352,41.4843,4.57259,14.8569,5.18365,100.869
Ca_00892,XLOC_008732,58.8263,92.7099,13.8584,16.5924,52.8816,73.424,11.7757,27.0132
Ca_00893,XLOC_008733,2.12919,2.44882,0.0,0.0,1.62037,1.89614,0.0,0.0
Ca_00912,XLOC_008745,62.8359,76.0548,35.1361,59.4296,47.1044,63.6938,34.2934,44.8502
Ca_00927,XLOC_008755,37.1422,61.486,29.4981,14.6011,46.3075,53.5561,32.0265,24.3668
Ca_00940,XLOC_007276,358.983,499.379,134.124,163.041,270.869,381.026,174.7,216.86
Ca_00942,XLOC_007277,8.74701,6.40657,6.20625,9.26428,7.32066,8.18297,7.26283,9.01867
Ca_00950,XLOC_007280,6.86182,4.67589,135.52,136.542,11.7564,4.11234,145.879,131.929
Ca_00955,XLOC_007285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_00961,XLOC_008775,9.62218,5.66622,8.17006,0.0,12.8616,13.4828,7.58624,13.748
Ca_00962,XLOC_007290,237.762,127.015,11.8702,36.6553,221.311,172.512,16.7138,5.55043
Ca_00969,XLOC_007292,142.708,783.124,257.517,65.7037,76.6421,442.037,261.729,87.5614
Ca_00975,XLOC_007295,30.9537,7.21318,3.21554,0.0,17.2045,5.17148,2.24044,1.2409
Ca_00978,XLOC_007297,5.42732,12.7192,0.0,2.21756,7.38895,4.89924,1.13732,0.0
Ca_00979,XLOC_008787,21.2676,15.0097,22.8429,29.1893,24.1328,11.238,20.4948,39.1902
Ca_00990,XLOC_007302,8.03659,6.6944,7.83411,10.439,7.44799,8.48474,8.78604,11.6392
Ca_00991,XLOC_007302,8.03659,6.6944,7.83411,10.439,7.44799,8.48474,8.78604,11.6392
Ca_00994,XLOC_008795,1.12293,0.0,0.0,0.0,1.3546,0.0,0.0,0.0
Ca_00997,XLOC_008797,40.7526,67.8016,36.8771,45.3083,44.3864,20.7745,39.501,32.1943
Ca_00999,XLOC_008799,14.1901,21.2656,55.8747,0.0,15.1924,56.2895,62.6898,25.5704
Ca_01002,XLOC_008801,4.10017,19.6376,3.37358,7.03934,5.43582,12.6127,3.90859,2.09093
Ca_01010,XLOC_007312,11.5715,13.6799,7.0646,0.0,7.80221,11.3504,4.99634,5.48504
Ca_01011,XLOC_007313,19.2296,30.5026,1.5573,0.0,11.0018,15.3014,0.0,0.0
Ca_01015,XLOC_007315,22.1186,19.6285,13.7171,26.5975,21.2611,22.7396,15.654,26.0679
Ca_01018,XLOC_007318,4.49384,8.96426,11.8134,15.9814,5.71556,9.62846,9.03177,16.2139
Ca_01023,XLOC_008811,20.8945,24.0518,1.27362,0.0,14.0821,12.9837,2.38799,5.47845
Ca_01024,XLOC_008811,20.8945,24.0518,1.27362,0.0,14.0821,12.9837,2.38799,5.47845
Ca_01026,XLOC_008813,2.18237,2.61615,0.0,0.0,2.81303,5.56156,0.0,0.0
Ca_01036,XLOC_008818,13.1438,21.8297,10.8225,14.4852,12.6962,11.1151,9.54344,7.5675
Ca_01037,XLOC_007327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01041,XLOC_007330,15.0692,0.0,0.0,0.0,17.5567,0.0,0.0,0.0
Ca_01042,XLOC_007330,15.0692,0.0,0.0,0.0,17.5567,0.0,0.0,0.0
Ca_01044,XLOC_008820,13.894,4.69548,9.18987,0.0,17.112,9.63351,11.685,8.30394
Ca_01050,XLOC_008822,4.90961,2.23426,9.01032,0.0,3.33211,4.53931,9.78161,12.9316
Ca_01052,XLOC_008823,0.0,0.0,0.0,0.0,0.0,2.45338,0.0,0.0
Ca_01053,XLOC_007337,12.4503,0.0,0.0,0.0,17.6187,4.11597,0.0,0.0
Ca_01055,XLOC_007338,6.14334,1.20467,0.0,0.0,3.70542,5.09034,0.0,0.0
Ca_01056,XLOC_007339,17.7235,7.76281,1.00503,0.0,14.064,10.4465,1.02287,1.25306
Ca_01062,XLOC_007340,93.2855,32.4236,64.1522,98.803,125.34,73.2593,63.405,116.422
Ca_01062,XLOC_008829,114.233,42.4185,123.261,177.689,203.294,99.4325,142.764,186.549
Ca_01063,XLOC_008829,114.233,42.4185,123.261,177.689,203.294,99.4325,142.764,186.549
Ca_01068,XLOC_007343,4.36586,1.98122,1.88239,20.9647,4.1471,2.5719,2.64916,2.11172
Ca_01069,XLOC_007343,4.36586,1.98122,1.88239,20.9647,4.1471,2.5719,2.64916,2.11172
Ca_01070,XLOC_007344,2.24359,2.00556,41.6003,116.34,0.0,2.40612,28.3921,97.9182
Ca_01072,XLOC_008833,5.3269,1.26742,3.06639,0.0,5.61305,1.05908,2.67543,0.0
Ca_01073,XLOC_007347,289.888,667.044,119.971,39.8097,199.936,352.28,156.746,43.3924
Ca_01084,XLOC_007354,57.519,72.8791,29.6998,27.0447,48.2094,70.085,35.8028,76.7242
Ca_01087,XLOC_008839,23.2698,41.9009,7.97999,0.0,16.5068,29.1079,8.73297,13.0906
Ca_01097,XLOC_008845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01098,XLOC_008846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01114,XLOC_007371,23.7577,27.7495,28.1565,28.6179,27.1841,29.3942,26.9681,35.5329
Ca_01116,XLOC_007373,5.05724,5.53436,0.0,10.009,6.74898,6.63239,1.941,1.89542
Ca_01123,XLOC_007378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ca_01127,XLOC_007380,15.7857,55.7588,41.2316,46.3348,11.1722,19.2354,44.1714,130.101
Ca_01130,XLOC_007384,7.46245,3.7937,0.0,0.0,5.1106,1.15416,0.0,0.0
Ca_01131,XLOC_007386,96.8717,78.5575,39.8152,21.6105,97.072,99.6449,40.9416,57.6106
Ca_01138,XLOC_008859,181.589,271.206,81.0738,63.5277,129.92,177.057,97.2051,101.481
Ca_01140,XLOC_007392,20.9747,8.23942,99.4404,118.733,30.9114,46.5044,116.045,286.198
Ca_01142,XLOC_007393,9.90832,17.8294,2.25195,0.0,11.2096,16.2965,3.57209,6.90458
Ca_01149,XLOC_008870,126.266,117.089,27.7142,22.0921,128.472,102.919,25.1677,30.5404
Ca_01153,XLOC_008874,12.436,15.9097,24.0916,27.8636,16.2572,14.8213,24.3157,14.3497
Ca_01154,XLOC_007394,9.06035,21.5063,3.42944,4.88218,8.6329,21.3956,4.50348,6.39455
Ca_01159,XLOC_008878,3.0387,7.99631,4.72681,5.31403,2.93876,5.84584,5.64984,5.79143
Ca_01162,XLOC_008881,17.633,13.6694,11.5407,5.93115,15.6218,8.59253,14.6776,8.94293
Ca_01165,XLOC_008882,2.15571,6.60232,0.0,0.0,2.21184,2.70359,0.0,0.0
Ca_01180,XLOC_008895,7.85337,9.06407,49.31,25.8991,7.14254,17.7898,51.8167,23.7542
Ca_01191,XLOC_008901,26.5258,41.8497,1.22843,0.0,15.7437,14.4826,1.44747,2.30184
Ca_01192,XLOC_008902,27.1715,53.2424,65.3278,79.679,23.2902,44.6913,71.5249,318.28
Ca_01194,XLOC_007405,81.2089,229.25,71.0412,0.0,122.788,221.32,63.5854,95.2992
Ca_01210,XLOC_007413,7.35801,5.06618,97.941,25.5883,9.04487,19.5887,88.8404,125.973
Ca_01212,XLOC_007413,7.35801,5.06618,97.941,25.5883,9.04487,19.5887,88.8404,125.973
Ca_01216,XLOC_008918,16.1093,23.0162,20.9868,18.8828,17.0255,19.5667,23.4037,26.4868
Ca_01219,XLOC_008920,12.1496,5.23248,10.0167,8.26705,11.9325,10.211,9.17758,8.81256
Ca_01224,XLOC_007418,51.917,75.5338,2.61865,4.28855,37.1428,36.0626,2.98822,2.71471
Ca_01227,XLOC_008925,10.4515,6.33331,7.25604,0.0,10.7868,7.45208,7.31559,7.97729
Ca_01230,XLOC_008927,12.3017,15.8403,13.4289,20.9634,12.7205,12.8661,11.8133,40.9896
Ca_01234,XLOC_007422,9.22831,16.5265,24.4634,234.483,6.83234,8.01696,24.6038,175.615
Ca_01237,XLOC_007424,11.2919,19.4798,18.7207,29.5011,11.1769,9.80662,15.9073,57.5445
Ca_01238,XLOC_007424,11.2919,19.4798,18.7207,29.5011,11.1769,9.80662,15.9073,57.5445
Ca_01241,XLOC_008931,0.0,0.0,0.0,0.0,1.96149,0.0,0.0,0.0
Ca_01243,XLOC_008932,12.6989,7.85099,1.29684,0.0,9.99086,6.51678,1.24741,1.45034
Ca_01247,XLOC_007430,8.60796,21.002,1.85854,0.0,10.3634,12.5244,1.91761,0.0
