Gene_identifier,Root-Control,Root-DS,Shoot-Control,Shoot-DS
Ca_17412,43.5311,61.1126,8.48029,12.836
Ca_17413,18.2519,6.37365,25.6366,34.4761
Ca_17414,3.40017,2.96158,22.2272,16.2831
Ca_17415,26.0642,34.1678,35.4653,44.7109
Ca_17416,0.0,0.0,42.0343,9.6291
Ca_17417,0.0,0.0,19.7279,5.61707
Ca_17418,10.2978,8.97316,4.7137,6.34877
Ca_17419,0.168676,0.96765,0.361107,0.249322
Ca_17420,11.2002,23.3284,10.7301,7.45883
Ca_17421,1.62715,109.733,0.792205,0.218715
Ca_17422,0.0956573,25.4178,0.578581,0.0
Ca_17423,0.173766,0.285577,0.132153,0.83449
Ca_17424,63.4503,86.6782,12.2857,82.0792
Ca_17425,9.47686,10.6033,5.33088,10.6984
Ca_17426,4.22729,6.29349,10.5676,7.10278
Ca_17427,0.0,0.0,0.0,0.0
Ca_17428,20.35,21.9665,5.30728,3.71424
Ca_17429,0.0,0.0,0.0,0.0
Ca_17430,0.0,0.0,0.332754,0.352762
Ca_17430,1.68134,2.36192,1.94885,2.83888
Ca_17431,7.08891,8.43571,9.96265,10.3093
Ca_17432,0.0,0.0,0.0,0.0
Ca_17433,40.8348,45.0741,27.1475,36.3086
Ca_17434,29.8637,23.9814,21.0334,23.4628
Ca_17435,41.6459,42.9641,33.045,46.5047
Ca_17436,22.87,25.0742,24.3551,16.8155
Ca_17437,1.67546,1.09609,2.65986,2.16631
Ca_17438,23.8575,26.8149,12.9709,16.2177
Ca_17439,134.409,176.766,46.453,75.5048
Ca_17440,0.0,0.0,0.0,0.0
Ca_17441,0.0,0.0,0.0,0.0
Ca_17442,12.0348,10.0112,16.1026,21.5182
Ca_17443,0.0,0.0,0.0,0.0
Ca_17444,7.93735,8.22616,8.48785,8.31649
Ca_17445,7.34864,5.47304,7.45892,7.42755
Ca_17446,37.2423,13.5664,4.9232,5.79583
Ca_17447,0.0,0.0,0.038571,0.0
Ca_17448,41.8546,46.6631,40.0603,35.5088
Ca_17449,28.4703,32.0298,14.07,41.0187
Ca_17450,2.50918,4.19605,8.19849,6.40565
Ca_17451,4.26407,4.11048,1.12208,1.44799
Ca_17452,16.7114,20.239,19.5027,24.6998
Ca_17453,3.11876,4.18751,0.104653,0.385008
Ca_17454,3.11876,4.18751,0.104653,0.385008
Ca_17455,9.822,9.8814,14.1984,9.39012
Ca_17456,15.85,10.8006,12.7233,6.303
Ca_17457,10.0441,13.3919,12.1752,14.0937
Ca_17458,34.5688,17.1332,13.8567,6.52419
Ca_17459,0.0,0.0,0.0,0.0
Ca_17460,9.74683,3.4096,8.51616,4.67909
Ca_17461,14.3015,17.9947,18.5666,16.3658
Ca_17462,21.8779,20.0915,17.3025,20.3685
Ca_17463,14.7926,21.5347,24.2751,17.1436
Ca_17464,16.6266,10.3019,6.02654,4.97001
Ca_17465,34.4611,30.6765,18.7839,22.0327
Ca_17466,0.0,0.0,0.373303,0.156445
Ca_17467,0.0,0.0,0.0,0.0
Ca_17468,52.7698,52.684,43.2219,44.1847
Ca_17469,0.0894268,0.0,1.95422,0.630636
Ca_17470,0.0,0.0457044,0.0421524,0.0
Ca_17471,1.13767,1.58533,0.305912,0.680231
Ca_17472,122.254,112.318,65.315,84.5256
Ca_17473,79.7974,71.1568,26.6086,16.6837
Ca_17474,4.67575,1.22197,0.801843,1.18511
Ca_17475,79.4431,98.8159,90.397,71.0088
Ca_17476,18.1273,0.338556,19.3816,8.39281
Ca_17477,0.114252,0.0576325,0.017666,0.111209
Ca_17478,23.2905,19.6707,27.1725,21.1567
Ca_17479,15.0716,19.5364,7.00895,4.4134
Ca_17480,1.6261,0.261532,0.738421,1.03136
Ca_17481,404.865,473.811,134.826,180.471
Ca_17482,18.7617,6.29203,2.16107,43.1307
Ca_17483,3.37371,4.4236,7.90846,4.21177
Ca_17484,33.1178,69.8818,13.3804,23.2747
Ca_17485,4.90953,3.98587,6.18627,2.54743
Ca_17486,0.110903,0.0413408,0.227091,0.197577
Ca_17487,41.1197,50.1731,22.7017,29.8779
Ca_17488,15.3965,14.4298,18.0587,18.4323
Ca_17489,0.0,0.0,0.0,0.0
Ca_17490,1120.56,482.187,27.5099,76.4282
Ca_17491,0.151923,0.373773,0.0,0.0
Ca_17492,76.0481,22.4679,15.1115,56.5522
Ca_17493,34.2656,45.0077,8.87269,5.3203
Ca_17494,0.381702,0.504674,0.364738,0.418654
Ca_17495,6.38688,43.9902,5.85967,23.4148
Ca_17496,150.303,504.124,55.1845,54.4526
Ca_17497,8.44817,7.18277,5.0544,13.5727
Ca_17498,26.8982,25.6057,21.5105,27.1568
Ca_17499,0.0260015,0.0978038,0.125637,0.0210348
Ca_17500,1.38879,2.78902,27.6936,8.39338
Ca_17501,1.38879,2.78902,27.6936,8.39338
Ca_17502,15.5761,10.4302,0.0,0.0
Ca_17503,12.7277,15.6727,10.775,7.09852
Ca_17504,55.0664,29.7779,122.717,141.547
Ca_17505,0.0,0.0,0.0322732,0.0
Ca_17506,51.9441,13.3241,24.5394,1.08522
Ca_17507,195.82,36.1728,16.1488,23.3513
Ca_17508,34.8846,56.8974,9.86294,8.27177
Ca_17509,5.17313,5.23275,5.18771,10.9464
Ca_17510,28.4816,27.9794,25.3086,28.1575
Ca_17511,0.188651,0.0,3.43455,2.05679
Ca_17512,0.188826,0.102427,1.93399,1.04534
Ca_17513,2.34527,1.02704,0.682464,1.71981
Ca_17514,24.0585,63.9751,3.87012,4.53053
Ca_17515,1.22761,0.926065,2.73777,1.35976
Ca_17516,0.0,0.0,0.0,0.0
Ca_17517,43.2543,82.3467,138.048,21.593
Ca_17518,7.22888,12.5349,0.399622,0.606985
Ca_17519,24.9774,26.787,18.6098,46.5782
Ca_17520,16.2323,15.5108,17.5787,17.8361
Ca_17521,28.6353,72.3646,13.9188,10.7245
Ca_17522,7.27976,7.45452,8.50952,10.1423
Ca_17523,0.540055,0.711995,1.81481,3.36112
Ca_17524,19.7705,19.481,19.0249,14.7253
Ca_17525,6.12502,7.20951,90.2293,49.0177
Ca_17526,15.1953,13.3185,15.2049,11.4878
Ca_17527,15.7304,26.5172,7.43618,5.00081
Ca_17528,3.78545,3.596,3.73398,0.638596
Ca_17529,9.32473,21.7967,26.8059,4.40766
Ca_17530,5.13731,3.49437,0.0,0.0541082
Ca_17531,44.005,54.9623,29.9172,26.3457
Ca_17532,2.1114,1.04833,23.8819,36.957
Ca_17533,0.0,0.0,0.0,0.0
Ca_17534,21.8096,10.9817,5.23445,6.198
Ca_17535,4.67966,2.55586,0.129848,0.141623
Ca_17536,16.4307,13.6463,15.8739,9.7817
Ca_17537,0.0,0.0,0.0,0.0
Ca_17538,8.27566,9.43151,6.41722,6.79853
Ca_17539,0.0,0.0,0.0777022,0.0
Ca_17540,6.80904,2.30171,97.0199,87.8139
Ca_17541,0.0,0.36795,0.51727,0.445919
Ca_17542,0.0823265,2.40835,0.0315343,0.0
Ca_17543,0.0,0.0,0.0,0.0
Ca_17544,1.61656,0.938785,1.83652,0.643069
Ca_17545,0.0,0.0,0.0,0.0
Ca_17546,15.7327,33.3214,5.7093,4.65776
Ca_17547,176.438,192.271,216.351,161.275
Ca_17548,0.0,0.0,0.0,0.0
Ca_17549,0.0,0.0,0.0,0.0
Ca_17550,0.501795,0.322461,41.4124,56.3655
Ca_17551,0.0,0.0,0.0,0.0
Ca_17552,0.0,0.0,0.0,0.0
Ca_17553,48.8722,60.6561,17.8365,16.7041
Ca_17554,0.0,0.0,0.0,0.0
Ca_17555,0.395785,0.192827,1.69295,1.49667
Ca_17556,19.2947,83.968,72.7062,17.6851
Ca_17557,1.51896,4.78559,1.55676,2.98366
Ca_17558,0.0,0.0,0.0,0.0
Ca_17559,0.0,0.0,0.0,0.0
Ca_17560,17.0923,14.8745,10.5353,7.0389
Ca_17561,0.0,0.0,0.0,0.205334
Ca_17562,1.51133,4.58128,6.12707,2.35216
Ca_17563,0.0,0.0,1.23976,6.17137
Ca_17564,0.0,0.0,0.0,0.0
Ca_17565,0.0,0.0,0.0,0.0
Ca_17566,89.2149,93.8424,0.0458067,0.0474515
Ca_17567,73.7677,75.1579,27.2473,26.0759
Ca_17568,2.74182,4.06156,5.49724,0.932012
Ca_17569,4.89376,6.0416,1.53094,3.08413
Ca_17570,9.84855,19.1452,1.51725,4.26119
Ca_17571,1.18432,1.81363,2.83678,2.04489
Ca_17572,17.4775,8.20306,24.698,12.6546
Ca_17573,2.803,2.72049,0.177553,0.324141
Ca_17574,989.766,983.608,884.979,842.107
Ca_17575,1.45405,0.601954,1.35976,3.44329
Ca_17576,7.71476,20.5128,0.504372,1.01827
Ca_17577,28.5365,20.529,10.6747,10.8097
Ca_17578,0.710157,1.7304,0.680362,1.61524
Ca_17578,2.30622,0.503932,2.09937,1.7195
Ca_17579,19.4011,26.8415,18.8449,20.3768
Ca_17580,122.965,191.83,131.536,122.279
Ca_17581,12.3297,11.7976,20.9294,11.1165
Ca_17582,0.0286901,0.240418,0.0907944,0.331954
Ca_17583,5.30887,5.87404,2.48222,2.50892
Ca_17584,12.3564,16.5338,7.58926,13.3378
Ca_17585,0.0,0.0,0.0,0.0
Ca_17586,7.67976,8.44354,5.20665,8.90434
Ca_17587,10.6561,10.1028,11.5732,11.259
Ca_17588,0.672555,0.736433,1.1199,0.469053
Ca_17589,438.152,649.998,56.5373,215.203
Ca_17590,54.4552,32.032,14.9268,10.1468
Ca_17591,1.42407,1.76209,4.67659,4.71266
Ca_17592,0.442296,0.44972,0.168643,0.0873648
Ca_17593,19.0341,20.7776,16.3491,23.3631
Ca_17594,1.692,1.58154,1.50421,0.793824
Ca_17595,12.3665,12.9231,16.1585,16.9619
Ca_17596,0.0,0.0,0.0,0.0
Ca_17597,14.8559,23.4184,24.402,28.5127
Ca_17598,0.0,0.110011,0.0,0.0
Ca_17599,37.0826,4.16928,18.8277,55.8673
Ca_17600,27.2425,29.8111,20.905,8.90567
Ca_17601,48.1141,43.7126,46.682,21.6579
Ca_17602,48.1141,43.7126,46.682,21.6579
Ca_17603,16.2179,4.61769,61.3383,50.3111
Ca_17604,5.21896,3.94182,12.9339,4.53519
Ca_17605,15.0059,17.1727,13.292,13.7008
Ca_17606,38.3311,31.2235,31.0637,40.9496
Ca_17607,60.3448,65.0394,48.6493,43.1795
Ca_17608,6.65134,7.97974,8.45495,3.74601
Ca_17609,14.7193,14.4321,6.06404,8.39598
Ca_17610,0.0390548,0.355388,27.9445,15.5749
Ca_17611,275.952,162.388,122.494,38.4147
Ca_17612,1.84555,2.19318,0.798673,1.43069
Ca_17613,0.0,1.16971,0.108527,0.0
Ca_17614,2.23214,0.83948,1.72069,2.44338
Ca_17615,0.0,0.224453,0.623943,0.657137
Ca_17616,0.546963,1.0153,0.26952,0.110631
Ca_17617,18.5597,16.5295,15.8656,25.159
Ca_17618,55.8777,54.5848,20.9065,18.6337
Ca_17619,0.163122,0.0893666,1.12597,1.82394
Ca_17620,14.7683,10.4306,8.88513,14.1055
Ca_17621,101.714,108.159,10.7715,6.64661
Ca_17622,13.3126,8.34299,18.3453,17.8264
Ca_17623,38.0377,24.8078,44.2452,94.7826
Ca_17624,38.0377,24.8078,44.2452,94.7826
Ca_17625,46.3787,68.0827,59.3394,66.6921
Ca_17626,8.5955,8.06078,12.3791,33.4186
Ca_17627,3.3003,2.78903,2.99783,3.98648
Ca_17627,2.73269,1.51283,2.5065,2.36153
Ca_17628,312.274,351.912,317.561,234.884
Ca_17629,0.0,0.0,0.0,0.0
Ca_17630,10.6242,7.97507,5.23567,6.72557
Ca_17631,1.90353,2.78557,3.36984,3.44739
Ca_17632,45.259,46.767,27.1075,18.2799
Ca_17633,11.3091,11.6599,9.18092,6.70578
Ca_17634,11.8809,19.9773,6.3498,5.23956
Ca_17635,11.1287,11.7284,4.39984,10.8709
Ca_17636,53.925,46.6296,13.4013,36.2928
Ca_17637,0.208073,0.103729,0.206946,0.29109
Ca_17638,36.1047,46.9576,36.7486,52.4404
Ca_17639,0.0973017,0.0687593,10.5304,5.25802
Ca_17640,2.0957,11.0114,2.36202,1.20951
Ca_17641,0.0,0.0,1.17022,9.07715
Ca_17642,1.968,4.63378,14.2051,8.00683
Ca_17643,13.7503,24.8311,10.1377,9.36056
Ca_17644,21.5753,20.3833,11.6338,12.1874
Ca_17645,6.653,4.46919,8.26571,9.08309
Ca_17646,23.6834,24.2744,26.1888,40.1759
Ca_17647,255.532,202.069,151.688,180.993
Ca_17648,255.532,202.069,151.688,180.993
Ca_17649,0.357328,0.0,0.0,0.072988
Ca_17650,0.298547,0.0,0.0,0.0
Ca_17651,0.117195,0.293844,0.180255,0.0
Ca_17652,13.9798,10.6286,45.922,12.4757
Ca_17653,15.0238,14.5066,14.7726,18.3629
Ca_17654,15.1385,14.7402,245.525,184.004
Ca_17655,15.3646,11.4525,1.32542,3.06684
Ca_17656,1.30538,0.414793,0.868746,1.30235
Ca_17657,1124.62,904.844,1.10541,1.50369
Ca_17658,0.0,0.066205,0.0615092,0.0
Ca_17659,0.0,0.0,0.0,0.0
Ca_17660,6.45982,10.3962,6.41002,13.9516
Ca_17661,0.13429,0.0745812,0.0687868,0.0
Ca_17662,1.90646,1.77352,1.61715,2.60465
Ca_17663,1.69148,1.56094,4.52449,2.99837
Ca_17664,0.0,0.339785,1.09203,0.235879
Ca_17665,3.4863,7.63369,0.875083,0.307961
Ca_17666,32.1224,84.0954,12.7103,12.138
Ca_17667,10.8266,13.0235,9.8192,15.5911
Ca_17668,8.18336,3.22611,1.93787,0.625434
Ca_17669,4.68554,4.18427,5.4933,9.07486
Ca_17670,4.68554,4.18427,5.4933,9.07486
Ca_17671,8.58314,7.81756,2.21548,2.65322
Ca_17672,2.80882,13.9118,6.35359,3.25091
Ca_17673,11.999,12.435,11.141,7.04264
Ca_17674,0.0,0.890319,0.0,0.0
Ca_17675,0.0,0.0,0.0,0.0
Ca_17676,0.976347,1.38878,1.31535,1.9487
Ca_17677,34.6908,152.253,2.57251,10.8382
Ca_17678,26.4219,11.7825,2.90171,6.21501
Ca_17679,0.0,0.0,0.0,0.0
Ca_17680,16.4593,22.0523,19.3042,11.0766
Ca_17681,16.4593,22.0523,19.3042,11.0766
Ca_17682,0.0,0.0,0.0,0.0
Ca_17683,230.893,260.809,294.208,167.742
Ca_17684,43.8414,41.5098,16.7113,27.4553
Ca_17685,5.4563,6.59705,0.350872,0.425333
Ca_17686,11.9952,11.6018,17.1644,12.4605
Ca_17687,14.0157,13.8748,18.8746,58.971
Ca_17688,0.0,0.0,0.0,0.0
Ca_17689,0.0,0.0,0.0,0.0
Ca_17690,1.01591,10.1153,0.0,0.0
Ca_17691,39.5296,38.6924,27.0154,31.5343
Ca_17692,4.98363,5.4076,8.73384,8.59135
Ca_17693,310.352,179.809,0.0285444,0.119847
Ca_17694,11.5699,16.62,22.1424,17.4218
Ca_17695,14.7537,14.4914,8.43505,11.6704
Ca_17696,54.0885,81.4121,64.4999,69.3373
Ca_17697,39.8873,36.3309,30.3765,18.3658
Ca_17698,12.8768,9.22448,18.0561,13.6646
Ca_17699,0.322363,0.648214,0.875882,2.6027
Ca_17700,101.749,116.561,68.5933,111.919
Ca_17701,0.0,0.0,0.0,0.0
Ca_17702,0.0,0.0,0.0,0.0
Ca_17703,11.077,30.7331,0.145532,0.138369
Ca_17704,42.3365,45.6886,30.9216,37.6596
Ca_17705,16.8571,18.86,11.8422,14.9105
Ca_17706,74.9422,75.9096,69.9328,19.0191
Ca_17707,4.07662,4.71159,10.7605,8.25434
Ca_17708,0.0,0.0,0.0,0.0
Ca_17709,11.0372,44.1521,13.9473,51.8673
Ca_17710,0.0,0.0,0.0,0.0
Ca_17711,0.505112,0.247869,0.305635,0.319183
Ca_17712,267.322,366.52,104.471,172.462
Ca_17713,7.32283,14.878,9.24178,13.5804
Ca_17714,13.5053,15.8605,6.31967,23.6048
Ca_17715,4.62136,3.79278,2.52767,3.58517
Ca_17716,21.4278,18.2171,21.2783,23.0974
Ca_17717,2.50096,4.51901,15.805,7.9668
Ca_17718,25.0438,3.80772,61.7721,86.9705
Ca_17719,0.43334,1.3928,2.31435,1.31141
Ca_17720,8.62817,11.5768,1.00029,1.06035
Ca_17721,1.82906,2.67952,3.60813,1.61002
Ca_17722,1.20424,0.985399,3.33386,2.05239
Ca_17723,11.346,10.761,15.3134,20.892
Ca_17724,12.036,17.6195,22.426,26.4499
Ca_17725,10.9532,7.78221,14.3105,10.6848
Ca_17726,18.6132,13.0466,12.8428,11.816
Ca_17727,1.34029,0.249068,1.52692,2.40811
Ca_17728,3.51458,3.45699,11.3636,6.65378
Ca_17729,53.7229,34.2789,25.8418,28.8278
Ca_17730,3.2356,0.0498954,0.0,0.0
Ca_17731,9.03933,14.3375,13.8216,15.0965
Ca_17732,0.0,0.0,0.0470871,0.0980958
Ca_17733,0.0,0.0,0.0457724,0.190646
Ca_17734,0.0,0.0,0.0,0.0
Ca_17735,0.0843315,0.208407,19.2016,24.3982
Ca_17736,9.32423,9.03852,11.3201,12.5173
Ca_17737,20.8221,23.9611,25.1752,20.0381
Ca_17738,1.38807,2.54483,2.94511,2.31757
Ca_17739,7.42059,9.84968,7.66532,8.51106
Ca_17740,0.0,0.0265883,0.622104,0.676206
Ca_17741,21.7469,16.4956,296.66,390.719
Ca_17742,37.2396,39.0877,20.3618,23.2719
Ca_17743,1.04834,1.50711,0.603407,1.75314
Ca_17743,3.06957,4.09071,2.7725,4.54918
Ca_17744,323.106,168.129,282.051,207.178
Ca_17745,4.81012,3.49721,1.12984,0.736681
Ca_17746,100.142,133.145,31.3183,47.0315
Ca_17747,14.576,13.416,3.73583,2.54695
Ca_17748,3.74719,5.61957,7.31335,4.5051
Ca_17749,0.0,0.0,0.0,0.0
Ca_17750,15.8891,23.0029,23.9855,18.5241
Ca_17751,0.402141,0.440542,1.4904,0.445344
Ca_17752,183.754,325.921,0.0,0.0
Ca_17753,0.0,0.0,0.0,0.0
Ca_17754,27.3984,16.2336,4.02871,5.6464
Ca_17755,12.1318,9.23035,6.82997,6.07592
Ca_17756,1.8233,1.18807,1.65739,1.35634
Ca_17757,0.0,0.0,0.0,0.0
Ca_17758,2.64792,1.9361,0.388998,0.743792
Ca_17759,3.69071,20.581,1.13886,0.694495
Ca_17760,40.1375,22.9892,279.153,220.472
Ca_17761,0.258212,0.29991,0.03956,0.082917
Ca_17762,16.8442,14.3685,27.5295,23.6572
Ca_17763,0.250732,2.11089,16.9376,4.11618
Ca_17764,0.0,0.0,0.608439,0.649358
Ca_17765,7.06967,14.4098,1.5818,5.15921
Ca_17766,36.3326,31.1303,10.1539,152.59
Ca_17767,34.4413,31.3917,31.0808,32.6894
Ca_17768,0.0,0.0,0.23536,0.0
Ca_17769,6.95132,8.12934,22.3528,14.5971
Ca_17770,111.118,73.455,23.0165,7.04677
Ca_17771,0.103742,0.338967,0.0392809,0.123633
Ca_17772,3.83772,14.0219,0.33892,0.207511
Ca_17773,1.20141,1.27943,4.87898,2.13914
Ca_17774,0.136863,0.175035,0.0,0.0845594
Ca_17775,1.38933,0.477786,11.369,22.3452
Ca_17776,8.68369,9.51972,11.8959,9.61943
Ca_17777,3.49808,6.42118,1.17404,5.5796
Ca_17778,2.77122,2.18667,3.67964,1.7644
Ca_17779,11.0309,8.85142,15.0308,11.7427
Ca_17780,1.21769,2.07905,33.233,31.8917
Ca_17781,17.7978,25.1141,16.7489,15.9584
Ca_17782,8.3459,10.5226,7.30441,9.55936
Ca_17783,0.0,0.0,0.958824,0.138838
Ca_17784,1.29336,1.8135,0.0184474,0.71064
Ca_17785,5.88813,5.57171,7.68308,8.11979
Ca_17786,12.9112,12.2044,13.2206,14.3617
Ca_17787,2.76442,6.08569,9.6374,3.84339
Ca_17788,14.3151,15.5742,10.2335,3.73313
Ca_17789,99.3771,130.858,132.592,73.5897
Ca_17790,0.0,0.0,0.0,0.0
Ca_17791,5.63055,16.7997,0.134969,0.034203
Ca_17792,0.0,0.0,0.0,0.0
Ca_17793,18.8606,19.1665,19.4921,22.8375
Ca_17794,8.80137,7.14277,9.38509,4.48025
Ca_17795,31.4922,58.359,34.9154,44.5706
Ca_17796,29.3666,37.54,31.4807,27.3508
Ca_17797,0.0,0.0,0.0,0.0
Ca_17798,36.3969,27.4747,3.62708,3.94409
Ca_17799,0.0,0.0,0.0,0.0
Ca_17800,0.0,0.0,0.0,0.0
Ca_17801,10.8211,13.8397,14.779,18.3658
Ca_17802,0.0,0.0,0.0,0.0
Ca_17803,5.30605,4.49383,7.05883,4.8424
Ca_17804,10.0064,7.69884,10.182,9.01874
Ca_17805,13.6746,4.32452,1.55832,4.2574
Ca_17806,48.3954,32.639,17.3181,39.7062
Ca_17807,115.49,21.9738,21.5661,18.2671
Ca_17808,3.93444,7.71263,3.66901,14.8939
Ca_17809,11.5808,11.8498,11.1923,7.13966
Ca_17810,0.552854,2.23558,1.73489,0.771196
Ca_17811,4.97847,9.68994,4.36902,3.90402
Ca_17812,111.62,109.168,60.364,85.3461
Ca_17813,20.8713,20.1898,12.47,7.69669
Ca_17814,0.0,0.0,0.0,0.0
Ca_17815,32.8106,35.8732,27.5328,32.9264
Ca_17816,19.7375,31.871,12.3441,13.5888
Ca_17817,24.7191,19.2997,15.5342,24.9384
Ca_17818,0.0359455,0.0,0.0551367,0.0
Ca_17819,0.0,0.0,0.0,0.0
Ca_17820,5.07417,1.53456,27.7194,13.0406
Ca_17821,7.29867,8.57705,9.84628,14.5705
Ca_17822,0.692961,0.219876,0.533137,0.509847
Ca_17823,2.53678,4.35562,3.741,6.65569
Ca_17824,3.82618,4.94195,11.9778,2.22494
Ca_17825,51.391,52.2278,59.5779,44.859
Ca_17826,1.64902,2.50789,5.16339,2.34802
Ca_17827,3.55753,4.1876,30.0557,20.7362
Ca_17828,3.55753,4.1876,30.0557,20.7362
Ca_17829,1.08004,1.84413,1.02193,1.54989
Ca_17830,2.49362,3.7576,2.4245,1.11055
Ca_17831,163.241,85.861,90.9856,35.121
Ca_17832,0.0672447,0.0323822,68.431,83.9761
Ca_17833,215.561,283.418,310.332,129.845
Ca_17834,0.0,0.165208,0.0,0.0
Ca_17835,0.0,0.0,0.0,0.0
Ca_17836,0.927428,1.08962,1.65715,0.96237
Ca_17837,0.0666085,0.0,0.0772513,0.0
Ca_17838,3.18829,4.21889,5.30941,5.73532
Ca_17838,2.8651,4.56795,4.1636,5.62039
Ca_17839,7.89612,24.1964,11.2498,2.37589
Ca_17840,13.7997,12.9692,4.5874,6.65207
Ca_17841,0.0,0.482648,0.0501516,1.82519
Ca_17842,0.0,0.0,0.0998425,0.103733
Ca_17843,0.0,0.0,0.0,0.0
Ca_17844,0.367505,0.170177,11.6756,9.20892
Ca_17845,26.4032,25.6406,12.9368,21.0105
Ca_17846,2.42836,0.99722,0.516915,2.1373
Ca_17847,19.0642,22.0621,16.4528,22.0061
Ca_17848,29.5016,20.7417,19.2969,10.7471
Ca_17849,1.30791,3.0286,0.753954,1.6227
Ca_17850,0.0,0.0,0.0,0.0
Ca_17851,18.3046,16.3706,21.1022,15.9222
Ca_17852,1.31214,1.03038,6.87916,5.14399
Ca_17853,26.8631,23.2406,42.5025,57.9625
Ca_17854,0.0,0.0,0.0,0.0
Ca_17855,55.1802,18.5262,12.9362,23.3338
Ca_17856,0.0,0.0,0.0,0.0
Ca_17857,7.50898,27.1656,55.6583,67.8726
Ca_17858,2.20873,1.4602,1.57874,5.25316
Ca_17859,5.3225,4.52815,7.39242,6.45302
Ca_17860,0.726385,1.13457,0.655392,6.43647
Ca_17861,5.79652,5.35861,7.43909,12.5927
Ca_17862,0.0,0.0,0.0,0.0
Ca_17863,5.37793,16.3583,31.1733,17.6298
Ca_17864,10.9863,9.53632,10.8923,12.8653
Ca_17865,6.3732,6.22052,27.8354,28.6767
Ca_17866,12.8277,10.8689,1.38833,1.70434
Ca_17867,0.0,0.0,14.2777,15.7237
Ca_17868,0.963103,0.528191,0.0,0.0
Ca_17869,0.319575,1.22242,1.83996,0.401423
Ca_17870,64.4514,43.2768,69.3977,212.009
Ca_17871,2.84169,2.05359,4.22844,4.27411
Ca_17872,7.1341,12.4052,13.3034,12.6813
Ca_17873,10.024,6.72527,9.7281,6.947
Ca_17874,20.867,16.2622,27.6561,40.0307
Ca_17875,1.1177,6.93606,1.34115,0.652087
Ca_17876,0.0,0.0,0.0,0.0
Ca_17877,0.0827274,0.0,0.401721,0.225857
Ca_17878,12.421,8.5451,8.13057,10.4037
Ca_17879,8.10086,10.1193,5.81597,6.68192
Ca_17880,2.48331,0.32094,0.0299902,0.0936292
Ca_17881,0.0,0.0,0.0,0.0
Ca_17882,0.0,0.0,0.0,0.0
Ca_17883,0.0,0.0,0.0,0.0
Ca_17884,0.0,0.0,0.0,0.0
Ca_17885,0.0,0.0,0.0,0.0
Ca_17886,0.0,0.0,3.45855,0.745802
Ca_17887,0.0,0.195863,0.0,0.0
Ca_17888,0.0,0.0,0.0,0.0
Ca_17889,25.3446,24.6437,62.3643,181.797
Ca_17890,0.0,0.343021,0.323336,0.336976
Ca_17891,330.119,313.245,314.716,161.905
Ca_17892,8.02777,6.90204,11.0183,6.56131
Ca_17893,50.658,193.921,19.1805,18.5587
Ca_17894,12.1857,9.35059,10.3393,5.43338
Ca_17895,14.4261,26.7429,15.9655,23.4279
Ca_17896,8.67913,4.46966,6.34995,9.40329
Ca_17896,8.61438,4.15323,12.3421,13.2858
Ca_17897,0.200481,1.49091,132.687,107.088
Ca_17898,14.0853,36.7587,1.46006,4.09783
Ca_17899,14.6518,19.6071,5.5616,4.64268
Ca_17900,41.9371,47.6901,10.6564,10.2144
Ca_17901,0.0,0.0,0.464313,0.0
Ca_17902,14.1487,8.46015,12.5249,11.5838
Ca_17903,12.6926,15.9439,0.81616,0.62417
Ca_17904,1.82643,1.89444,10.4275,1.66014
Ca_17905,27.5618,25.8112,0.964491,2.58399
Ca_17906,31.7615,38.0226,2.02629,10.4677
Ca_17907,47.8029,124.628,59.0165,38.2075
Ca_17908,24.29,21.1402,40.6966,16.0912
Ca_17909,287.352,362.146,83.7306,109.126
Ca_17910,17.0883,18.0247,17.864,25.1466
Ca_17911,0.0,0.0,0.0,0.0
Ca_17912,0.0,0.0,0.0,0.0
Ca_17913,14.8206,19.0073,19.7925,34.6031
Ca_17914,9.87213,9.17851,29.0717,22.444
Ca_17915,10.8479,11.8291,7.28867,13.4716
Ca_17916,18.658,20.0934,76.7155,31.4381
Ca_17917,12.3048,8.28892,10.3837,5.72597
Ca_17918,17.9012,19.1646,17.419,16.1008
Ca_17919,0.0,0.0,0.0,0.0
Ca_17920,0.0,0.0,0.0,0.0
Ca_17921,0.0,0.0,0.0,0.0
Ca_17922,0.0,0.0,11.0597,10.0615
Ca_17923,0.0879649,0.220779,0.276262,0.359445
Ca_17924,0.0,0.0,0.0,0.0
Ca_17925,18.6496,17.3858,56.0186,18.1549
Ca_17926,0.0,0.0686181,0.0,0.872129
Ca_17927,0.0,0.0,0.0,0.0
Ca_17928,0.0,0.0,0.0272114,0.0
Ca_17929,11.8472,13.74,0.296761,0.621279
Ca_17930,0.0,0.0,0.0,0.0
Ca_17931,5.40115,15.1234,7.15579,13.4122
Ca_17932,0.0,0.0,0.0,0.0
Ca_17933,0.0,0.15429,0.0724136,0.0376765
Ca_17934,3.75117,7.30767,12.4899,3.30881
Ca_17935,0.0,0.0,0.0,0.0159769
Ca_17936,0.0648777,0.0,0.298869,0.390091
Ca_17937,0.0,0.0,0.0,0.0
Ca_17938,0.0,0.0,0.0,0.0
Ca_17939,0.0,0.0,0.0707339,0.0
Ca_17940,22.6254,35.5205,39.8635,52.8145
Ca_17941,13.9754,1.6241,17.548,15.6351
Ca_17942,3.01501,0.985884,0.0263216,0.13755
