Gene_identifier,Root-Control,Root-DS,Shoot-Control,Shoot-DS
Ca_00001,129.345,62.3321,54.9581,22.8119
Ca_00002,0.0,0.0,0.0,0.0
Ca_00003,89.4981,27.2471,98.2096,8.55491
Ca_00004,22.4533,18.6729,13.739,18.8906
Ca_00004,0.851815,0.418504,0.642646,0.839796
Ca_00005,0.469439,0.155218,0.284124,0.14865
Ca_00006,0.0,0.0,0.0,0.0
Ca_00007,0.0,0.0,0.0,0.0
Ca_00008,0.0,0.0,0.0,0.0
Ca_00009,0.0324868,0.0,0.0,0.131189
Ca_00010,0.0,0.0,0.0,0.0
Ca_00011,61.8319,57.4844,97.6369,65.5479
Ca_00012,8.5184,6.95863,3.2532,3.18728
Ca_00013,25.2623,24.9964,23.8884,32.2873
Ca_00014,5.39082,7.38972,5.38751,9.14815
Ca_00015,8.65817,7.95345,9.85349,5.09678
Ca_00016,6.65437,4.77954,12.3736,8.03874
Ca_00017,8.96448,11.4827,11.941,11.4928
Ca_00018,50.6749,58.7585,50.7842,46.4104
Ca_00019,3.92385,4.12068,5.43854,7.15127
Ca_00020,17.5472,13.2008,40.9676,59.6887
Ca_00021,32.0298,24.194,37.8158,12.6372
Ca_00022,25.3654,34.6223,127.558,66.6928
Ca_00023,36.1865,43.3338,52.4414,42.7031
Ca_00024,17.1089,24.0754,13.2724,20.1618
Ca_00025,21.9614,28.1988,11.8644,8.5405
Ca_00026,18.8224,17.8046,16.314,20.217
Ca_00027,96.635,165.149,178.36,61.2355
Ca_00028,0.0,0.122739,0.115945,0.181847
Ca_00029,43.1209,28.5683,38.5007,26.658
Ca_00030,2.88244,4.3481,0.995362,2.85263
Ca_00031,100.463,78.5877,1747.66,1098.44
Ca_00032,100.463,78.5877,1747.66,1098.44
Ca_00033,32.5267,52.7752,14.8131,19.1193
Ca_00034,6.11201,8.19808,11.3536,11.6326
Ca_00035,1.79117,2.12803,8.27246,2.59378
Ca_00036,63.9169,54.5494,22.124,89.941
Ca_00037,16.7291,19.9168,20.2554,24.3907
Ca_00038,2.17473,2.80179,0.992564,1.20456
Ca_00039,18.224,24.347,47.641,47.8474
Ca_00040,26.1143,20.1649,7.37488,13.328
Ca_00041,22.3153,18.4834,27.6786,16.6331
Ca_00042,1.84116,2.92699,3.48575,2.71522
Ca_00043,27.814,27.4084,22.1733,32.0852
Ca_00044,0.0366342,0.539001,0.141321,0.0884508
Ca_00045,0.0891438,0.514429,0.0,0.0
Ca_00046,33.4644,35.9366,40.8084,25.9003
Ca_00047,15.0441,17.0814,26.9161,27.9194
Ca_00048,7.24971,8.7808,11.0689,8.87603
Ca_00049,5.05514,3.27082,16.1142,14.2764
Ca_00050,0.970336,0.32351,0.659782,1.57798
Ca_00051,47.0787,43.3403,38.751,58.382
Ca_00052,23.4416,19.7552,22.4508,20.6028
Ca_00053,0.45172,0.732513,3.11245,3.72499
Ca_00054,1.77069,5.62549,7.9552,1.04757
Ca_00055,0.116847,0.0323018,0.151053,0.158144
Ca_00056,24.0536,6.20704,54.5949,49.1022
Ca_00057,15.6321,11.3698,17.997,31.8205
Ca_00058,3.13784,2.85027,1.14309,1.05307
Ca_00059,2.48134,1.26673,3.49282,2.89861
Ca_00060,19.7985,19.1832,13.8493,11.4222
Ca_00061,2.81208,3.14062,21.6388,15.7536
Ca_00062,12.3911,9.98425,16.4831,14.5724
Ca_00063,0.297119,0.166387,0.799451,0.286737
Ca_00064,13.9078,17.0392,26.4732,14.496
Ca_00065,6.92342,8.07856,10.5426,10.6698
Ca_00066,72.5325,65.4301,70.5142,29.9776
Ca_00067,1.23975,1.74514,2.65598,1.04026
Ca_00068,3.79617,4.21186,5.48087,2.39551
Ca_00069,51.0856,45.3791,45.8232,42.118
Ca_00070,6.47262,4.86894,10.6788,5.10984
Ca_00071,20.6986,24.7191,17.1852,19.3597
Ca_00072,0.295061,2.27681,0.784874,1.39786
Ca_00073,0.390863,0.690514,0.812617,0.668546
Ca_00074,0.0716553,0.120025,0.11185,0.0292705
Ca_00075,0.0,0.0,0.0,1.26734
Ca_00076,116.164,128.053,63.8796,53.6201
Ca_00077,60.1282,57.7264,58.7062,42.5763
Ca_00078,8.05712,2.25075,3.23261,13.1848
Ca_00079,0.840662,0.0344878,3.73254,0.237705
Ca_00080,0.0879945,0.889635,0.0,0.0
Ca_00081,204.369,128.985,5.62287,27.213
Ca_00082,311.716,375.375,305.729,319.298
Ca_00083,11.7595,76.6564,3.4286,9.08113
Ca_00084,24.9412,30.2929,32.0318,29.4179
Ca_00085,5.15916,5.19071,3.24545,6.91439
Ca_00086,0.349383,0.109762,0.13531,0.459256
Ca_00087,0.0452172,0.133867,0.0180354,0.132458
Ca_00088,157.08,133.614,144.766,101.491
Ca_00089,157.08,133.614,144.766,101.491
Ca_00090,22.392,23.042,6.40837,16.0223
Ca_00091,39.6432,66.1154,19.5127,24.1076
Ca_00092,3.82572,5.02771,5.31318,3.94118
Ca_00093,10.1938,9.42871,5.61943,8.86147
Ca_00094,0.169953,0.358971,3.66301,6.31009
Ca_00095,1.63275,5.18709,2.1072,1.38619
Ca_00096,64.2058,21.0217,79.1242,39.9649
Ca_00097,24.5015,8.46426,16.6053,15.3779
Ca_00098,0.98505,16.5644,2.2597,61.176
Ca_00099,34.965,15.1733,20.1606,18.0707
Ca_00100,4.11096,4.8818,5.35064,5.51649
Ca_00101,0.0745264,0.0609982,0.0,0.0585361
Ca_00102,60.266,13.731,9.96801,8.02807
Ca_00103,0.210225,0.208914,0.541705,0.171979
Ca_00104,0.0,0.102213,4.03663,0.73882
Ca_00105,15.3631,9.64847,7.64903,7.15367
Ca_00106,37.2631,28.9882,19.1028,26.638
Ca_00107,33.4929,43.4899,34.5483,29.9919
Ca_00107,1.13819,0.593685,0.855213,1.69865
Ca_00108,0.0,0.115267,2.69658,0.450221
Ca_00109,9.26694,10.1972,6.17801,3.13384
Ca_00110,17.4241,32.7243,0.895263,5.98913
Ca_00111,7.96281,7.50034,0.263324,0.248746
Ca_00112,134.007,191.653,6.54172,5.456
Ca_00113,220.935,820.117,7.93334,8.38081
Ca_00114,7.90148,26.7923,5.07168,7.14993
Ca_00115,68.7299,50.637,224.167,184.646
Ca_00116,68.7299,50.637,224.167,184.646
Ca_00117,30.4777,12.4538,5.77984,4.29207
Ca_00118,1.35083,0.572425,0.167228,0.630839
Ca_00119,1.06147,1.47694,0.680318,0.300117
Ca_00120,48.2978,55.6925,23.1067,20.3463
Ca_00121,16.7871,12.8909,35.1835,33.4029
Ca_00122,16.7871,12.8909,35.1835,33.4029
Ca_00123,52.7013,45.8545,50.7929,33.5799
Ca_00124,3.71061,9.88779,15.0112,4.59461
Ca_00125,261.757,250.829,91.9766,111.897
Ca_00126,128.522,62.138,15.6877,6.72456
Ca_00127,0.0,0.0,0.0,0.0
Ca_00128,0.0,0.0,0.0,0.0
Ca_00129,0.0,0.0,0.0,0.0
Ca_00130,1.01731,0.0924128,0.0,0.0
Ca_00131,49.2996,61.664,65.2666,34.7006
Ca_00132,0.590627,1.58249,0.0774772,0.46622
Ca_00133,6.88849,5.76698,4.35678,6.7862
Ca_00134,0.1417,0.244051,1.48519,0.709698
Ca_00135,1.80937,6.0837,6.99941,2.31028
Ca_00136,43.243,44.6366,31.4847,41.4005
Ca_00137,8.1355,8.01078,9.0548,5.57963
Ca_00138,27.6572,9.82957,9.83409,6.47953
Ca_00139,13.8921,8.45411,0.137081,0.28576
Ca_00140,49.6118,43.6285,189.996,116.885
Ca_00141,7.73152,7.844,4.48365,3.96931
Ca_00142,10.8794,8.57784,13.5336,127.314
Ca_00143,11.1732,12.2954,7.43395,20.3072
Ca_00144,23.5038,32.1956,39.5984,58.126
Ca_00145,23.5038,32.1956,39.5984,58.126
Ca_00146,60.8966,73.6953,29.4106,105.856
Ca_00147,37.3225,37.6767,8.54471,12.6235
Ca_00148,5.12119,4.61914,10.1316,3.82516
Ca_00149,34.0041,113.654,34.6723,31.8486
Ca_00150,47.1111,38.6995,83.1666,25.1029
Ca_00151,16.2925,20.1054,13.0768,17.3734
Ca_00152,68.5932,23.5478,25.8398,11.6262
Ca_00153,9.10766,5.18106,2.42835,3.39562
Ca_00153,21.1382,3.06682,2.64381,3.16369
Ca_00154,28.0342,5.28093,6.9569,29.072
Ca_00155,34.2184,36.375,27.9046,45.289
Ca_00156,6.60469,12.6178,5.63861,2.16375
Ca_00157,62.3327,46.2011,41.9512,17.1855
Ca_00158,0.0806277,0.19921,0.43219,0.12872
Ca_00159,6.27849,7.21657,5.58652,8.8922
Ca_00160,6.6756,15.0338,5.84074,5.74216
Ca_00161,0.0342705,0.0570864,0.0532487,0.0277223
Ca_00162,5.8468,7.68877,6.62781,10.3098
Ca_00163,8.62102,7.87761,8.05271,7.73825
Ca_00164,11.474,14.9303,12.5062,14.1507
Ca_00165,257.474,345.981,367.935,235.35
Ca_00166,0.0,0.250654,0.116135,0.0303976
Ca_00167,10.1372,8.38558,10.786,8.9666
Ca_00168,4.06303,3.28628,4.70159,1.62803
Ca_00169,15.61,13.1851,16.2018,14.6991
Ca_00170,0.995625,6.51492,8.92338,3.70267
Ca_00171,0.995625,6.51492,8.92338,3.70267
Ca_00172,93.0747,76.4851,435.622,205.637
Ca_00173,52.4024,47.2683,35.1727,42.4739
Ca_00174,3.5301,4.87226,7.24386,0.801526
Ca_00175,1.31136,6.39065,16.2105,10.0526
Ca_00176,14.1093,62.3244,5.90814,11.7957
Ca_00177,22.8827,47.4559,13.3131,39.1197
Ca_00178,167.797,68.2018,87.8074,10.4062
Ca_00179,55.561,61.0945,18.0886,18.2048
Ca_00180,16.3415,17.5322,5.80351,13.5139
Ca_00181,0.702519,0.382651,0.0272535,0.714284
Ca_00182,8.15912,4.58088,5.53873,12.7648
Ca_00183,0.646155,5.86696,0.0,0.0
Ca_00184,107.63,86.827,72.7124,76.1232
Ca_00185,2.60634,3.69188,20.1193,34.8361
Ca_00186,10.8869,4.27326,937.521,772.401
Ca_00187,162.341,193.763,33.6975,8.34266
Ca_00188,162.341,193.763,33.6975,8.34266
Ca_00189,0.649433,1.31204,0.138156,0.375185
Ca_00190,31.8463,27.8657,25.1373,40.3366
Ca_00191,0.527769,0.892538,1.26695,0.441729
Ca_00192,21.1342,24.7489,20.1078,28.0511
Ca_00193,29.7623,29.2915,39.4209,52.3199
Ca_00194,2.53365,4.24395,24.7569,19.9795
Ca_00195,18.6889,16.6028,10.4299,28.4486
Ca_00196,41.9818,52.424,59.5114,40.5629
Ca_00197,1.24535,2.96029,2.58725,8.73548
Ca_00198,26.899,27.0965,14.2769,77.1767
Ca_00199,74.0453,108.575,8.02935,8.30314
Ca_00200,13.2509,17.0143,14.7223,28.7209
Ca_00201,53.6387,109.774,24.4896,44.7652
Ca_00202,28.703,27.3422,85.0863,92.3241
Ca_00203,22.8006,24.0056,28.5735,37.3429
Ca_00204,8.48313,13.3216,10.2069,14.1955
Ca_00205,1.76007,1.65151,2.41711,1.61378
Ca_00206,7.05542,9.46132,65.0796,43.7283
Ca_00207,32.0626,431.932,77.004,26.5828
Ca_00208,32.0626,431.932,77.004,26.5828
Ca_00209,9.27854,4.33491,5.4591,127.758
Ca_00210,37.4077,21.6149,13.0157,15.495
Ca_00211,18.682,16.7371,27.3361,24.346
Ca_00212,0.0,0.00863097,5.03584,3.34347
Ca_00213,10.4404,10.9748,144.559,117.373
Ca_00214,4.95202,2.89703,62.4404,43.2428
Ca_00215,1.17202,0.361864,15.2424,16.3044
Ca_00216,13.9141,19.3424,22.2068,10.3342
Ca_00217,24.7296,30.1252,25.415,25.7068
Ca_00218,28.4127,32.7781,4.811,14.8666
Ca_00219,4.86753,6.81057,3.91808,4.08341
Ca_00220,16.6855,26.8665,25.4706,22.7065
Ca_00221,1.75539,3.05641,0.879174,0.792903
Ca_00222,1042.9,976.328,105.088,611.956
Ca_00223,9.89439,7.57688,9.72855,10.955
Ca_00224,0.411647,0.675524,1.63258,2.78037
Ca_00225,16.5098,17.2993,8.68998,6.89235
Ca_00226,3.84659,3.17884,41.8447,125.366
Ca_00227,182.243,236.127,223.616,150.009
Ca_00228,0.0221629,0.0561881,0.103344,0.054294
Ca_00229,19.1313,9.56406,7.3444,14.63
Ca_00230,0.0,0.0,0.0,0.0
Ca_00231,18.7445,47.0683,34.217,26.7258
Ca_00232,53.7406,59.0333,81.0585,68.2607
Ca_00233,57.3892,92.4263,23.9703,100.859
Ca_00234,57.3892,92.4263,23.9703,100.859
Ca_00235,0.135561,0.0210738,0.0181249,0.093349
Ca_00236,18.5933,19.0162,23.3766,20.744
Ca_00237,34.4334,29.714,19.8056,26.6713
Ca_00238,27.8703,19.616,24.9478,31.1017
Ca_00239,14.8689,14.3036,12.558,11.0227
Ca_00240,3.22037,3.8268,8.20814,18.9826
Ca_00241,11.5432,10.1344,17.6099,27.897
Ca_00241,3.07568,1.9037,9.34284,11.0655
Ca_00242,1.38858,1.44636,2.22061,1.10057
Ca_00243,8.95677,9.85854,11.6331,4.97219
Ca_00244,11.9697,12.4606,10.6771,8.19416
Ca_00245,0.742486,1.09347,1.13432,0.474862
Ca_00246,3.57889,2.18075,5.51219,2.53248
Ca_00247,138.455,168.099,48.489,75.7158
Ca_00248,16.7803,19.4998,10.078,8.39158
Ca_00249,16.7803,19.4998,10.078,8.39158
Ca_00250,11.4601,7.20522,10.2038,14.9212
Ca_00251,0.71359,0.777141,1.28673,5.85537
Ca_00252,0.0,0.0266303,0.0,0.0260135
Ca_00253,0.0486854,0.0404219,0.970473,3.0451
Ca_00254,93.3457,90.4566,76.8163,85.6
Ca_00255,15.2582,11.5654,0.948566,3.33031
Ca_00256,19.2785,19.3355,13.5373,18.1833
Ca_00257,6.00946,25.6819,7.40917,5.89095
Ca_00258,599.965,413.657,128.015,678.904
Ca_00259,20.222,19.169,18.9357,22.9182
Ca_00260,13.9786,13.5234,33.2128,25.3717
Ca_00261,0.881831,0.796731,3.29028,2.31958
Ca_00262,14.5941,12.608,2.90815,8.92124
Ca_00263,10.8144,13.6839,16.0025,5.63606
Ca_00264,26.3943,36.1253,20.9424,38.8226
Ca_00265,2.94817,1.85383,8.27768,22.8264
Ca_00266,29.0437,27.682,0.292356,0.171739
Ca_00267,29.6006,36.9692,34.5144,5.89708
Ca_00268,26.7923,39.4201,15.0895,26.0665
Ca_00269,51.6937,47.3004,37.2732,36.0651
Ca_00270,0.837795,1.38711,4.48241,2.18728
Ca_00271,1.8688,4.27418,5.74323,5.57498
Ca_00272,0.743896,2.22387,4.39411,1.21869
Ca_00273,13.8815,18.4602,24.5774,43.8174
Ca_00274,9.06838,6.94569,2.63219,4.44578
Ca_00275,23.5481,15.6482,13.4655,19.7974
Ca_00276,0.0,0.0,0.0,0.0
Ca_00277,0.0,0.0,0.0,0.0
Ca_00278,8.19452,17.354,69.7804,22.7872
Ca_00279,1.80411,1.60379,1.29457,1.00124
Ca_00280,14.6242,8.92535,6.07684,7.39832
Ca_00281,32.35,23.109,18.4258,22.2286
Ca_00282,9.20206,8.15141,63.3579,33.2421
Ca_00283,0.0,0.0,0.0,0.0
Ca_00284,7.57017,6.76688,7.59911,363.035
Ca_00285,47.7963,50.031,43.1363,34.8026
Ca_00286,2.07647,2.35395,0.691715,0.720366
Ca_00287,1.29662,2.18862,0.647876,0.859437
Ca_00288,17.8086,17.5139,8.92161,10.2503
Ca_00289,0.0,0.0,0.0,0.0
Ca_00290,0.0,0.135857,0.0621405,0.0
Ca_00291,0.0,0.186015,0.0,0.0
Ca_00292,0.0,0.515842,0.0,0.0
Ca_00293,8.82365,24.3925,1.41772,1.91455
Ca_00294,37.2126,38.9447,38.6989,26.1778
Ca_00295,0.141272,0.0387606,0.0,0.0
Ca_00296,0.805791,0.937447,0.397241,0.264288
Ca_00297,20.4241,22.0607,19.0979,28.7499
Ca_00298,38.5363,23.7857,23.4883,18.2826
Ca_00299,87.2385,133.432,2.00018,2.40669
Ca_00300,28.7079,13.231,9.06863,6.27598
Ca_00301,6.22249,5.83041,16.1882,14.7664
Ca_00302,0.458098,2.09473,0.0,0.0895903
Ca_00303,29.5997,35.8327,29.3362,30.397
Ca_00304,13.4858,17.1651,16.2871,16.0684
Ca_00305,35.9012,11.1855,5.70129,7.58918
Ca_00306,15.8259,17.5259,3.80571,3.52955
Ca_00307,14.9855,11.7974,35.5105,26.3222
Ca_00308,4.94,18.0264,23.1104,3.74513
Ca_00309,4.64563,13.4593,7.43612,1.64645
Ca_00310,7.29549,4.81133,4.38002,9.04481
Ca_00311,2.93817,5.93179,10.9263,6.49945
Ca_00312,166.083,166.435,120.647,151.178
Ca_00313,2.65604,1.47179,3.54351,3.93424
Ca_00314,2.2776,1.62323,1.75248,0.980763
Ca_00315,14.2554,10.5176,4.43384,7.97096
Ca_00316,16.5249,22.0861,8.01792,19.6141
Ca_00317,0.0,0.0742127,0.0,0.0
Ca_00318,13.7143,16.197,17.0457,26.6044
Ca_00319,0.0,0.0539404,0.0,0.156195
Ca_00320,0.0,0.056827,0.0353755,0.0740069
Ca_00321,3.62482,2.28579,4.81815,4.41839
Ca_00322,6.63118,12.93,25.5935,39.4997
Ca_00323,20.9025,22.6973,23.4405,24.8341
Ca_00324,20.9025,22.6973,23.4405,24.8341
Ca_00325,24.8951,20.2523,7.67292,12.6931
Ca_00326,16.3711,16.4366,11.4999,18.623
Ca_00327,12.3562,3.56895,6.34204,9.73074
Ca_00328,6.83816,9.13756,4.32994,2.65132
Ca_00329,11.2519,5.93016,1.01891,0.500745
Ca_00330,1.52401,2.01339,0.0496458,0.0515347
Ca_00331,5.31699,12.1231,10.2838,13.5192
Ca_00332,14.6905,19.201,9.03284,14.6521
Ca_00333,14.6905,19.201,9.03284,14.6521
Ca_00334,0.0841598,0.209445,0.0,0.0
Ca_00335,0.388332,0.31644,1.22671,0.460455
Ca_00336,4.72744,51.579,2.81782,1.15632
Ca_00337,3.03931,5.88712,16.9,9.81351
Ca_00338,11.8612,7.81898,75.4233,68.9798
Ca_00339,17.8909,91.0177,10.627,11.7218
Ca_00340,0.483701,0.0,1.93349,1.10788
Ca_00341,4.70759,1.61076,0.504383,0.526144
Ca_00342,46.766,45.0492,18.2563,26.9849
Ca_00343,1.44536,2.18939,2.25947,2.54118
Ca_00344,21.3082,18.8489,9.54139,20.8857
Ca_00345,1.15282,4.29308,4.9748,1.5457
Ca_00346,131.753,35.9404,153.883,85.143
Ca_00347,6.59621,12.8264,12.8993,8.54961
Ca_00348,74.4154,81.0517,61.0466,56.0626
Ca_00349,74.4154,81.0517,61.0466,56.0626
Ca_00350,0.204934,0.0,0.0,0.162515
Ca_00351,63.0815,58.825,50.176,46.6771
Ca_00352,19.2283,34.2793,9.00777,6.34582
Ca_00353,0.0,0.650243,0.0,0.0
Ca_00354,0.0617783,0.411216,0.0,0.0
Ca_00355,42.1364,99.6181,28.2139,29.1686
Ca_00356,0.0,0.0,0.737224,1.04493
Ca_00357,0.0,0.0,0.0350729,0.0
Ca_00358,0.141673,0.0776834,0.143831,0.0751387
Ca_00359,0.725178,0.124102,59.9877,11.4111
Ca_00360,3.8004,2.67869,3.78961,3.00798
Ca_00361,0.245059,0.454908,15.7414,7.46916
Ca_00362,20.4155,8.17882,2.17617,38.1295
Ca_00363,57.0513,70.3023,54.3856,73.2787
Ca_00364,80.478,86.4107,52.9294,64.1219
Ca_00365,47.8262,44.7869,88.2286,73.113
Ca_00366,0.0,0.0,0.0,0.0
Ca_00367,0.0,0.0196275,0.0369868,0.0772231
Ca_00368,2.44423,1.78876,4.21077,3.15175
Ca_00369,0.567791,0.668037,0.505961,0.384045
Ca_00370,11.8614,14.1156,24.063,11.1148
Ca_00371,7.64471,30.1603,0.892496,2.59456
Ca_00372,82.7772,63.5116,98.3173,52.3673
Ca_00373,5.33077,3.51671,38.2266,21.5134
Ca_00374,0.0,0.0,0.0,0.0
Ca_00375,33.7003,22.1816,24.1431,25.2166
Ca_00376,128.17,126.182,157.749,279.067
Ca_00377,6.55674,5.2217,5.52937,5.19384
Ca_00378,11.262,8.95377,9.29583,7.34627
Ca_00379,6.20707,8.25261,19.7416,16.8093
Ca_00380,1.46274,2.43249,5.28135,1.4465
Ca_00381,0.147042,0.596773,0.663182,0.240385
Ca_00382,16.0404,15.555,7.00062,9.85561
Ca_00383,7.26282,7.632,8.60347,14.1257
Ca_00384,0.53186,0.89456,0.821091,0.171592
Ca_00385,2.43788,2.71255,11.7899,5.04
Ca_00386,74.0921,71.2271,54.4056,77.3212
Ca_00387,41.0778,49.0227,28.3856,29.692
Ca_00388,13.9287,13.8732,15.1944,20.4204
Ca_00389,1.69551,1.83,3.65263,2.80417
Ca_00390,15.1046,18.8564,10.4352,11.6815
Ca_00391,2.79363,2.07057,22.6749,23.1087
Ca_00392,0.0881741,0.112082,45.8349,28.5433
Ca_00393,0.0314291,0.0262208,0.462614,0.456408
Ca_00394,38.9177,34.6502,23.6439,21.2178
Ca_00395,286.855,382.992,147.626,250.749
Ca_00396,0.521385,0.853923,0.0573383,0.0
Ca_00397,76.8929,21.0806,8.63731,11.5253
Ca_00398,394.831,99.5517,9.39323,0.369019
Ca_00399,25.3681,28.8312,21.0933,29.1036
Ca_00400,2.00564,1.14376,0.354854,1.20813
Ca_00401,29.1746,26.3804,27.1455,46.038
Ca_00402,0.257996,0.105189,0.0,0.0
Ca_00403,7.20892,6.48478,7.68908,7.54191
Ca_00404,0.0,0.0,0.0,0.0
Ca_00405,0.0,0.0,0.0,0.0
Ca_00406,0.0,0.0,0.0,0.0
Ca_00407,0.0,0.0,0.0,0.0
Ca_00408,0.0,0.0,0.0,0.0
Ca_00409,0.0,0.0,0.0,0.0
Ca_00410,0.0,0.0,0.0,0.0
Ca_00411,0.0,0.0,0.0,0.0
Ca_00412,0.0,0.0,0.0,0.0
Ca_00413,0.0,0.0,0.0,0.0
Ca_00414,13.7467,22.4238,11.7782,12.8226
Ca_00415,8.13488,13.4141,12.2504,20.9144
Ca_00416,10.2392,5.6118,9.88032,28.7351
Ca_00417,0.0853968,0.139236,0.192233,0.202332
Ca_00418,0.294619,0.535449,4.01253,1.99454
Ca_00419,71.2615,94.1157,64.5558,52.5057
Ca_00420,0.231696,0.0625862,0.176777,0.400788
Ca_00421,1.04276,2.10638,2.26895,3.02877
Ca_00422,9.81324,5.7697,16.0885,6.09244
Ca_00423,101.014,112.053,89.7955,80.9305
Ca_00424,34.9983,28.6074,27.1288,21.4411
Ca_00425,5.74675,7.69659,23.7715,28.8001
Ca_00426,34.149,22.2984,14.4661,17.988
Ca_00427,15.072,14.9571,6.82951,6.43704
Ca_00428,0.280642,0.0416139,1.39008,0.736701
Ca_00429,95.85,53.9256,28.4351,21.8954
Ca_00430,0.0,0.0,0.118439,0.0
Ca_00431,16.0369,14.9766,11.7135,13.7916
Ca_00432,15.596,1.67216,16.0341,14.2571
Ca_00433,0.386663,1.32207,0.207583,0.596299
Ca_00434,56.8486,54.9106,53.586,50.0718
Ca_00435,56.8486,54.9106,53.586,50.0718
Ca_00436,1.31449,3.43882,3.56077,1.89143
Ca_00437,12.7048,18.7086,15.7001,12.9466
Ca_00438,45.0279,42.1927,18.5841,28.918
Ca_00439,0.0,0.820454,0.099985,0.0
Ca_00440,4.51255,13.3907,4.94927,3.51119
Ca_00441,9.22546,7.71318,13.029,10.403
Ca_00442,65.0779,77.976,30.1612,55.9077
Ca_00443,0.0,0.137273,0.126811,0.089142
Ca_00444,2.89168,8.3033,13.5775,4.57208
Ca_00445,0.251174,0.857962,2.40828,8.37499
Ca_00446,106.371,100.695,86.3379,65.6607
Ca_00447,20.8438,26.2334,26.5646,32.3912
Ca_00448,17.3203,14.9101,138.342,115.292
Ca_00449,12.9908,15.0982,12.4843,11.318
Ca_00450,12.9908,15.0982,12.4843,11.318
Ca_00451,37.0892,19.3372,15.2889,26.9411
Ca_00452,2.9795,11.019,14.2801,5.02297
Ca_00453,7.3317,2.5259,0.807354,1.17677
Ca_00454,5.23605,2.44861,15.2861,26.6816
Ca_00455,1.56428,1.5455,4.02389,3.82961
Ca_00456,8.11023,5.16007,2.26989,4.09194
Ca_00457,0.571129,0.00049262,1.07784,1.11911
Ca_00457,33.2445,24.6899,24.6452,21.4899
Ca_00458,40.2769,49.9387,26.6161,33.8672
Ca_00459,127.252,126.891,83.6205,49.9248
Ca_00460,18.9261,19.9885,20.2435,14.8969
Ca_00461,7.42969,0.44231,7.0449,4.5583
Ca_00462,10.1188,9.08682,93.5093,52.6517
Ca_00463,1.06808,1.37414,1.17067,1.69812
Ca_00464,3.61604,6.13233,0.413635,5.49127
Ca_00465,63.72,4.82073,0.0911591,6.96101
Ca_00466,44.6101,40.8631,34.6865,35.1842
Ca_00467,6.16951,2.47831,3.22985,1.34384
Ca_00468,0.423461,0.158432,0.41607,0.185737
Ca_00469,7.59098,8.1271,11.8041,9.64304
Ca_00470,24.1383,34.976,45.8769,44.6413
Ca_00471,24.1383,34.976,45.8769,44.6413
Ca_00472,3.09488,3.39436,2.13717,3.21545
Ca_00473,0.0,0.0966827,0.0723713,0.056709
Ca_00474,11.3219,13.9874,15.4295,17.3732
Ca_00475,9.82711,2.42365,4.84343,1.61699
Ca_00476,42.4476,63.1022,42.8553,60.4838
Ca_00477,16.7349,27.5952,16.6671,24.4624
Ca_00478,41.1574,172.031,46.1139,24.8377
Ca_00479,14.4243,14.2871,5.84714,7.81671
Ca_00480,25.3524,19.7116,22.5971,24.5562
Ca_00481,2.71627,2.76069,5.28335,3.47672
Ca_00482,6.75147,9.78419,8.83137,7.85152
Ca_00483,19.4291,8.32214,12.2145,14.4257
Ca_00484,1.2664,0.120171,16.8941,2.5399
Ca_00484,6.17728,3.61012,12.2759,10.0512
Ca_00485,25.1576,27.5545,27.3927,31.7579
Ca_00486,8.40222,5.75778,6.83761,6.80939
Ca_00487,5.04504,2.93328,5.56774,3.63893
Ca_00488,19.5857,20.2184,28.1874,25.2139
Ca_00489,9.1028,6.85909,11.3546,10.5721
Ca_00490,45.4256,45.9153,27.7874,29.4224
Ca_00491,7.96061,6.07776,5.33142,12.8368
Ca_00492,30.2853,34.719,18.5848,25.8741
Ca_00493,4.10536,5.6203,3.90244,7.6534
Ca_00494,1.04719,5.45416,0.0,0.201712
Ca_00495,20.0826,20.5082,0.0768474,0.1867
Ca_00496,1.30809,0.579826,27.9256,22.8071
Ca_00497,275.972,350.27,290.615,266.263
Ca_00498,10.7406,10.9022,19.9019,19.4085
Ca_00499,19.0479,28.6789,7.98424,14.2726
Ca_00500,13.309,18.6618,24.8261,17.6886
Ca_00501,2.10602,1.44312,2.35459,2.63397
Ca_00502,35.1309,36.6368,17.8703,44.0553
Ca_00503,35.1309,36.6368,17.8703,44.0553
Ca_00504,16.3594,16.6824,24.3521,17.0513
Ca_00505,1.0902,2.1847,1.43081,0.590379
Ca_00506,35.2541,41.1688,27.9527,40.221
Ca_00507,17.0988,4.67236,1724.97,1522.31
Ca_00508,0.0,0.137554,0.0,0.0
Ca_00509,6.50215,8.80891,6.04911,2.89427
Ca_00510,71.8834,65.1442,20.3935,27.4584
Ca_00511,26.3394,25.9777,15.1561,15.6635
Ca_00512,5.29364,3.45503,7.50336,6.67263
Ca_00513,8.48194,7.78265,11.6047,9.94773
Ca_00514,11.6704,6.46404,14.6713,14.6776
Ca_00515,15.3284,37.2538,19.3928,6.72425
Ca_00516,0.187827,0.15343,1.95063,0.149684
Ca_00517,5.61308,6.42319,16.6197,14.9318
Ca_00518,36.0642,41.2287,30.1692,43.2561
Ca_00519,30.835,29.1949,24.6197,25.9885
Ca_00520,5.16166,2.55095,3.34367,3.09695
Ca_00521,0.0,0.0,0.0,0.0
Ca_00522,97.3189,20.8158,24.5987,22.1129
Ca_00523,3.20549,2.5126,5.46228,2.46228
