test_id,gene,FPKM-DS-C,FPKM-DS-D,FPKM-DT-C,FPKM-DT-D
XLOC_006171,Ca_25774,0.0,0.0,0.0,0.0
XLOC_007556,Ca_25775,180.183,133.223,139.506,173.747
XLOC_007556,Ca_25776,180.183,133.223,139.506,173.747
XLOC_028519,Ca_25777,0.0,0.0,0.0,0.0
XLOC_028513,Ca_25778,0.0,0.0,0.0,0.0
XLOC_028514,Ca_25779,0.0,0.0,0.0,0.0
XLOC_028515,Ca_25780,0.0,0.0,0.0,0.0
XLOC_028516,Ca_25781,0.0,0.0,0.0,0.0
XLOC_028520,Ca_25782,0.0,0.0,0.0,0.0
XLOC_028517,Ca_25783,0.0,0.0,0.0,0.0
XLOC_028518,Ca_25784,0.55453,1.72318,1.29511,1.17546
XLOC_030223,Ca_25785,0.20473,0.325682,0.145813,0.239295
XLOC_030224,Ca_25786,0.0,0.0,0.0,0.0
XLOC_030225,Ca_25787,0.0,0.0,0.0,0.0
XLOC_030226,Ca_25788,0.0,0.0,0.0,0.0
XLOC_030227,Ca_25789,0.0,0.0,0.0,0.0
XLOC_030228,Ca_25790,3.93856,7.84382,8.43276,5.38154
XLOC_030222,Ca_25791,0.0,0.0,0.0,0.0
XLOC_030229,Ca_25792,0.0,0.0,0.0,0.0
XLOC_003209,Ca_25793,57.7533,46.2129,37.5115,40.6171
XLOC_003210,Ca_25794,0.0,0.0,0.0,0.0
XLOC_001582,Ca_25795,4.42422,5.15831,5.35382,4.5736
XLOC_001583,Ca_25796,0.772308,1.12459,1.43447,1.25046
XLOC_003211,Ca_25797,0.0,0.0,0.0,0.0
XLOC_003212,Ca_25798,0.0,0.090801,0.111033,0.0
XLOC_001584,Ca_25799,0.0,0.0,0.0,0.0
XLOC_001585,Ca_25800,10.9552,11.6662,19.0773,11.7589
XLOC_027103,Ca_25801,121.168,65.3475,52.2214,66.0571
XLOC_027104,Ca_25802,82.2766,73.1794,60.6355,98.1447
XLOC_027108,Ca_25803,0.106268,0.0,0.114307,0.0
XLOC_027105,Ca_25804,0.923949,0.0,0.53329,0.0
XLOC_027109,Ca_25805,5.24333,7.74967,2.58696,8.34463
XLOC_027106,Ca_25806,0.0,0.0,0.0,0.0
XLOC_027107,Ca_25807,0.0,0.0,0.0,0.0
XLOC_027110,Ca_25808,0.0,0.0,0.0,0.0
XLOC_030100,Ca_25809,0.189896,0.0,0.30518,0.0290575
XLOC_030101,Ca_25810,0.0,0.0,0.0,0.0
XLOC_030102,Ca_25811,11.1469,13.7577,15.8423,15.9306
XLOC_030098,Ca_25812,0.0,0.0,0.0,0.0
XLOC_030099,Ca_25813,0.0,0.0,0.0,0.0
XLOC_030103,Ca_25814,0.685836,0.0,0.0,0.0
XLOC_030104,Ca_25815,0.0,0.0,0.0,0.0
XLOC_030105,Ca_25816,0.0,0.0,0.0,0.0
XLOC_030471,Ca_25817,0.0,0.0,0.0,0.0
XLOC_030472,Ca_25818,0.0,0.0,0.0,0.0
XLOC_030473,Ca_25819,0.0,0.0,0.0,0.0
XLOC_030469,Ca_25820,0.0,0.0,0.0,0.0
XLOC_030470,Ca_25821,0.0,0.0,0.0,0.0
XLOC_030474,Ca_25822,0.0,0.0,0.0,0.0
XLOC_030475,Ca_25823,0.0,0.0,0.0,0.0
XLOC_030476,Ca_25824,0.0,0.0,0.0,0.0
XLOC_001394,Ca_25825,0.0,0.0,0.0,0.0
XLOC_003006,Ca_25826,5.42717,5.11625,6.52319,6.78024
XLOC_001393,Ca_25827,95.3854,63.5969,70.0933,63.0128
XLOC_003005,Ca_25828,0.0,0.0,0.0,0.0
XLOC_003004,Ca_25829,0.0,0.0,0.0,0.0
XLOC_003003,Ca_25830,0.0,0.0,0.0,0.0
XLOC_003002,Ca_25831,0.0,0.0,0.0,0.0
XLOC_003001,Ca_25832,0.0,0.0,0.0,0.0
XLOC_017533,Ca_25833,0.0,0.0,0.0,0.0
XLOC_017534,Ca_25834,0.0872934,0.0249084,0.09797,0.0
XLOC_017535,Ca_25835,3.11696,5.69068,4.20424,3.78642
XLOC_017536,Ca_25836,87.8426,68.8921,70.0585,56.7398
XLOC_017537,Ca_25837,0.0,0.0,0.0,0.0
XLOC_019458,Ca_25838,0.0315633,0.100292,0.036731,0.121162
XLOC_017538,Ca_25839,0.0,0.0,0.0,0.143258
XLOC_017539,Ca_25840,0.0,0.0,0.0,0.0
XLOC_030341,Ca_25841,0.0,5.18995,2.38329,0.858152
XLOC_030344,Ca_25842,0.0,0.0,0.0,0.0
XLOC_030345,Ca_25843,3.60615,1.091,1.78933,1.08503
XLOC_030342,Ca_25844,0.0,0.0,0.0,0.0
XLOC_030343,Ca_25845,0.0,0.0,0.435821,0.150668
XLOC_030346,Ca_25846,38.973,45.1491,39.6273,60.1438
XLOC_030347,Ca_25847,36.1303,45.1795,56.2059,39.5266
XLOC_030348,Ca_25848,3.50095,5.33222,5.52037,6.07006
XLOC_017909,Ca_25849,18.4999,22.6513,27.8794,39.8407
XLOC_017909,Ca_25850,18.4999,22.6513,27.8794,39.8407
XLOC_019857,Ca_25851,0.0,0.0,0.0,0.0
XLOC_017910,Ca_25852,0.0,0.0,0.0,0.0
XLOC_019858,Ca_25853,0.0,0.0,0.0,0.0
XLOC_019859,Ca_25854,0.0,0.0,0.0,0.0
XLOC_019860,Ca_25855,0.0,0.0,0.0,0.0
XLOC_017911,Ca_25856,0.0639929,0.0,0.141125,0.0547302
XLOC_028699,Ca_25857,0.0,0.0,0.0,0.019944
XLOC_028704,Ca_25858,5.51487,9.3367,9.7796,13.2429
XLOC_028700,Ca_25859,1.97656,4.2119,4.41167,3.7
XLOC_028705,Ca_25860,26.9171,18.2144,42.2315,13.8006
XLOC_028706,Ca_25861,0.0,0.0,0.0,0.0
XLOC_028702,Ca_25862,0.145252,0.265557,0.300624,0.247337
XLOC_028707,Ca_25863,128.182,83.0449,98.5132,97.7203
XLOC_028703,Ca_25864,0.0,0.0,0.0,0.0
XLOC_027791,Ca_25865,0.0,0.0,0.0,0.0
XLOC_027792,Ca_25866,0.0,0.0,0.0,0.0
XLOC_027793,Ca_25867,7.82827,9.20296,7.87792,10.9891
XLOC_027795,Ca_25868,2.63574,4.48507,3.66461,5.20171
XLOC_027796,Ca_25869,10.7894,5.44781,15.556,30.9718
XLOC_027797,Ca_25870,0.0,0.0,0.0,0.0
XLOC_027794,Ca_25871,0.0,0.0,0.0,0.0
XLOC_027798,Ca_25872,0.301683,0.0,0.310249,0.26278
XLOC_026155,Ca_25873,4.0895,8.15263,5.12023,8.25126
XLOC_026159,Ca_25874,0.0,0.0,0.0,0.0
XLOC_026160,Ca_25875,0.0,0.0,0.0,0.0
XLOC_026161,Ca_25876,0.0,0.0,0.0,0.119988
XLOC_026156,Ca_25877,0.632536,1.01361,1.5128,1.71569
XLOC_026157,Ca_25878,0.0,0.0206235,0.0,0.0
XLOC_026162,Ca_25879,0.0,0.0,0.0,0.0
XLOC_026163,Ca_25880,0.0,0.0,0.0,0.0
XLOC_003971,Ca_25881,0.0,0.0,0.0,0.0
XLOC_005115,Ca_25882,26.3573,38.3097,19.5484,32.696
XLOC_003972,Ca_25883,0.0,0.0,0.0,0.0
XLOC_003973,Ca_25884,0.0,0.0,0.0,0.0
XLOC_003974,Ca_25885,4.99011,10.2026,5.90827,5.9123
XLOC_003975,Ca_25886,0.34385,0.234617,0.203073,0.230365
XLOC_005116,Ca_25887,12.5619,16.3523,22.6225,14.4992
XLOC_003976,Ca_25888,13.3005,11.1518,10.6499,11.781
XLOC_014453,Ca_25889,0.0,0.0,0.119858,0.166172
XLOC_012821,Ca_25890,0.839363,0.427664,1.31631,0.153988
XLOC_014454,Ca_25891,0.0,0.0,0.0,0.0
XLOC_014455,Ca_25892,0.0,0.0,0.0,0.0
XLOC_014456,Ca_25893,21.0627,34.6217,24.0366,35.9947
XLOC_014457,Ca_25894,3.34745,5.05057,3.74342,4.22122
XLOC_014458,Ca_25895,0.0,0.0,0.0,0.0
XLOC_014459,Ca_25896,3.62228,5.7507,5.20169,7.16448
XLOC_028288,Ca_25897,0.0,0.0,0.0,0.0
XLOC_028289,Ca_25898,0.0,0.0,0.0,0.0
XLOC_028292,Ca_25899,1.56134,0.701401,3.92836,0.154275
XLOC_028294,Ca_25900,0.216914,0.492011,0.0484517,0.323434
XLOC_028295,Ca_25901,0.0,0.0,0.0,0.0
XLOC_028296,Ca_25902,0.0,0.0,0.0,0.0
XLOC_028290,Ca_25903,45.4008,54.2383,46.0457,73.6732
XLOC_028291,Ca_25904,0.348509,0.188722,0.0,0.0
XLOC_029277,Ca_25905,0.0,0.0,0.0,0.0
XLOC_029272,Ca_25906,0.0,0.0,0.0,0.0
XLOC_029273,Ca_25907,0.0,0.0,0.0,0.0
XLOC_029278,Ca_25908,0.0,0.0,0.0,0.0
XLOC_029274,Ca_25909,10.2062,22.9396,11.7631,25.7319
XLOC_029275,Ca_25910,0.0,0.0,0.0,0.101299
XLOC_029279,Ca_25911,0.0,0.0,0.0,0.0
XLOC_029276,Ca_25912,0.0,0.0,0.0,0.0
XLOC_025585,Ca_25913,0.0,0.0,0.0,0.0
XLOC_025586,Ca_25914,0.0,0.0,0.0,0.0
XLOC_025588,Ca_25915,0.0,0.136374,0.0,0.0973961
XLOC_025587,Ca_25916,9.02131,14.3792,14.4741,15.635
XLOC_025589,Ca_25917,0.120389,0.132797,0.100882,0.262928
XLOC_025590,Ca_25918,0.0,0.0,0.0,0.0
XLOC_025591,Ca_25919,0.0,0.0,0.0,0.0
XLOC_025592,Ca_25920,0.0,0.0,0.0,0.0
XLOC_004162,Ca_25921,2.92125,4.12067,4.09234,8.16825
XLOC_005320,Ca_25922,0.195107,0.0,0.0,0.0
XLOC_004161,Ca_25923,18.021,30.0038,26.8886,34.7147
XLOC_005319,Ca_25924,0.0661604,0.227808,0.123316,0.124939
XLOC_004160,Ca_25925,0.809802,0.878099,0.753895,0.846202
XLOC_004159,Ca_25926,0.0,0.0,0.0,0.0
XLOC_004158,Ca_25927,0.0,0.0,0.0,0.0
XLOC_005318,Ca_25928,0.0,0.0,0.0,0.0
XLOC_030254,Ca_25929,1.90952,2.36468,1.74876,1.0529
XLOC_030255,Ca_25930,457.39,316.109,351.817,387.54
XLOC_030256,Ca_25931,0.0,0.0,0.0,0.0
XLOC_030257,Ca_25932,0.0,0.0,0.0,0.0
XLOC_030258,Ca_25933,0.0,0.0,0.0,0.0
XLOC_030259,Ca_25934,0.0,0.0,0.0,0.0
XLOC_030260,Ca_25935,0.0,0.0,0.0,0.0
XLOC_030261,Ca_25936,11695.2,6670.09,6944.84,7082.65
XLOC_030240,Ca_25937,0.0,0.0,0.0,0.0
XLOC_030241,Ca_25938,0.0,0.0,0.0,0.0
XLOC_030236,Ca_25939,0.0,0.0,0.0,0.0
XLOC_030242,Ca_25940,0.0,0.0,0.0,0.0
XLOC_030237,Ca_25941,0.0,0.0,0.0,0.0
XLOC_030238,Ca_25942,0.0,0.0,0.0,0.0
XLOC_030243,Ca_25943,0.0,0.0633448,0.0854714,0.0
XLOC_030239,Ca_25944,0.0,0.0562078,0.100583,0.0291508
XLOC_026934,Ca_25945,3.08998,3.88534,1.40259,0.430994
XLOC_026936,Ca_25946,0.0967508,0.436249,0.399699,0.367154
XLOC_026939,Ca_25947,0.28865,0.791384,0.630639,0.713683
XLOC_026938,Ca_25948,19.3983,17.672,16.1906,19.272
XLOC_026940,Ca_25949,0.0,0.0,0.0,0.0
XLOC_026937,Ca_25950,40.2577,43.3514,43.663,63.4732
XLOC_026942,Ca_25951,0.0,0.503645,0.87107,1.11117
XLOC_026937,Ca_25952,40.2577,43.3514,43.663,63.4732
XLOC_030841,Ca_25953,0.0,0.0,0.0,0.0
XLOC_030845,Ca_25954,0.0,0.0,0.0,0.0
XLOC_030846,Ca_25955,0.778835,1.19944,1.62404,1.11652
XLOC_030842,Ca_25956,0.0,0.0,0.0,0.0
XLOC_030847,Ca_25957,0.0,0.0,0.0,0.0
XLOC_030843,Ca_25958,22.7187,26.5003,28.9157,25.1087
XLOC_030848,Ca_25959,0.624928,1.00829,0.993996,1.23277
XLOC_030844,Ca_25960,0.101446,3.71324,3.06666,1.87565
XLOC_019347,Ca_25961,0.0,0.0,2.19785,2.42674
XLOC_017433,Ca_25962,8.11609,5.0937,0.284715,0.921456
XLOC_017432,Ca_25963,0.56521,0.7093,0.20152,0.0
XLOC_019345,Ca_25964,0.0,0.0,0.0,0.0
XLOC_017431,Ca_25965,174.514,186.188,171.065,191.425
XLOC_017430,Ca_25966,0.50921,0.912857,0.265574,0.433727
XLOC_017429,Ca_25967,10.2248,15.2897,13.2515,11.2497
XLOC_017428,Ca_25968,0.0,0.0,0.0,0.0
XLOC_025485,Ca_25969,0.0,0.0,0.0,0.0
XLOC_025486,Ca_25970,0.0,0.0,0.0,0.0
XLOC_025487,Ca_25971,0.0,0.0,0.0,0.0
XLOC_025488,Ca_25972,0.754248,0.95361,0.582629,0.935175
XLOC_025489,Ca_25973,0.0,0.0,0.0,0.0
XLOC_025490,Ca_25974,0.0,0.0,0.0,0.0
XLOC_025491,Ca_25975,2.03365,3.24405,1.51304,1.46529
XLOC_025492,Ca_25976,8.31216,16.6407,14.2982,12.5896
XLOC_017457,Ca_25977,0.0,2.15187,3.29983,1.47873
XLOC_017458,Ca_25978,0.0,0.0,0.0,0.0
XLOC_017459,Ca_25979,0.0,0.0,0.0,0.0
XLOC_019381,Ca_25980,0.0,0.0,0.0,0.0
XLOC_017460,Ca_25981,0.0,0.0,0.0,0.0
XLOC_019382,Ca_25982,0.0,0.0,0.0,0.0
XLOC_019383,Ca_25983,0.0,0.0,0.0,0.0
XLOC_030832,Ca_25984,15.385,13.6191,14.888,13.143
XLOC_030833,Ca_25985,0.0,0.0,0.0,0.0
XLOC_030837,Ca_25986,0.0,0.0,0.0,0.0
XLOC_030834,Ca_25987,2.97616,4.67549,5.39174,4.19466
XLOC_030835,Ca_25988,19.9011,20.015,23.3085,25.5855
XLOC_030839,Ca_25989,6.64726,3.75475,4.82455,4.53342
XLOC_030836,Ca_25990,3.68225,3.62488,3.81137,3.64773
XLOC_028258,Ca_25991,0.0,0.0,0.0,0.0
XLOC_028254,Ca_25992,0.0,0.0,0.0,0.0
XLOC_028255,Ca_25993,1.69052,1.53682,1.84164,1.40453
XLOC_028256,Ca_25994,11.0935,11.8284,16.2039,9.68271
XLOC_028259,Ca_25995,0.0,0.0,0.0,0.0
XLOC_028260,Ca_25996,0.0257801,0.0201574,0.0300714,0.0209426
XLOC_028257,Ca_25997,0.148656,1.54632,2.05555,1.05939
XLOC_027115,Ca_25998,0.0,0.0,0.0,0.0
XLOC_027111,Ca_25999,0.0,0.0,0.0,0.0
XLOC_027112,Ca_26000,20.1895,28.9793,32.5025,35.2814
XLOC_027112,Ca_26001,20.1895,28.9793,32.5025,35.2814
XLOC_027113,Ca_26002,39.5447,10.9957,27.4385,30.6141
XLOC_027114,Ca_26003,61.3648,20.2635,37.3346,58.2768
XLOC_027116,Ca_26004,0.0,0.0,0.0,0.0
XLOC_028558,Ca_26005,0.0,0.0,0.0,0.0
XLOC_028561,Ca_26006,0.0,0.0,0.0,0.0
XLOC_028559,Ca_26007,0.0,0.0,0.0,0.0
XLOC_028560,Ca_26008,0.0,0.0,0.0,0.0
XLOC_028562,Ca_26009,0.0852614,0.0156594,0.112413,0.0882128
XLOC_028563,Ca_26010,0.0636604,0.0996999,0.0,0.0489336
XLOC_028564,Ca_26011,0.0,0.0,0.0,0.0
XLOC_022919,Ca_26012,338.173,354.739,340.656,169.847
XLOC_022918,Ca_26013,3.5221,4.12186,3.99187,4.92177
XLOC_021351,Ca_26014,17.9682,23.7701,23.0389,19.3795
XLOC_022917,Ca_26015,9.7906,8.49192,13.2971,8.88535
XLOC_022916,Ca_26016,5.03061,8.23993,6.85721,8.67497
XLOC_022915,Ca_26017,34.2143,42.4377,34.9746,48.0008
XLOC_021350,Ca_26018,16.6554,24.2483,27.2003,30.9151
XLOC_001664,Ca_26019,0.108497,0.205593,0.276042,0.165731
XLOC_003306,Ca_26020,0.0604014,0.0998694,0.0695581,0.0469053
XLOC_003307,Ca_26021,2.55345,0.0,3.34945,0.0
XLOC_003308,Ca_26022,0.0,0.0,0.0396238,0.0
XLOC_003309,Ca_26023,0.0,0.0,0.0,0.0
XLOC_003310,Ca_26024,0.0,0.0,0.0,0.0
XLOC_003311,Ca_26025,0.0,0.0,0.0,0.0
XLOC_028523,Ca_26026,0.0,0.0,0.0,0.0
XLOC_028521,Ca_26027,4.06156,8.95936,6.84339,8.54568
XLOC_028524,Ca_26028,26.7618,21.7824,35.9033,16.9379
XLOC_028525,Ca_26029,0.0,0.0,0.0,0.0
XLOC_028526,Ca_26030,0.079505,0.283874,0.293663,0.502527
XLOC_028522,Ca_26031,0.0,0.0,0.0,0.0
XLOC_028527,Ca_26032,0.0,0.0,0.0,0.0
XLOC_027992,Ca_26033,0.0,0.0,0.0,0.0
XLOC_027993,Ca_26034,0.880552,0.580387,1.10967,1.26914
XLOC_027994,Ca_26035,0.0291496,0.0,0.0625727,0.076104
XLOC_027995,Ca_26036,0.0,0.0,0.0,0.0
XLOC_027996,Ca_26037,0.0,0.0,0.0,0.0
XLOC_027997,Ca_26038,33.2466,20.9352,29.5508,29.7347
XLOC_027998,Ca_26039,0.0,0.0,0.0,0.0
XLOC_027171,Ca_26040,0.188562,0.322497,0.379996,0.360294
XLOC_027167,Ca_26041,12.4327,12.0496,13.7397,14.978
XLOC_027172,Ca_26042,0.0,0.0,0.0,0.0
XLOC_027173,Ca_26043,0.0,0.0,0.0,0.0
XLOC_027168,Ca_26044,0.0756865,0.084939,0.0452758,0.0618982
XLOC_027169,Ca_26045,0.0,0.0,0.0,0.0
XLOC_027170,Ca_26046,0.0372408,0.0,0.0,0.0
XLOC_026921,Ca_26047,0.479344,0.0,1.67548,0.0
XLOC_026922,Ca_26048,178.884,121.972,151.296,172.628
XLOC_026924,Ca_26049,0.0565537,0.0,0.0,0.106321
XLOC_026923,Ca_26050,0.0,0.0,0.0,0.0
XLOC_026925,Ca_26051,325.387,182.12,227.088,228.981
XLOC_026926,Ca_26052,27.0847,18.9114,52.9088,18.5052
XLOC_026927,Ca_26053,0.0,0.0,0.0,0.0
XLOC_029169,Ca_26054,0.0,0.0,0.0,0.0
XLOC_029172,Ca_26055,6.3153,9.69144,7.60013,6.97132
XLOC_029173,Ca_26056,0.221384,0.688859,0.786201,0.595566
XLOC_029174,Ca_26057,3.04792,3.42084,3.01505,3.35345
XLOC_029175,Ca_26058,6.4641,3.8075,8.26405,3.35902
XLOC_029170,Ca_26059,0.0,0.0,0.0,0.0
XLOC_029171,Ca_26060,0.0,0.0,0.0,0.0
XLOC_027432,Ca_26061,0.0,0.0,0.0,0.0
XLOC_027433,Ca_26062,0.0,0.0,0.0,0.0
XLOC_027436,Ca_26063,14.229,19.6953,23.6145,22.6205
XLOC_027437,Ca_26064,0.0,0.0,0.0,0.0
XLOC_027438,Ca_26065,0.0,0.0,0.0,0.0
XLOC_027434,Ca_26066,23.0743,25.4208,23.0133,26.0689
XLOC_027435,Ca_26067,20.3591,27.1804,17.8586,35.7123
XLOC_019257,Ca_26068,0.0863813,0.0684832,0.0,0.0822267
XLOC_019258,Ca_26069,9.45428,11.7862,10.4413,14.8874
XLOC_017343,Ca_26070,0.0,0.0,0.0,0.0
XLOC_017344,Ca_26071,0.0,0.0,0.0,0.0
XLOC_017345,Ca_26072,0.0,0.0,0.0,0.0
XLOC_019259,Ca_26073,5.44094,12.0796,5.21787,9.6172
XLOC_017346,Ca_26074,0.0,0.0,0.835678,0.0
XLOC_027701,Ca_26075,0.0,0.0,0.0,0.0
XLOC_027702,Ca_26076,0.0,0.0,0.0,0.0
XLOC_027706,Ca_26077,0.0,0.0,0.0,0.0
XLOC_027707,Ca_26078,0.0,0.230084,0.0,0.0
XLOC_027703,Ca_26079,26.0855,12.8444,82.6307,16.0409
XLOC_027704,Ca_26080,0.0,0.0,0.0,0.0
XLOC_027705,Ca_26081,0.0,0.0,0.0,0.0
XLOC_029374,Ca_26082,0.0725213,0.0749206,0.316884,0.347712
XLOC_029375,Ca_26083,0.0,0.0,0.0,0.0
XLOC_029378,Ca_26084,0.0,0.0,0.0,0.0
XLOC_029376,Ca_26085,0.0,0.0,0.0,0.0
XLOC_029379,Ca_26086,0.0,0.0,0.0,0.0
XLOC_029377,Ca_26087,0.0,0.0,0.0,0.0
XLOC_029380,Ca_26088,0.0,0.0,0.0,0.0
XLOC_028011,Ca_26089,5.59451,3.07102,4.89758,8.70202
XLOC_028017,Ca_26090,0.0,0.0255297,0.0,0.0661208
XLOC_028012,Ca_26091,0.0,0.0,0.0,0.0
XLOC_028013,Ca_26092,0.0713283,0.0385851,0.0830434,0.182919
XLOC_028014,Ca_26093,0.220631,0.0,0.522896,0.129865
XLOC_028015,Ca_26094,1.28122,0.379292,1.7705,0.828446
XLOC_028016,Ca_26095,0.0722462,0.368837,0.0,0.181758
XLOC_003079,Ca_26096,0.0,0.22854,0.3664,0.0893845
XLOC_003080,Ca_26097,0.0,0.0,0.104517,0.0
XLOC_003081,Ca_26098,0.0,0.0,1.54092,1.01258
XLOC_003082,Ca_26099,0.0,0.0,0.358237,0.251581
XLOC_003083,Ca_26100,0.0,0.0,0.282352,0.067478
XLOC_003084,Ca_26101,0.0,0.0,0.0857812,0.177815
XLOC_001454,Ca_26102,0.0,0.0,0.0,0.0
XLOC_027507,Ca_26103,0.0,0.0,0.0,0.0
XLOC_027503,Ca_26104,0.0,0.0,0.0,0.0
XLOC_027508,Ca_26105,0.0,0.0447184,0.0,0.0
XLOC_027504,Ca_26106,0.0,0.0,0.0,0.0
XLOC_027505,Ca_26107,0.0,0.0,0.0,0.0
XLOC_027506,Ca_26108,0.0,0.0,0.0,0.0
XLOC_027509,Ca_26109,0.0,0.0,0.0,0.0
XLOC_025753,Ca_26110,0.0,0.0,0.0,0.0
XLOC_025756,Ca_26111,0.0,0.0,0.0,0.0
XLOC_025757,Ca_26112,1.07034,0.0,3.99269,1.35507
XLOC_025758,Ca_26113,0.0,0.0,0.0,0.0
XLOC_025754,Ca_26114,0.0,0.0,0.0,0.0
XLOC_025759,Ca_26115,0.0,0.0,0.0,0.0
XLOC_025755,Ca_26116,0.0,0.0,0.0,0.0
XLOC_019344,Ca_26117,0.0,0.67837,2.5167,1.13352
XLOC_019343,Ca_26118,30.6819,48.3843,47.7908,52.5239
XLOC_019342,Ca_26119,13.623,16.572,17.0532,15.8912
XLOC_019341,Ca_26120,0.266881,0.0566086,0.215531,0.542726
XLOC_019340,Ca_26121,1.43608,2.72976,3.31139,3.27737
XLOC_017427,Ca_26122,18.5932,20.9204,25.0872,24.0049
XLOC_019339,Ca_26123,0.0,0.0,0.0,0.0
XLOC_003027,Ca_26124,0.0,0.0,0.0,0.0
XLOC_001411,Ca_26125,0.0,0.0,0.0,0.0
XLOC_001412,Ca_26126,0.0,0.0,0.0,0.0
XLOC_001413,Ca_26127,0.0,0.0,0.0,0.0
XLOC_001414,Ca_26128,10.0196,7.78378,5.97095,5.45125
XLOC_001415,Ca_26129,3.61021,4.27141,5.65399,3.0067
XLOC_003028,Ca_26130,0.0,0.0,0.0,0.0
XLOC_028894,Ca_26131,0.0,0.0,0.0,0.0
XLOC_028895,Ca_26132,0.0,0.0,0.0,0.0
XLOC_028896,Ca_26133,0.0,0.0,0.0,0.0
XLOC_028892,Ca_26134,0.0,0.0,0.0,0.0
XLOC_028897,Ca_26135,0.0,0.0,0.0,0.0
XLOC_028898,Ca_26136,0.0,0.0,0.0,0.0
XLOC_028893,Ca_26137,0.342359,1.39863,0.560219,0.395163
XLOC_027423,Ca_26138,0.0754573,0.240131,0.082537,0.176391
XLOC_027428,Ca_26139,0.0,0.0,0.0,0.0
XLOC_027424,Ca_26140,12.263,12.5775,17.6224,18.8752
XLOC_027425,Ca_26141,41.2848,29.0209,30.6233,32.2072
XLOC_027429,Ca_26142,16.7855,22.7424,15.6735,19.8566
XLOC_027426,Ca_26143,0.0,0.0,0.0,0.0
XLOC_027427,Ca_26144,0.0,0.0,0.0,0.0
XLOC_026910,Ca_26145,0.3469,0.346745,0.789724,0.583195
XLOC_026913,Ca_26146,13.4523,16.9053,28.1344,18.8328
XLOC_026911,Ca_26147,0.0,0.109136,0.0419525,0.0628762
XLOC_026912,Ca_26148,0.0,0.0,0.0,0.0
XLOC_026914,Ca_26149,0.0,0.153335,0.194778,0.0761407
XLOC_026915,Ca_26150,579.002,449.205,352.494,469.201
XLOC_026916,Ca_26151,0.0,0.0,0.0,0.0
XLOC_028793,Ca_26152,0.0,0.0,0.0,0.0
XLOC_028796,Ca_26153,23.1988,27.6904,37.8603,39.4794
XLOC_028796,Ca_26154,23.1988,27.6904,37.8603,39.4794
XLOC_028794,Ca_26155,0.0,0.0,0.0,0.0
XLOC_028795,Ca_26156,1.505,4.12408,0.983415,1.20143
XLOC_028797,Ca_26157,1.6343,0.902992,1.36459,1.26548
XLOC_028798,Ca_26158,10.7404,18.1195,2.04035,8.33675
XLOC_027868,Ca_26159,0.0,0.0,0.0,0.10915
XLOC_027869,Ca_26160,20.9922,15.8036,9.71943,18.5359
XLOC_027870,Ca_26161,0.121991,0.163653,0.390592,0.378177
XLOC_027871,Ca_26162,0.0,0.0,0.0,0.0
XLOC_027872,Ca_26163,0.0,0.0,0.0,0.0
XLOC_027867,Ca_26164,6.21027,4.34058,5.60423,6.87837
XLOC_027873,Ca_26165,0.0,0.0,0.0,0.0
XLOC_023582,Ca_26166,0.0,0.0,0.0,0.0
XLOC_021946,Ca_26167,0.0,0.0,0.0,0.0
XLOC_021947,Ca_26168,0.0,0.0,0.0,0.0
XLOC_023583,Ca_26169,0.0,0.0,0.0,0.0
XLOC_021948,Ca_26170,0.0,0.0,0.0,0.0
XLOC_023584,Ca_26171,0.18742,0.0932622,0.0,0.0
XLOC_021949,Ca_26172,0.0,0.0,0.0,0.0
XLOC_030374,Ca_26173,0.0,0.0,0.0,0.0
XLOC_030375,Ca_26174,0.0,0.0,0.0,0.0
XLOC_030376,Ca_26175,66.8436,77.3419,77.9154,95.6842
XLOC_030376,Ca_26176,66.8436,77.3419,77.9154,95.6842
XLOC_030378,Ca_26177,2.55006,4.0668,3.47083,3.76389
XLOC_030379,Ca_26178,915.262,497.369,530.124,553.501
XLOC_030377,Ca_26179,13.0024,12.4668,13.6652,12.8342
XLOC_025933,Ca_26180,0.0,0.0,0.0,0.0
XLOC_025938,Ca_26181,0.0,0.0,0.0,0.0
XLOC_025934,Ca_26182,2.84819,3.0926,2.0233,3.73013
XLOC_025935,Ca_26183,0.0,0.0,0.0,0.0
XLOC_025936,Ca_26184,14.4883,18.4064,11.5483,16.5446
XLOC_025937,Ca_26185,12.1756,12.2005,18.1342,17.1056
XLOC_025939,Ca_26186,0.0,0.0,0.0,0.0
XLOC_029034,Ca_26187,0.0718162,0.150625,0.0,0.0
XLOC_029035,Ca_26188,0.0,0.0,0.0,0.0
XLOC_029036,Ca_26189,0.0,0.0,0.0,0.0
XLOC_029037,Ca_26190,0.0,0.0,0.0,0.0
XLOC_029032,Ca_26191,0.0,0.0,0.0,0.0
XLOC_029033,Ca_26192,0.0,0.0,0.0,0.0
XLOC_029038,Ca_26193,0.0,0.0,0.0,0.0
XLOC_012810,Ca_26194,0.0,0.0,0.0,0.0
XLOC_012811,Ca_26195,0.0,0.0,0.0,0.0
XLOC_012812,Ca_26196,0.0,0.0,0.0,0.0
XLOC_012813,Ca_26197,0.0,0.0,0.0,0.0
XLOC_014447,Ca_26198,0.0,0.21711,0.0,0.173905
XLOC_012814,Ca_26199,0.0,0.0,0.0,0.0
