test_id,gene,FPKM-DS-C,FPKM-DS-D,FPKM-DT-C,FPKM-DT-D
XLOC_008842,Ca_01351,0.0232234,0.0,0.0,0.0
XLOC_007408,Ca_01352,53.8451,34.4493,35.3723,31.9593
XLOC_007409,Ca_01353,876.599,563.044,654.175,595.918
XLOC_007409,Ca_01354,876.599,563.044,654.175,595.918
XLOC_007410,Ca_01355,40.6863,34.2296,38.5245,46.1996
XLOC_008843,Ca_01356,31.9288,26.3017,32.864,37.819
XLOC_007411,Ca_01357,0.974228,1.87932,1.21738,1.62164
XLOC_008844,Ca_01358,4.26054,4.01139,3.25229,5.04629
XLOC_007412,Ca_01359,22.546,29.2633,32.0995,33.4433
XLOC_007413,Ca_01360,27.3941,28.3625,20.2604,34.9655
XLOC_007414,Ca_01361,0.0,0.0,0.0,0.0
XLOC_008845,Ca_01362,0.0,0.0,0.0,0.0
XLOC_008846,Ca_01363,716.14,427.492,479.522,407.7
XLOC_008846,Ca_01364,716.14,427.492,479.522,407.7
XLOC_007415,Ca_01365,20.048,27.3101,20.537,25.9548
XLOC_007416,Ca_01366,0.689352,2.08916,1.88942,2.20613
XLOC_008847,Ca_01367,5.84802,12.2803,11.3212,12.0231
XLOC_007417,Ca_01368,0.872074,0.968511,1.07275,2.28512
XLOC_007418,Ca_01369,70.3417,20.6482,82.3552,62.5001
XLOC_007419,Ca_01370,0.101344,0.329242,0.182171,0.376327
XLOC_008848,Ca_01371,0.661396,0.710864,0.530101,1.00509
XLOC_007420,Ca_01372,14.5679,20.168,17.6078,19.4288
XLOC_008849,Ca_01373,3.38099,6.2364,5.2527,4.80336
XLOC_007421,Ca_01374,57.9727,12.6742,111.982,15.2278
XLOC_008850,Ca_01375,4.89718,7.68693,7.27795,7.56316
XLOC_007422,Ca_01376,22.6172,26.0317,24.3558,26.0689
XLOC_007423,Ca_01377,19.0623,23.889,24.9451,18.5439
XLOC_007423,Ca_01378,19.0623,23.889,24.9451,18.5439
XLOC_008851,Ca_01379,10.4891,16.0411,16.5641,16.6981
XLOC_008851,Ca_01380,10.4891,16.0411,16.5641,16.6981
XLOC_008852,Ca_01381,0.0,0.0,0.0,0.0
XLOC_015549,Ca_01382,1.42898,1.63997,2.01693,2.41789
XLOC_015548,Ca_01383,16.8713,18.1071,15.337,17.5143
XLOC_013876,Ca_01384,4.11549,4.70062,4.8556,3.48714
XLOC_015547,Ca_01385,4.0739,4.16482,3.64079,4.22452
XLOC_015546,Ca_01386,0.0,0.0,0.0,0.0
XLOC_013875,Ca_01387,1.08427,0.360915,0.446263,0.167717
XLOC_013874,Ca_01388,2.21077,7.05347,8.75933,8.33818
XLOC_013873,Ca_01389,7.4456,9.84032,10.4773,10.0489
XLOC_013872,Ca_01390,17.6234,23.0361,27.608,22.4206
XLOC_013871,Ca_01391,5.8388,2.59511,4.85362,1.86978
XLOC_015545,Ca_01392,4.31937,6.08173,9.23773,10.9593
XLOC_015544,Ca_01393,0.427982,1.43961,1.1001,1.40085
XLOC_013870,Ca_01394,2.87392,2.85794,2.03234,2.48427
XLOC_013869,Ca_01395,0.0438783,0.0,0.0,0.0758009
XLOC_015543,Ca_01396,40.9797,52.1571,52.5614,53.6781
XLOC_013868,Ca_01397,0.762552,2.12483,1.53471,2.10941
XLOC_013867,Ca_01398,2.63744,5.27699,5.34264,5.09834
XLOC_013866,Ca_01399,30.0348,22.6187,28.1907,23.655
XLOC_013865,Ca_01400,29.7457,36.3174,30.6834,34.1727
XLOC_013864,Ca_01401,1.24355,2.43012,2.04554,2.17379
XLOC_015541,Ca_01402,9.26562,8.79563,19.6248,27.8141
XLOC_015540,Ca_01403,0.0,0.0,0.0,0.0
XLOC_015539,Ca_01404,0.0,0.0,0.0,0.0
XLOC_015538,Ca_01405,14.3737,11.4661,7.86784,12.7361
XLOC_015537,Ca_01406,32.4228,24.2696,34.9721,36.4412
XLOC_013863,Ca_01407,0.204795,0.373997,0.0870517,0.0204762
XLOC_013862,Ca_01408,41.5325,36.3047,11.0499,30.7467
XLOC_015536,Ca_01409,0.462853,0.716319,0.15899,0.0
XLOC_015535,Ca_01410,0.0,0.0,0.0,0.143724
XLOC_013861,Ca_01411,17.7984,17.4959,14.2736,16.5098
XLOC_013860,Ca_01412,63.5227,46.3157,42.4352,49.2868
XLOC_013859,Ca_01413,1.61357,4.0049,0.859498,0.41535
XLOC_013858,Ca_01414,1.79172,5.0036,2.28508,3.12213
XLOC_015534,Ca_01415,228.259,144.409,151.857,161.415
XLOC_013857,Ca_01416,0.355859,0.466972,0.189688,0.593935
XLOC_013856,Ca_01417,46.6457,37.7354,46.2011,37.3987
XLOC_015533,Ca_01418,0.905576,2.18072,0.16997,0.418446
XLOC_013855,Ca_01419,6.4979,9.30204,7.53016,8.36368
XLOC_013854,Ca_01420,3.20934,1.86217,6.48654,1.94086
XLOC_013853,Ca_01421,27.6855,26.1794,30.7314,27.1094
XLOC_015531,Ca_01422,13.7358,12.5116,13.0598,12.0958
XLOC_013852,Ca_01423,60.8612,79.2814,52.0563,121.441
XLOC_015530,Ca_01424,4.7409,7.26096,4.02702,4.53738
XLOC_013851,Ca_01425,0.520173,0.549938,0.702743,0.515564
XLOC_015529,Ca_01426,1.8066,2.68313,1.2466,0.813946
XLOC_015528,Ca_01427,18.5162,22.1724,20.2939,19.8564
XLOC_015527,Ca_01428,12.7527,20.5848,15.5923,19.1703
XLOC_015526,Ca_01429,17.492,18.7844,18.6672,25.9027
XLOC_013850,Ca_01430,28.7009,30.3062,23.1721,23.3738
XLOC_015525,Ca_01431,0.115161,0.0797462,0.0,0.0
XLOC_015524,Ca_01432,0.0356916,0.0459768,0.0784495,0.0495733
XLOC_015523,Ca_01433,147.812,111.466,117.401,111.864
XLOC_015522,Ca_01434,13.4873,13.3131,16.2281,13.7589
XLOC_013849,Ca_01435,78.5938,82.417,57.8738,71.9005
XLOC_013848,Ca_01436,21.228,14.1668,17.2593,12.4531
XLOC_013847,Ca_01437,51.1877,47.6042,60.9821,58.2344
XLOC_015521,Ca_01438,117.089,68.8185,95.0902,107.74
XLOC_015520,Ca_01439,12.6373,12.907,18.6174,13.6447
XLOC_015519,Ca_01440,18.5226,21.8034,19.6115,24.1925
XLOC_015519,Ca_01441,18.5226,21.8034,19.6115,24.1925
XLOC_015518,Ca_01442,585.905,315.069,501.196,476.958
XLOC_013846,Ca_01443,1.90064,3.82767,2.21606,1.85053
XLOC_013845,Ca_01444,0.0,0.0,0.0738457,0.0499898
XLOC_015517,Ca_01445,20.2002,24.974,21.4129,42.9274
XLOC_015516,Ca_01446,1.9581,3.38621,2.61568,2.65932
XLOC_013844,Ca_01447,0.869338,1.50787,1.14006,0.974844
XLOC_015511,Ca_01448,67.6892,34.1173,57.9444,44.5893
XLOC_013843,Ca_01449,68.8645,71.9877,127.125,155.791
XLOC_013842,Ca_01450,11.3724,11.4174,14.2736,10.1087
XLOC_013841,Ca_01451,4.59899,3.80277,2.7944,3.71188
XLOC_013840,Ca_01452,1.80857,0.924549,2.7322,1.77727
XLOC_013839,Ca_01453,11.2398,3.50438,16.5943,9.81518
XLOC_015510,Ca_01454,36.7664,20.8808,25.7071,27.6402
XLOC_015509,Ca_01455,90.6834,25.9969,102.266,20.3223
XLOC_013838,Ca_01456,0.458807,0.554948,0.63812,0.708409
XLOC_013837,Ca_01457,3.40201,3.78632,3.56834,3.93728
XLOC_015508,Ca_01458,2.18856,0.981029,1.35528,4.88376
XLOC_015506,Ca_01459,29.9772,26.7136,31.3739,45.3411
XLOC_015507,Ca_01460,6.6758,7.08502,8.10679,7.8411
XLOC_015506,Ca_01461,29.9772,26.7136,31.3739,45.3411
XLOC_015505,Ca_01462,4.74967,9.24943,11.2436,12.4518
XLOC_015504,Ca_01463,7.34708,8.25755,9.54539,10.0316
XLOC_013835,Ca_01464,0.0,0.0,0.0,0.0
XLOC_015503,Ca_01465,6.02529,13.6589,15.5452,14.2575
XLOC_013834,Ca_01466,0.664701,0.778405,0.672458,0.967688
XLOC_013833,Ca_01467,11.9916,7.22063,7.33885,7.28014
XLOC_013832,Ca_01468,0.0,0.0,0.0,0.0
XLOC_013831,Ca_01469,5.01343,6.02423,3.93457,5.36571
XLOC_013830,Ca_01470,32.2989,36.3376,34.74,42.0283
XLOC_013829,Ca_01471,28.0496,25.3046,26.6676,26.3965
XLOC_013828,Ca_01472,24.8756,31.7624,29.5542,25.6562
XLOC_013828,Ca_01473,24.8756,31.7624,29.5542,25.6562
XLOC_013828,Ca_01474,24.8756,31.7624,29.5542,25.6562
XLOC_015502,Ca_01475,445.699,249.518,263.876,277.694
XLOC_013827,Ca_01476,5.849,8.77776,8.50721,8.46188
XLOC_013826,Ca_01477,22.3505,14.0458,54.2427,11.8614
XLOC_015501,Ca_01478,0.0,0.0,0.0,0.0
XLOC_015500,Ca_01479,5.92553,3.57307,4.08924,2.49236
XLOC_015499,Ca_01480,65.9355,83.113,83.048,89.1
XLOC_015498,Ca_01481,5.72513,10.0483,8.70697,8.15495
XLOC_013825,Ca_01482,0.0,0.0,0.0168148,0.0116248
XLOC_013824,Ca_01483,3.51237,2.87025,2.96362,3.34256
XLOC_015497,Ca_01484,24.9968,24.231,26.4168,26.7814
XLOC_013823,Ca_01485,4.81353,5.3929,8.1854,5.89687
XLOC_013822,Ca_01486,0.781139,0.978766,0.638511,0.593835
XLOC_015496,Ca_01487,6.02743,5.83721,10.0491,5.28628
XLOC_013821,Ca_01488,8.53835,8.39823,8.38659,8.42751
XLOC_015495,Ca_01489,13.2972,13.0794,10.3582,10.9292
XLOC_013820,Ca_01490,27.684,15.4376,21.8533,16.6528
XLOC_015494,Ca_01491,37.5299,47.7818,33.2159,34.6267
XLOC_015493,Ca_01492,13.789,18.029,16.3582,17.0811
XLOC_013819,Ca_01493,3.05184,2.5057,2.82936,2.45048
XLOC_015492,Ca_01494,16.538,14.8675,16.9051,17.4227
XLOC_015491,Ca_01495,16.2091,7.53686,12.3712,6.5013
XLOC_013818,Ca_01496,8.72121,17.9697,18.0274,15.8638
XLOC_015490,Ca_01497,91.1556,22.4354,94.2228,52.9242
XLOC_013817,Ca_01498,0.791422,0.0493748,0.855734,0.426702
XLOC_015489,Ca_01499,4.98698,2.58863,5.05246,4.1817
XLOC_013816,Ca_01500,3.64248,5.41717,4.48302,4.94718
XLOC_015488,Ca_01501,257.49,220.32,233.559,327.944
XLOC_013815,Ca_01502,188.141,147.194,116.789,130.979
XLOC_013814,Ca_01503,6.40056,5.71783,5.70846,6.74603
XLOC_013813,Ca_01504,16.9866,18.8871,14.674,25.0919
XLOC_013812,Ca_01505,10.9427,16.0856,13.1415,15.3035
XLOC_013811,Ca_01506,6.1495,6.68283,11.2252,8.11591
XLOC_013810,Ca_01507,143.521,117.275,117.154,128.99
XLOC_013809,Ca_01508,17.0912,20.33,17.8653,19.7117
XLOC_013808,Ca_01509,4.13917,6.41771,6.26614,6.35756
XLOC_015487,Ca_01510,65.9374,41.8002,61.2335,59.2485
XLOC_015486,Ca_01511,0.970866,0.872002,0.744613,0.571827
XLOC_013805,Ca_01512,0.0,0.0,0.0,0.0
XLOC_013804,Ca_01513,0.0,0.0,0.0,0.0
XLOC_015485,Ca_01514,142.968,119.919,151.995,159.923
XLOC_013803,Ca_01515,68.7937,80.1707,71.7008,98.228
XLOC_015484,Ca_01516,0.633221,2.73322,3.19215,3.0988
XLOC_015483,Ca_01517,0.459382,0.466665,0.519641,0.378165
XLOC_015482,Ca_01518,21.7693,29.9179,33.6342,19.8981
XLOC_015481,Ca_01519,9.75379,11.0031,11.97,9.84873
XLOC_015480,Ca_01520,0.284314,0.0,0.915941,0.438603
XLOC_015479,Ca_01521,22.0703,20.864,10.8207,1.41243
XLOC_013802,Ca_01522,377.026,54.7945,692.546,68.9577
XLOC_015478,Ca_01523,0.0,0.0,0.0,0.0
XLOC_015477,Ca_01524,0.0,0.316992,0.0,0.245321
XLOC_013801,Ca_01525,3.19008,5.96878,2.99142,4.59332
XLOC_013800,Ca_01526,44.5345,35.5043,35.9894,28.6175
XLOC_013799,Ca_01527,0.857024,2.53612,1.12446,2.54163
XLOC_013798,Ca_01528,16.7251,16.4517,16.2337,12.2573
XLOC_013797,Ca_01529,20.3221,19.3337,18.7903,18.7298
XLOC_013796,Ca_01530,0.0,0.0,0.0,0.0
XLOC_015476,Ca_01531,25.8978,14.9194,73.3969,7.39597
XLOC_015475,Ca_01532,0.168962,0.271988,0.437716,0.0907425
XLOC_015474,Ca_01533,65.6467,54.4842,75.1519,66.7433
XLOC_015473,Ca_01534,42.0628,39.2396,41.163,38.1766
XLOC_015472,Ca_01535,66.6398,50.1304,46.8413,54.0346
XLOC_015471,Ca_01536,5.05757,3.10845,5.88443,5.112
XLOC_015470,Ca_01537,7.4677,6.23181,11.2746,8.16794
XLOC_015469,Ca_01538,5.32169,9.76966,9.00188,9.31513
XLOC_015468,Ca_01539,15.3433,12.8552,13.2339,16.0715
XLOC_015467,Ca_01540,11.1857,12.5218,20.2618,15.0428
XLOC_013795,Ca_01541,2.58883,1.72151,0.580598,1.08597
XLOC_013794,Ca_01542,11.6787,7.65727,13.4707,14.673
XLOC_013793,Ca_01543,0.264537,0.289326,0.326128,0.294997
XLOC_015466,Ca_01544,10.9376,11.6039,13.1583,13.0992
XLOC_013792,Ca_01545,32.4216,17.7336,36.0667,24.8552
XLOC_015465,Ca_01546,8.31729,10.3043,10.2674,10.1256
XLOC_015464,Ca_01547,61.2118,96.589,81.8814,107.728
XLOC_015464,Ca_01548,61.2118,96.589,81.8814,107.728
XLOC_013791,Ca_01549,21.5263,24.9596,25.4017,22.846
XLOC_013790,Ca_01550,0.0,0.070348,0.0,0.0
XLOC_013789,Ca_01551,4.8288,9.13096,3.63323,7.63171
XLOC_013788,Ca_01552,46.515,24.4386,40.4298,35.3552
XLOC_013787,Ca_01553,9.96954,10.9611,7.68391,11.9984
XLOC_013786,Ca_01554,0.568547,0.412662,1.63457,0.988666
XLOC_013785,Ca_01555,61.0753,46.3389,59.0091,61.0787
XLOC_013784,Ca_01556,28.4681,10.1639,24.9156,10.1024
XLOC_015463,Ca_01557,44.1897,16.4714,95.7638,17.928
XLOC_015462,Ca_01558,3.80175,7.31511,9.73385,10.1334
XLOC_013783,Ca_01559,12.7554,5.80989,13.9134,9.03499
XLOC_015461,Ca_01560,34.2164,23.827,31.2884,37.7691
XLOC_015460,Ca_01561,7.11813,9.67082,11.9025,6.72824
XLOC_015459,Ca_01562,1.16062,0.641144,4.89695,3.41232
XLOC_013782,Ca_01563,16.4722,4.09321,56.9754,11.0497
XLOC_015458,Ca_01564,11.1015,6.23289,11.0093,6.15267
XLOC_013781,Ca_01565,0.170025,0.0775115,0.113689,0.148224
XLOC_013780,Ca_01566,13.9016,13.3829,13.7298,12.3987
XLOC_013778,Ca_01567,278.695,196.022,201.49,207.798
XLOC_013777,Ca_01568,0.735229,0.723871,1.58223,1.24762
XLOC_013776,Ca_01569,0.524352,0.652131,0.621898,0.814365
XLOC_013775,Ca_01570,2.79869,3.29213,4.21114,4.31248
XLOC_015457,Ca_01571,1.63609,2.38838,3.19562,3.07689
XLOC_013774,Ca_01572,1.26309,1.34605,1.72369,1.07047
XLOC_015456,Ca_01573,16.9365,15.6848,26.567,25.5621
XLOC_015455,Ca_01574,0.0,0.0,0.0,0.0
XLOC_013773,Ca_01575,3.63338,2.72087,3.09889,4.52334
XLOC_015454,Ca_01576,1.23199,0.621171,1.12206,1.47544
XLOC_015453,Ca_01577,2.91986,4.4544,1.4987,1.58349
XLOC_015452,Ca_01578,206.386,119.758,165.604,146.801
XLOC_015452,Ca_01579,206.386,119.758,165.604,146.801
XLOC_015451,Ca_01580,179.141,135.665,141.449,162.917
XLOC_015450,Ca_01581,5.24745,1.82188,2.267,3.37755
XLOC_013772,Ca_01582,12.8794,15.7393,12.631,19.2248
XLOC_015449,Ca_01583,31.16,26.1642,26.1099,27.4216
XLOC_013771,Ca_01584,140.752,113.873,82.2244,128.518
XLOC_013770,Ca_01585,6.16494,9.35345,8.49438,7.1591
XLOC_013769,Ca_01586,1193.14,212.796,1124.25,231.119
XLOC_015448,Ca_01587,254.849,172.799,189.05,194.547
XLOC_015447,Ca_01588,1.84535,1.01874,1.23247,0.955526
XLOC_015446,Ca_01589,6.96294,9.57393,10.4286,11.112
XLOC_015445,Ca_01590,3.04449,2.30569,4.90717,5.3391
XLOC_015444,Ca_01591,20.12,21.6397,34.1782,28.1072
XLOC_013768,Ca_01592,1.03417,1.20718,1.45426,0.950595
XLOC_015443,Ca_01593,95.3145,79.5463,143.001,63.2943
XLOC_015442,Ca_01594,0.0400837,0.0,0.0,0.0
XLOC_013767,Ca_01595,24.2008,27.9797,23.8497,24.4571
XLOC_013766,Ca_01596,48.4375,47.9755,68.7849,37.7015
XLOC_015441,Ca_01597,125.785,98.2683,162.433,109.759
XLOC_013765,Ca_01598,0.0,0.0,0.0,0.0
XLOC_015440,Ca_01599,0.0,0.0,0.0,0.0
XLOC_015439,Ca_01600,0.522966,0.761099,0.813179,0.745485
XLOC_015438,Ca_01601,9.88978,13.5695,17.5773,17.8599
XLOC_013764,Ca_01602,165.363,81.4431,173.018,75.049
XLOC_015437,Ca_01603,7.03206,5.30457,11.8782,9.14232
XLOC_015436,Ca_01604,9.81898,10.5218,8.90888,12.7001
XLOC_015435,Ca_01605,15.1781,14.5749,10.8596,16.8403
XLOC_015434,Ca_01606,52.8524,35.2796,24.922,36.8415
XLOC_015433,Ca_01607,9.78131,9.66116,9.09355,14.0541
XLOC_015432,Ca_01608,2.0165,4.03411,1.14769,3.10331
XLOC_015431,Ca_01609,10.0806,12.7811,11.1722,13.8602
XLOC_015430,Ca_01610,4.32806,10.0253,6.68505,6.6443
XLOC_015429,Ca_01611,19.3019,15.9054,12.3614,13.1189
XLOC_015428,Ca_01612,20.5814,10.0532,78.2452,14.7438
XLOC_015427,Ca_01613,38.5288,24.9013,32.8221,40.0065
XLOC_013763,Ca_01614,19.241,22.1833,22.0729,17.3147
XLOC_015426,Ca_01615,0.138704,0.102146,0.0325024,0.1182
XLOC_013761,Ca_01616,37.4764,48.1618,115.019,49.7285
XLOC_015425,Ca_01617,23.4891,24.6468,23.9722,33.6303
XLOC_013760,Ca_01618,5.78968,4.41615,6.18213,9.24567
XLOC_015424,Ca_01619,232.209,71.7723,226.24,185.868
XLOC_015423,Ca_01620,8.56809,9.73681,14.3261,10.5619
XLOC_013759,Ca_01621,0.0392376,0.0,0.0,0.0343521
XLOC_013758,Ca_01622,0.25765,0.026669,0.206296,0.122009
XLOC_013757,Ca_01623,0.0,0.0,0.0,0.0
XLOC_013756,Ca_01624,33.538,33.0238,35.9606,37.1161
XLOC_013755,Ca_01625,0.157878,0.204151,0.220607,0.0363125
XLOC_015422,Ca_01626,610.735,272.228,663.376,453.919
XLOC_013754,Ca_01627,100.954,90.952,89.5046,101.967
XLOC_013753,Ca_01628,0.352953,2.30195,1.64508,1.42351
XLOC_015421,Ca_01628,12.5908,11.7744,8.87842,9.11607
XLOC_013752,Ca_01629,48.2174,38.6355,37.1824,41.4873
XLOC_013751,Ca_01630,66.7964,64.5732,73.7832,72.6439
XLOC_013750,Ca_01631,233.588,185.67,195.932,223.077
XLOC_013749,Ca_01632,2.82597,0.345344,2.53112,1.51
XLOC_013748,Ca_01633,23.0891,27.0857,17.3455,42.0237
XLOC_013747,Ca_01634,0.359447,1.60053,1.58642,0.874435
XLOC_013746,Ca_01635,0.0,0.0,0.0,0.0
XLOC_015419,Ca_01636,160.702,99.6767,159.879,147.241
XLOC_013745,Ca_01637,23.6534,22.3019,26.7182,33.4632
XLOC_015418,Ca_01638,17.4639,10.2386,31.5402,11.8855
XLOC_013744,Ca_01639,11.4372,36.4565,23.8672,44.0241
XLOC_015417,Ca_01640,20.9375,29.063,28.6118,10.7153
XLOC_013743,Ca_01641,8.42627,6.48478,10.595,7.31985
XLOC_013742,Ca_01642,9.26744,6.96219,10.1777,10.8999
XLOC_013741,Ca_01643,335.648,179.448,258.021,188.342
XLOC_013740,Ca_01644,0.831902,1.60994,1.87947,2.23387
XLOC_013739,Ca_01645,41.4649,25.9757,31.2086,25.1173
XLOC_015415,Ca_01646,49.8999,69.3562,41.4886,66.0037
XLOC_015414,Ca_01647,14.5938,20.2303,16.5214,26.0218
XLOC_013738,Ca_01648,76.381,67.9105,77.7929,81.1854
XLOC_015413,Ca_01649,22.5465,15.238,23.6123,23.4102
XLOC_013737,Ca_01650,4.10116,2.99743,6.64626,5.03993
XLOC_013736,Ca_01651,0.0,0.0,0.0,0.108359
XLOC_015412,Ca_01652,11.7881,11.1866,14.0179,12.6192
XLOC_013734,Ca_01653,12.5467,6.54729,3.70793,5.41773
XLOC_013733,Ca_01654,1.00614,0.383703,1.23984,0.407267
XLOC_013732,Ca_01655,47.1443,13.4157,52.8305,15.5255
XLOC_013731,Ca_01656,0.462556,0.175674,0.261639,0.0194082
XLOC_015411,Ca_01657,55.7926,48.3731,46.8614,49.2296
XLOC_013730,Ca_01657,186.892,32.2608,26.6582,66.3848
XLOC_015410,Ca_01658,2.16015,1.65819,1.84832,1.4568
XLOC_015409,Ca_01659,0.0,0.0,0.0,0.0
XLOC_015408,Ca_01660,12.4368,9.58844,19.2402,9.73409
XLOC_015407,Ca_01661,34.3333,27.8447,19.0625,9.35121
XLOC_015406,Ca_01662,0.727953,0.356985,1.48618,1.07336
XLOC_013729,Ca_01663,8.18825,9.99804,8.73718,9.13936
XLOC_015405,Ca_01664,67.0745,40.005,60.9492,68.0774
XLOC_013728,Ca_01665,20.2848,14.6158,15.9058,12.0576
XLOC_015404,Ca_01666,1.6024,3.20785,2.65681,2.34913
XLOC_015403,Ca_01667,2.9349,7.91805,8.95303,7.32554
XLOC_015403,Ca_01668,2.9349,7.91805,8.95303,7.32554
XLOC_013727,Ca_01669,1.24157,1.16029,1.75423,1.59786
XLOC_013726,Ca_01670,0.206787,0.254803,0.190786,0.157498
XLOC_013725,Ca_01671,3.86355,3.953,4.8235,3.06089
XLOC_013724,Ca_01672,12.7343,15.2124,13.3556,20.423
XLOC_015402,Ca_01673,3.15145,5.78056,3.65705,10.8117
XLOC_013723,Ca_01674,801.083,448.441,518.025,378.776
XLOC_013722,Ca_01675,2.07008,2.80538,12.8709,2.2351
XLOC_015401,Ca_01676,0.591604,0.916473,1.08194,1.28056
XLOC_015400,Ca_01677,1.45376,3.24984,2.63985,2.3486
XLOC_013721,Ca_01678,7.21541,11.8542,11.1208,10.3159
XLOC_013720,Ca_01679,103.238,104.058,129.952,122.27
XLOC_013719,Ca_01680,21.0571,26.3135,32.9746,31.4575
XLOC_015399,Ca_01681,0.0,0.0,0.0,0.0
XLOC_015398,Ca_01682,0.516728,0.716126,1.26906,1.29488
XLOC_013718,Ca_01683,34.164,1.16277,77.6161,2.95581
XLOC_015397,Ca_01684,2.46022,2.70002,6.35314,3.33419
XLOC_015396,Ca_01685,2.09901,1.69221,2.41199,1.36111
XLOC_015395,Ca_01686,0.0,0.0,0.0,0.0
XLOC_013717,Ca_01687,10.2363,36.0229,33.2569,34.1606
XLOC_015394,Ca_01688,0.119816,0.45136,1.06174,0.466073
XLOC_013716,Ca_01689,0.0434924,0.0388057,0.190909,0.149899
XLOC_013715,Ca_01690,0.0289226,0.0,0.0808158,0.0504699
XLOC_015393,Ca_01691,56.4163,48.9981,42.5106,45.9932
XLOC_013714,Ca_01692,34.3513,33.2462,38.1284,44.5894
XLOC_015392,Ca_01693,35.5077,49.1228,16.2477,57.395
XLOC_015391,Ca_01694,44.6621,25.8681,23.2406,25.8573
XLOC_013713,Ca_01695,13.9055,15.5217,17.0187,13.0443
XLOC_013712,Ca_01696,4.64684,6.39909,5.95796,6.67921
XLOC_015389,Ca_01697,63.5327,33.7289,58.0607,37.9311
XLOC_013711,Ca_01698,0.361947,0.201439,0.536304,0.649943
XLOC_013710,Ca_01699,17.2607,16.3409,18.9746,14.6669
XLOC_015388,Ca_01700,1.54169,2.23718,1.71782,2.19646
XLOC_013709,Ca_01701,65.0739,45.0907,50.0902,55.3017
XLOC_015387,Ca_01702,412.277,294.391,324.526,319.876
XLOC_015386,Ca_01703,101.32,111.112,109.097,93.6775
XLOC_013708,Ca_01704,1.80938,2.2366,0.898197,0.659182
XLOC_013707,Ca_01705,1.03984,1.79493,1.30623,2.13531
XLOC_015385,Ca_01706,44.2399,38.0679,34.858,33.6762
XLOC_013706,Ca_01707,33.4444,20.0035,30.7835,29.2244
XLOC_013705,Ca_01708,159.986,137.753,183.596,177.256
XLOC_015384,Ca_01709,39.78,33.9495,34.5578,16.7027
XLOC_013704,Ca_01710,6.79463,9.48697,9.10409,10.3497
XLOC_013703,Ca_01711,0.511101,0.338036,1.02263,0.300092
XLOC_013702,Ca_01712,11.9721,10.8424,10.2724,10.6385
XLOC_013701,Ca_01713,9.62844,5.27424,35.8723,1.28422
XLOC_015383,Ca_01714,14.6121,21.5612,21.4579,19.2585
XLOC_013699,Ca_01715,48.6562,45.7614,51.5141,42.7007
XLOC_015382,Ca_01716,74.5,58.1003,58.2416,60.155
XLOC_013698,Ca_01717,14.1173,11.8844,13.1559,11.8119
XLOC_015381,Ca_01718,93.1372,67.8809,88.2081,70.7743
XLOC_013697,Ca_01719,3.32273,1.689,5.04766,3.542
XLOC_013696,Ca_01720,3.42334,4.53467,5.24008,4.7279
XLOC_015380,Ca_01721,504.614,239.249,505.861,316.069
XLOC_015378,Ca_01722,24.9362,41.8269,49.0641,45.7605
XLOC_015378,Ca_01723,24.9362,41.8269,49.0641,45.7605
XLOC_015379,Ca_01724,0.0,0.0,0.0,0.0
XLOC_015378,Ca_01725,24.9362,41.8269,49.0641,45.7605
XLOC_013695,Ca_01726,15.6571,24.9575,23.018,24.9018
XLOC_015377,Ca_01727,57.6308,46.1707,48.5817,48.8927
XLOC_013694,Ca_01728,25.1643,15.7645,39.042,22.3704
XLOC_013693,Ca_01729,5.38073,5.08358,5.66346,8.37219
XLOC_015376,Ca_01730,3497.09,1921.91,2537.39,2434.68
XLOC_013692,Ca_01731,1.4145,1.0902,1.17295,1.3552
XLOC_015375,Ca_01732,13.8715,12.2731,18.6308,12.1216
XLOC_015374,Ca_01733,8.66793,12.9383,13.8632,12.0331
XLOC_015373,Ca_01734,4.16119,5.41881,5.65729,6.8398
XLOC_015372,Ca_01735,2.93661,2.93193,4.73095,4.04625
XLOC_015371,Ca_01736,260.757,157.708,120.999,189.088
XLOC_015370,Ca_01737,1.16014,0.687357,0.423304,0.776284
XLOC_013691,Ca_01738,3.24211,4.97794,4.45106,5.29679
XLOC_013690,Ca_01739,1693.83,838.243,737.766,1197.39
XLOC_013690,Ca_01740,1693.83,838.243,737.766,1197.39
XLOC_013689,Ca_01741,1.63968,2.37341,2.59651,3.92007
XLOC_013688,Ca_01742,0.837966,1.26225,1.24979,1.41416
XLOC_015369,Ca_01743,0.421587,0.181524,1.76864,1.22303
XLOC_015368,Ca_01744,0.433991,0.532012,0.455251,0.329747
XLOC_013687,Ca_01745,5.61359,7.63214,8.77697,9.30658
XLOC_015367,Ca_01746,0.236691,0.0,0.254526,0.0
XLOC_015366,Ca_01747,0.0,0.0,0.0,0.0
XLOC_015365,Ca_01748,10.7231,12.3813,14.5462,11.028
XLOC_013686,Ca_01749,135.782,59.9514,89.8847,63.1846
XLOC_015364,Ca_01750,0.0,0.0,0.0,0.0
XLOC_013685,Ca_01751,120.275,96.4393,83.679,91.9158
XLOC_013684,Ca_01752,0.367166,0.0569242,0.401092,0.247306
XLOC_015363,Ca_01753,3.27889,1.51315,1.19246,0.677446
XLOC_013683,Ca_01753,9.19859,13.7386,9.81855,12.6565
XLOC_015362,Ca_01754,1.27187,0.771833,0.201094,0.437292
