Gene_identifier,Root-Control,Root-CS,Shoot-Control,Shoot-CS
Ca_00524,47.7451,43.5943,41.7705,52.5418
Ca_00525,13.5416,19.8994,4.01335,4.50674
Ca_00526,95.03,99.9385,116.093,127.458
Ca_00527,95.03,99.9385,116.093,127.458
Ca_00528,0.0825645,0.0,0.0,0.0
Ca_00529,0.967436,14.8454,0.0340535,0.239073
Ca_00530,0.156096,0.162422,0.0,0.0
Ca_00531,0.0,0.0240005,0.0479091,0.0708468
Ca_00532,136.349,137.393,112.779,120.079
Ca_00533,2.15316,3.31944,4.11014,8.79596
Ca_00534,56.3033,23.1967,5.25991,6.09213
Ca_00535,36.8382,45.0908,51.0369,51.1954
Ca_00536,0.480515,0.550973,1.74422,0.653035
Ca_00537,1.61647,3.73487,3.48632,2.34755
Ca_00538,15.5943,14.99,14.8492,13.4371
Ca_00539,27.13,36.4998,13.37,16.0233
Ca_00540,12.2986,9.7163,29.6005,26.4296
Ca_00541,3.66849,8.58299,18.5742,13.4146
Ca_00542,64.3997,86.9964,112.276,91.6203
Ca_00543,5.5758,8.73467,6.49939,5.702
Ca_00544,13.3439,28.8982,10.2655,8.28236
Ca_00545,4.69121,2.21471,23.8361,26.3098
Ca_00546,38.2389,40.1236,34.1526,35.6492
Ca_00547,2.00734,2.14241,1.47027,1.51204
Ca_00548,120.533,173.194,69.987,69.2155
Ca_00549,30.2966,22.9327,18.7838,23.5368
Ca_00550,9.78366,18.618,14.9538,13.4841
Ca_00551,0.0,0.0,0.0,0.0
Ca_00552,13.099,18.3511,9.71143,8.50162
Ca_00553,3.64781,7.46009,5.88543,10.861
Ca_00554,10.7422,16.7303,5.70279,6.90368
Ca_00555,589.357,335.34,0.190646,0.287146
Ca_00556,0.0,0.0,0.0321619,0.0
Ca_00557,0.363463,0.23916,0.323963,0.0
Ca_00558,2.1261,2.01989,2.11372,1.4279
Ca_00559,41.0515,31.3556,38.2101,35.0411
Ca_00560,1.67789,0.868065,1.45552,1.21223
Ca_00561,15.2964,37.4921,34.6566,26.6583
Ca_00562,46.0388,30.3772,18.6192,21.0379
Ca_00563,17.9597,7.76733,8.39609,6.20627
Ca_00564,8.1418,7.85492,8.19312,5.01441
Ca_00565,11.193,13.3141,10.6172,10.1911
Ca_00566,264.22,292.247,383.965,441.753
Ca_00567,99.5524,63.3343,29.866,34.5944
Ca_00568,61.2394,55.2809,38.3203,50.3599
Ca_00569,3.57247,2.47177,0.278043,0.282783
Ca_00570,0.0,0.0,0.0,0.0
Ca_00571,5.55771,3.64012,0.113965,0.278322
Ca_00572,36.0953,31.8862,45.6243,36.8778
Ca_00573,41.6465,51.7239,51.7265,58.6873
Ca_00574,21.9919,29.5801,20.458,15.8977
Ca_00575,0.141359,0.62568,0.48779,0.539629
Ca_00576,0.0,0.458927,0.10207,0.296515
Ca_00577,7.18518,5.51286,7.16159,6.6885
Ca_00578,0.0,0.0,0.0,0.0
Ca_00579,8.8804,13.9891,9.17715,9.01697
Ca_00580,11.8426,19.0751,20.4581,19.571
Ca_00581,0.448108,0.316442,9.81719,8.05819
Ca_00582,2.64014,5.28629,1.79809,1.45599
Ca_00583,10.4864,18.8038,3.04471,4.59072
Ca_00584,5.94387,7.81202,8.59152,5.62288
Ca_00585,13.7145,9.80461,6.84439,7.07236
Ca_00586,0.227352,0.203752,0.0,0.0
Ca_00587,8.23811,10.3784,9.86728,9.78774
Ca_00588,2.49176,2.25588,4.39898,2.81451
Ca_00589,3.01513,41.5522,0.190741,0.900837
Ca_00590,0.0200318,0.0657635,0.0317789,0.447294
Ca_00591,0.931789,0.25419,54.6178,72.6218
Ca_00592,9.84607,11.114,13.6519,14.3614
Ca_00593,241.464,334.86,286.597,325.432
Ca_00594,34.0277,29.6011,11.8377,15.9295
Ca_00595,5.98031,12.1451,8.72604,6.32191
Ca_00596,0.222719,22.9679,0.294621,2.05665
Ca_00597,0.0,6.56557,0.0829802,0.537547
Ca_00598,7.65044,4.55058,5.90448,4.21767
Ca_00599,14.6195,12.5876,18.9005,17.5747
Ca_00600,28.2198,20.5996,8.56583,11.1172
Ca_00601,20.6186,24.5992,30.4968,27.8217
Ca_00602,99.2231,99.5309,40.8416,46.1268
Ca_00603,1.73252,1.88074,2.42818,2.37929
Ca_00604,12.1496,13.4311,22.0076,18.7081
Ca_00605,7.08137,3.88465,2.61397,0.96775
Ca_00606,5.35039,1.25583,10.6755,14.7816
Ca_00607,0.0,0.105481,0.104054,0.103697
Ca_00608,46.1578,64.7904,40.8944,35.6363
Ca_00609,0.418196,0.410268,0.520434,0.507529
Ca_00610,11.6178,16.7127,11.1225,9.45157
Ca_00611,4.60633,5.65921,1.62656,0.961963
Ca_00612,6.51947,5.47529,8.41926,7.07107
Ca_00613,14.6123,14.2177,19.5102,21.5616
Ca_00614,386.731,133.065,107.87,139.353
Ca_00615,0.0,0.0,0.0,0.0
Ca_00616,17.626,20.9789,20.8024,13.8318
Ca_00617,0.0,0.0,0.0,0.0
Ca_00618,0.128287,0.0,0.0977665,0.0972094
Ca_00619,68.0955,83.3422,71.2427,62.82
Ca_00620,41.9667,22.3519,12.883,13.9558
Ca_00621,30.4184,6.694,21.0359,31.6965
Ca_00622,32.5495,39.3213,41.2215,37.4747
Ca_00623,32.5495,39.3213,41.2215,37.4747
Ca_00624,16.2353,18.3663,16.8753,15.8317
Ca_00625,0.196916,0.204489,0.396051,0.0490283
Ca_00626,253.713,257.789,271.255,315.828
Ca_00627,90.9482,91.9558,8.78307,10.7781
Ca_00628,9.18542,4.51182,6.57679,7.78576
Ca_00629,7.75254,10.3656,11.7042,10.7614
Ca_00630,47.9197,56.2068,5.82375,4.99922
Ca_00631,2.83789,0.0667907,0.0681826,0.0672851
Ca_00632,20.208,13.2714,18.2755,18.3239
Ca_00633,109.343,62.3121,105.086,123.474
Ca_00634,3.24088,10.3131,5.34976,26.5107
Ca_00635,13.4179,10.2622,17.043,17.5196
Ca_00636,6.55738,3.59768,7.39923,5.62689
Ca_00637,21.0675,36.3831,21.8667,27.4895
Ca_00638,41.9243,44.6261,45.6615,39.5282
Ca_00639,0.282901,0.241134,3.73065,5.89309
Ca_00640,16.0782,25.04,16.1548,15.8497
Ca_00641,9.11887,8.29073,4.09853,4.96586
Ca_00642,32.0354,28.5977,11.1177,10.9507
Ca_00643,6.15946,33.9994,16.8775,35.895
Ca_00644,1235.25,288.605,0.0,0.108383
Ca_00645,388.678,356.885,61.6773,79.353
Ca_00646,2.56505,4.23564,1.17742,0.913101
Ca_00647,13.996,5.96215,577.629,608.212
Ca_00648,15.2546,17.5974,15.0288,13.3574
Ca_00649,86.7873,62.2668,90.881,89.556
Ca_00650,7.13014,8.6014,18.0336,14.8556
Ca_00651,0.966655,0.947383,0.369491,0.403141
Ca_00652,23.5556,29.84,28.1323,24.6087
Ca_00653,73.8294,45.4676,14.4619,60.6373
Ca_00654,77.4364,54.7775,34.128,42.9244
Ca_00655,114.098,142.374,32.1178,33.7108
Ca_00656,51.1991,59.8158,36.052,33.4173
Ca_00657,2.27128,2.15259,2.59551,2.04655
Ca_00658,5.60412,7.2212,2.87751,1.91827
Ca_00659,0.0322319,0.287079,0.464534,0.0825969
Ca_00659,1.46558,2.44195,1.10166,1.21434
Ca_00660,1.08442,0.987643,1.38647,0.930101
Ca_00661,0.490206,0.647334,1.5749,2.05566
Ca_00662,90.2432,55.839,39.8787,45.2138
Ca_00663,13.0876,10.7171,10.5269,10.1222
Ca_00664,5.01025,10.8223,14.9263,12.0771
Ca_00665,32.7934,33.6262,8.49715,9.85681
Ca_00666,0.390368,0.0,0.0,0.0
Ca_00667,1.02195,0.175215,0.0,0.664195
Ca_00668,0.0,5.815,0.482941,1.48283
Ca_00669,111.453,136.859,30.8996,58.493
Ca_00670,17.0604,23.961,8.92608,8.60541
Ca_00671,20.7752,17.685,14.1076,13.2931
Ca_00672,128.829,140.065,19.0936,17.7393
Ca_00673,0.0,0.0,0.718616,0.992718
Ca_00674,1.76432,1.35721,1.75518,1.99884
Ca_00675,56.5966,288.953,14.5985,44.4122
Ca_00676,20.2394,17.9095,25.4487,26.5765
Ca_00677,20.2394,17.9095,25.4487,26.5765
Ca_00678,3.79945,2.92913,4.71007,5.30485
Ca_00679,3.60507,4.95477,4.87476,4.0332
Ca_00680,6.00219,6.32668,22.2098,17.6015
Ca_00681,2.31049,1.0261,55.2732,40.1787
Ca_00682,4.54585,5.65455,16.6633,13.1202
Ca_00683,29.0906,37.451,10.7306,14.4785
Ca_00684,8.20931,8.01735,89.3572,83.3544
Ca_00685,11.5948,10.2836,11.8055,12.0893
Ca_00686,9.79975,11.4631,6.04354,7.97894
Ca_00687,0.145258,0.0,0.172188,0.396625
Ca_00688,0.485449,0.544939,0.0,0.0
Ca_00689,2.02743,2.99916,11.2743,8.77985
Ca_00690,91.3116,79.8849,95.2163,90.8979
Ca_00691,3.39688,8.27601,2.31903,2.55703
Ca_00692,0.186288,0.747569,0.348139,0.568603
Ca_00693,24.5973,27.7183,48.6476,55.2537
Ca_00694,58.8798,51.7275,67.8901,70.0713
Ca_00695,10.0512,14.7529,18.6882,18.0839
Ca_00696,15.0332,15.9658,23.0599,19.6374
Ca_00697,15.0332,15.9658,23.0599,19.6374
Ca_00698,0.0,0.0,0.0,0.0
Ca_00699,32.1408,35.508,59.3677,54.6564
Ca_00700,205.362,181.82,121.136,149.476
Ca_00701,0.131028,0.050972,0.101184,0.150591
Ca_00702,96.8167,164.594,76.6786,95.9055
Ca_00703,15.2227,16.4696,22.3798,21.9748
Ca_00704,185.261,320.285,15.0438,11.3273
Ca_00705,30.8851,144.826,18.1829,34.1263
Ca_00706,4.38791,4.39976,10.5021,10.025
Ca_00707,8.49612,10.0221,0.331345,0.792339
Ca_00708,0.140215,0.0,0.0563557,0.00770178
Ca_00709,4.82707,6.05289,8.16778,5.70962
Ca_00710,4.82707,6.05289,8.16778,5.70962
Ca_00711,0.0,0.0894908,0.0,0.0
Ca_00712,0.0,0.0,0.0,0.0
Ca_00713,50.7184,53.3047,47.8838,60.9787
Ca_00714,12.1309,8.75197,11.9105,11.9978
Ca_00715,7.86836,7.40194,15.3275,16.0848
Ca_00716,20.0154,11.3887,11.7475,12.3184
Ca_00717,0.0890546,0.0,0.40924,0.0
Ca_00718,5.76248,4.61303,8.37252,7.45736
Ca_00719,2.44267,0.87284,2.38491,1.496
Ca_00720,149.129,117.819,42.6701,35.1292
Ca_00721,1.01292,2.16949,0.0,0.0
Ca_00722,4.50825,9.1421,6.47617,6.74416
Ca_00723,14.6508,162.213,0.0,0.0340071
Ca_00724,10.7923,13.6709,6.16291,5.04818
Ca_00725,3.84901,2.45239,4.39004,3.35186
Ca_00726,5.42506,3.77327,13.4206,19.2937
Ca_00727,10.4831,4.93315,0.386952,0.611088
Ca_00728,31.5685,19.7239,17.9456,15.7858
Ca_00729,35.3713,44.7272,58.8922,62.9143
Ca_00730,0.120463,0.0,0.0463354,0.159724
Ca_00731,1.98485,0.204579,0.095726,0.274664
Ca_00732,0.370458,0.0317719,0.445805,1.24126
Ca_00733,0.164453,0.162255,0.0319643,0.0317738
Ca_00734,17.7604,2.97658,0.661389,0.51879
Ca_00735,49.4621,37.0329,3.14356,2.99954
Ca_00736,45.4025,38.0607,24.5587,30.8988
Ca_00737,2.31467,4.70191,5.25822,4.97842
Ca_00738,6.06863,9.2146,4.35306,5.88523
Ca_00739,2.00088,4.38007,0.903841,0.848425
Ca_00740,10.8569,10.122,11.9628,13.0053
Ca_00741,3.61142,2.32381,37.6857,40.8144
Ca_00742,14.7331,15.7945,17.5313,17.4964
Ca_00743,32.2216,68.34,13.1576,18.2513
Ca_00744,18.8127,15.7031,14.2357,14.9761
Ca_00745,0.193649,2.7515,0.621915,0.669011
Ca_00746,12.8377,5.85862,110.24,140.216
Ca_00747,304.982,285.619,334.409,354.252
Ca_00748,15.3646,17.6682,19.4006,15.9437
Ca_00749,4.82926,5.97563,5.52321,5.1261
Ca_00750,111.855,146.674,71.0568,95.5711
Ca_00751,3.29937,2.94985,15.581,12.1585
Ca_00752,5.8197,2.50196,0.0,0.0
Ca_00753,21.7404,32.8844,139.534,149.59
Ca_00754,1.51292,1.07362,0.899631,0.515173
Ca_00755,10.2666,9.05548,14.0388,13.2963
Ca_00756,8.96172,11.0348,18.7237,18.2606
Ca_00757,100.231,52.7024,45.1777,43.9431
Ca_00758,1.95919,1.94196,4.34372,4.19539
Ca_00759,0.0171858,0.0277633,0.171,0.0896193
Ca_00760,13.5008,14.6102,73.9044,79.3845
Ca_00761,168.536,73.432,45.887,45.2058
Ca_00762,224.57,191.772,210.723,165.896
Ca_00763,11.2717,9.32079,12.1606,9.84988
Ca_00764,0.0,0.143664,0.0,0.14253
Ca_00765,3.71394,4.16078,4.17811,3.68456
Ca_00766,4.08267,6.54694,4.6388,4.19385
Ca_00767,50.528,60.1718,52.5042,49.4238
Ca_00768,2.55235,7.44168,7.04942,8.10181
Ca_00769,2.14624,0.616398,0.21731,0.408266
Ca_00770,0.750979,0.616997,1.39904,0.825252
Ca_00771,0.567971,0.85442,7.43674,7.9176
Ca_00772,7.36981,6.09999,7.50669,7.27091
Ca_00773,9.32287,7.42465,5.39274,4.06112
Ca_00774,0.0,0.0,0.0,0.0
Ca_00775,0.0,0.0,0.0320681,0.0
Ca_00776,10.8847,14.3029,10.6431,11.7904
Ca_00777,27.1909,8.58763,1.57544,1.05014
Ca_00778,2.03689,2.59237,9.25584,8.15502
Ca_00779,30.9934,36.557,21.1966,22.21
Ca_00780,4.89049,7.72687,11.3634,11.8608
Ca_00781,9.24198,188.683,1.3931,5.45707
Ca_00782,8.72981,11.9889,14.7947,16.8598
Ca_00783,60.9229,59.522,39.4958,44.5607
Ca_00784,60.9229,59.522,39.4958,44.5607
Ca_00785,12.9046,34.3623,0.0,0.0
Ca_00786,1.45517,1.15756,0.328862,0.0994198
Ca_00787,0.0,0.0,56.1762,44.2251
Ca_00788,2.69951,1.6185,3.25064,3.99492
Ca_00789,0.327259,0.0653338,0.0,0.065696
Ca_00790,256.253,261.172,284.7,319.882
Ca_00791,24.3723,27.4111,32.6849,28.759
Ca_00792,0.065641,0.0267269,4.36218,6.54463
Ca_00793,3.75067,6.39235,16.1898,17.222
Ca_00794,36.7155,30.901,18.2986,25.4078
Ca_00795,46.8308,172.582,49.5213,92.3816
Ca_00796,431.274,521.402,494.409,493.851
Ca_00797,3.0075,0.234959,4.87461,6.21864
Ca_00798,5.68027,4.59476,8.53615,8.94397
Ca_00799,69.526,78.3317,1.66536,1.84736
Ca_00800,0.195163,0.0379347,0.0,0.0
Ca_00801,0.0,0.0,0.0,0.0
Ca_00802,4.49148,1.8857,2.57963,1.65965
Ca_00803,0.406082,3.0569,0.0767107,0.0
Ca_00804,0.197298,0.676187,1.21072,2.11794
Ca_00805,2.94929,2.4916,2.03423,3.57322
Ca_00806,3.85202,5.0238,0.839591,0.660557
Ca_00807,43.0219,21.5967,18.0546,6.39076
Ca_00808,34.4267,34.951,25.4342,23.7797
Ca_00809,8.81216,12.7403,29.8158,29.3482
Ca_00810,0.421097,0.462955,0.878691,0.544838
Ca_00811,10.8614,15.0002,14.4289,14.8411
Ca_00812,2.29758,5.63419,8.59848,5.1073
Ca_00813,0.808197,0.963359,2.28611,2.93078
Ca_00814,71.1595,109.492,27.8734,45.5621
Ca_00815,4.43115,7.80424,10.4373,11.0029
Ca_00816,0.0634394,0.127559,0.420479,0.541754
Ca_00817,0.0471801,0.0379016,37.6663,32.8541
Ca_00818,4.08888,6.88406,8.03695,8.25111
Ca_00819,5.80584,5.4075,5.70259,4.65701
Ca_00820,95.9824,57.9117,62.7334,108.522
Ca_00821,20.6963,18.2712,11.7298,12.9146
Ca_00822,8.80704,4.21259,29.9143,20.2504
Ca_00823,14.168,24.6235,11.4675,10.8017
Ca_00824,22.8254,18.8501,15.0233,16.7423
Ca_00825,2.53152,8.35563,0.541265,0.44668
Ca_00826,15.3736,2.96864,0.906948,1.26507
Ca_00827,7.97252,10.394,8.92927,4.44145
Ca_00828,14.5481,12.94,15.6967,11.1193
Ca_00829,0.126179,0.0652671,0.0,0.0
Ca_00830,5.0151,3.89795,9.60055,5.47142
Ca_00831,0.857207,0.501169,1.64725,1.24895
Ca_00832,0.652649,0.342906,0.459478,0.329088
Ca_00833,1.435,6.68355,8.37012,6.65822
Ca_00834,1.435,6.68355,8.37012,6.65822
Ca_00835,9.9514,18.6762,7.84937,9.12812
Ca_00836,5.71003,5.33084,7.95687,6.78265
Ca_00837,0.0,0.0,0.317568,0.248015
Ca_00838,161.369,11.6418,7.63234,5.84044
Ca_00839,385.217,9.92629,13.7517,9.96298
Ca_00840,25.5605,28.0991,46.553,55.068
Ca_00841,112.318,35.0238,50.2645,64.0889
Ca_00842,20.1374,25.9063,20.2974,16.9553
Ca_00843,4.90795,3.71193,7.46191,7.772
Ca_00844,29.9189,25.2303,4.19115,5.13159
Ca_00845,0.783796,0.658597,0.742079,0.617414
Ca_00846,3.99513,0.979183,3.8367,6.49589
Ca_00847,26.184,22.2891,22.5801,20.6768
Ca_00848,30.0803,20.9173,15.534,15.5119
Ca_00849,21.9201,20.1188,56.0244,61.5964
Ca_00850,0.0,0.0769898,0.485933,0.537134
Ca_00851,0.0,0.0,2.34026,1.9358
Ca_00852,22.6256,6.9352,11.5421,15.4947
Ca_00853,0.0819146,0.0,1.25495,1.64641
Ca_00854,26.3665,29.1767,16.6711,21.0607
Ca_00855,3.9262,0.841537,212.06,278.628
Ca_00856,8.10199,7.66057,4.61274,4.46907
Ca_00857,0.0,0.222613,2.96236,1.91036
Ca_00858,0.0,0.0,0.0,0.163089
Ca_00859,0.59809,1.01897,0.191867,0.112627
Ca_00860,11.8059,23.1513,2.58777,3.11129
Ca_00861,72.7233,118.73,42.2388,42.9678
Ca_00862,0.287989,1.8203,1.57245,4.12179
Ca_00863,3.30162,0.761153,7.96314,4.69009
Ca_00864,33.7818,31.824,22.6907,19.0439
Ca_00865,5.04076,5.96248,11.0426,8.00653
Ca_00866,23.5941,25.4554,30.0754,29.3859
Ca_00867,83.6463,50.4689,17.0287,18.6822
Ca_00868,9.95962,5.79062,11.7038,9.90445
Ca_00869,79.7942,38.8093,23.9471,55.8773
Ca_00870,28.1125,24.1779,33.4343,30.3207
Ca_00871,0.0638652,0.599187,0.101671,0.0835597
Ca_00872,46.4823,67.6554,23.63,21.7261
Ca_00873,18.7601,15.2142,51.9344,45.9782
Ca_00874,15.5842,17.5572,25.1183,25.0211
Ca_00875,0.0,0.0,0.0,0.0
Ca_00876,13.7775,16.3755,13.7176,10.6526
Ca_00877,13.7775,16.3755,13.7176,10.6526
Ca_00878,30.4623,33.0303,28.2029,30.5966
Ca_00879,1.88008,1.83426,2.49247,2.76987
Ca_00880,12.1489,18.4617,0.982896,0.482887
Ca_00881,29.9687,53.4995,21.8593,19.6114
Ca_00882,29.9687,53.4995,21.8593,19.6114
Ca_00883,146.166,39.5837,32.5433,32.8232
Ca_00884,0.505775,1.44918,2.89145,2.40572
Ca_00885,1.06673,0.884474,0.571545,0.984522
Ca_00886,39.325,31.6703,32.4932,30.3612
Ca_00887,7.0743,8.47765,8.57184,8.19683
Ca_00888,8.0327,8.34107,17.1805,12.8673
Ca_00889,0.0687696,0.250509,0.211176,0.226564
Ca_00890,18.8935,39.016,80.9102,129.789
Ca_00891,18.8935,39.016,80.9102,129.789
Ca_00892,0.064865,0.0,0.101918,0.150255
Ca_00893,0.0267601,0.133822,3.39146,2.34351
Ca_00894,4.44182,6.00071,1.05623,1.28811
Ca_00895,312.117,395.293,153.466,185.649
Ca_00896,312.117,395.293,153.466,185.649
Ca_00897,0.0769894,0.0595286,0.296118,1.6131
Ca_00898,5.09439,5.06066,4.89668,3.94917
Ca_00899,106.553,37.8892,14.0403,12.9119
Ca_00900,8.13215,1.13012,1.32976,1.4506
Ca_00901,0.0,0.0,0.0,0.0
Ca_00902,0.0,0.0,0.0,0.0
Ca_00903,0.0,0.0,0.0,0.0
Ca_00904,68.2238,74.0043,60.6927,73.8981
Ca_00905,9.41346,18.1245,8.76936,17.723
Ca_00906,7.63883,9.20639,6.6405,7.14533
Ca_00907,15.9529,16.7012,18.9365,20.6392
Ca_00908,13.8285,14.9126,24.2008,19.8951
Ca_00909,43.2468,63.8656,52.858,51.5074
Ca_00910,2.28048,3.12983,7.85748,6.66005
Ca_00911,21.2949,25.2374,42.2522,39.6625
Ca_00912,7.44069,10.6102,9.16085,9.48726
Ca_00913,1.58918,3.11723,2.29485,2.77537
Ca_00914,11.419,16.6892,11.9185,10.8494
Ca_00915,20.2318,26.3849,14.4854,18.6296
Ca_00916,1.39386,0.498692,24.7965,33.2284
Ca_00917,6.94422,4.83751,12.554,9.86618
Ca_00918,6.08418,7.44364,8.91595,7.71861
Ca_00919,0.540453,0.311387,0.293075,0.567196
Ca_00920,9.06184,5.27181,5.85869,6.27763
Ca_00921,9.06184,5.27181,5.85869,6.27763
Ca_00922,0.0,0.0,0.0,0.0
Ca_00923,3.97758,6.19293,6.39837,5.0173
Ca_00924,7.08168,14.94,8.7088,9.77944
Ca_00925,0.0,0.0,0.0,0.191642
Ca_00926,13.7631,13.5437,2.78678,4.57495
Ca_00927,8.1413,9.91512,9.65228,10.6566
Ca_00928,1.87608,7.23415,73.3721,66.6423
Ca_00929,12.7525,18.7404,16.3553,17.8801
Ca_00930,8.30119,16.3545,18.7713,15.1678
Ca_00931,0.820492,1.15136,2.68924,3.03007
Ca_00932,36.4442,44.9318,60.5681,58.896
Ca_00933,26.7538,78.447,20.8245,22.9427
Ca_00934,0.0,4.60936,0.100787,0.196531
Ca_00935,140.873,207.558,272.662,275.824
Ca_00936,3.41965,3.58729,3.64473,3.34014
Ca_00937,0.250129,0.77859,0.935484,0.465036
Ca_00938,12.5379,14.3538,4.1625,3.7309
Ca_00939,0.0,0.0,6.66564,6.53751
Ca_00940,0.867562,15.407,0.368644,0.727251
Ca_00941,0.573146,0.242634,19.0828,27.5191
Ca_00942,267.125,279.215,383.601,386.349
Ca_00943,0.0,0.0,0.0,0.0
Ca_00944,0.0,0.0,0.0,0.0
Ca_00945,0.0,0.0,0.0,0.0
Ca_00946,0.0,0.0,0.0,0.0
Ca_00947,0.0,0.0,0.0,0.0
Ca_00948,0.0,0.0,0.0,0.0
Ca_00949,0.0,0.0,0.0,0.0
Ca_00950,0.0,0.0,0.0,0.0
Ca_00951,0.0,0.0,0.0,0.0
Ca_00952,0.0,0.0,0.0,0.0
Ca_00953,0.0,0.0,0.0,0.0
Ca_00954,0.0,0.0,0.0,0.0
Ca_00955,0.0,0.0,0.0,0.0
Ca_00956,0.0,0.0,0.0,0.0
Ca_00957,0.0,0.0,0.0,0.0
Ca_00958,0.0,0.0,0.0,0.0
Ca_00959,0.0,0.0,4.53529,4.75587
Ca_00960,0.0,0.0551816,0.325485,0.26569
Ca_00961,11.36,8.81039,13.3454,11.8372
Ca_00962,0.0,0.0,0.0,0.0
Ca_00963,0.0,0.420362,0.137152,0.275118
Ca_00964,25.291,25.8086,15.1001,15.0203
Ca_00965,26.3346,28.5275,14.2789,12.7343
Ca_00966,276.891,126.434,452.553,511.55
Ca_00967,276.891,126.434,452.553,511.55
Ca_00968,0.0,0.0,0.0,0.0
Ca_00969,11.4492,4.42463,1189.36,1502.35
Ca_00970,1.50748,0.55264,1.62887,2.51243
Ca_00971,0.0983222,0.151252,0.0766796,0.192854
Ca_00972,44.9475,18.7822,91.0987,55.4691
Ca_00973,58.1743,40.7754,45.611,30.1055
Ca_00974,34.7901,33.0153,23.7056,22.2722
Ca_00975,47.2985,36.2924,55.5714,55.9345
Ca_00976,169.463,136.128,260.454,267.015
Ca_00977,0.897635,0.948894,5.11661,4.0061
Ca_00978,18.7886,31.4937,43.5394,42.402
Ca_00979,1.81792,1.93988,0.91588,0.887485
Ca_00980,5.23298,3.65725,5.87805,6.27694
Ca_00981,16.4548,14.11,11.7797,9.56941
Ca_00982,0.305507,0.165107,2.56039,2.18862
Ca_00983,1.63701,1.50429,3.13122,3.69354
Ca_00984,17.2861,7.62417,7.4288,5.28938
Ca_00985,1.67111,3.03113,4.08735,3.20349
Ca_00986,4.70292,3.81858,3.73229,2.53833
Ca_00987,12.0451,6.54667,5.41659,5.72124
Ca_00988,8.86699,4.89552,12.7364,7.86983
Ca_00989,6.15469,6.37391,6.77668,2.83109
Ca_00990,5.97672,2.01633,2.50705,2.41272
Ca_00991,47.9959,72.3892,87.8581,80.128
Ca_00992,24.7469,32.3747,17.2157,15.782
Ca_00993,55.6039,28.38,21.0969,27.6472
Ca_00994,8.81823,6.59533,7.78866,9.19048
Ca_00995,16.4706,25.9231,29.06,26.0035
Ca_00996,10.7571,5.16696,21.093,27.765
Ca_00997,30.9361,13.25,101.041,107.484
Ca_00998,32.0583,32.0539,38.7007,38.6773
Ca_00999,4.92276,12.6303,24.5774,25.3805
Ca_01000,10.6887,4.14472,16.856,22.5276
Ca_01001,443.068,872.468,194.725,164.172
Ca_01002,2.80521,6.37565,11.1685,8.09978
Ca_01003,2.19211,2.13852,9.94611,5.35564
Ca_01004,4.52673,2.53222,5.4377,3.72746
Ca_01005,8.73514,13.2254,11.6092,10.8156
Ca_01006,0.0244344,0.0731983,0.485093,0.416269
Ca_01007,0.0,0.0,0.0,0.0
Ca_01008,6.17502,4.10528,6.70019,8.72416
Ca_01009,0.286378,0.55349,0.572026,0.251255
Ca_01010,43.3155,67.3063,55.8794,46.9621
Ca_01011,80.3106,73.5495,65.5078,72.4913
Ca_01012,24.8473,11.0271,8.95909,6.14152
Ca_01013,74.5084,61.3285,65.8337,66.5127
Ca_01014,12.875,13.3832,12.32,10.5249
Ca_01015,0.0537458,0.0,3.04205,2.82679
Ca_01016,0.234657,0.273795,0.271451,0.183793
Ca_01017,5.4466,7.38667,37.2775,20.5154
Ca_01018,0.0,0.0,0.0,0.0
Ca_01019,2.03174,1.32021,1.29875,1.49839
Ca_01020,4.87003,8.53433,6.98437,4.85539
Ca_01021,17.9303,4.75423,50.2307,49.3392
Ca_01022,0.355386,0.236351,1.55131,0.923256
Ca_01022,7.64608,6.58509,45.1872,42.2248
Ca_01023,7.64608,6.58509,45.1872,42.2248
Ca_01024,41.9302,35.8772,57.331,45.1929
Ca_01025,0.0,0.0,0.0,0.0
Ca_01026,0.0,0.0,0.0,0.0
Ca_01027,0.0,0.0,0.0,0.0
Ca_01028,234.736,276.111,219.258,253.448
Ca_01029,113.553,153.104,69.0929,103.162
Ca_01030,4.27867,12.1898,17.6844,9.15951
Ca_01031,0.0,0.0,0.0,0.0
Ca_01032,23.5252,18.3832,20.3507,21.0621
Ca_01033,17.3673,11.6382,14.8119,13.265
Ca_01034,0.673767,0.335621,0.342196,0.164115
Ca_01035,9.01448,10.7392,13.9492,15.0297
Ca_01036,1.47704,4.24288,4.67989,7.14199
Ca_01037,16.4223,11.0064,11.2061,8.57475
Ca_01038,19.4372,14.1539,111.664,127.202
Ca_01039,34.9957,32.2937,43.1819,46.8087
Ca_01040,0.367644,0.0,0.0,0.134588
Ca_01041,62.49,73.0951,55.2345,40.1897
Ca_01042,49.2043,36.5834,36.4331,50.0117
Ca_01043,174.372,215.055,192.708,165.648
Ca_01044,10.6141,6.35065,32.7898,36.8555
Ca_01045,10.3554,8.13342,3.12861,3.33117
Ca_01046,0.222089,0.0,2.70679,2.3903
Ca_01047,20.2232,21.1361,8.79856,8.47083
Ca_01048,12.2501,13.8462,9.2626,9.03349
Ca_01049,23.6636,39.3586,6.22959,6.90503
Ca_01050,22.7577,19.4733,85.0976,83.9194
Ca_01051,36.7473,34.5991,31.9413,36.2334
Ca_01052,138.833,88.1878,17.2556,12.816
Ca_01053,0.0,0.127047,1.0465,0.670468
